"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other ethnicity","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Health Security Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Health Security Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Animal and Plant Health Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cabinet Office (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Companies House","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Defence Equipment and Support","Outside London","40","[c]","44180","40820"
"Leaver CS","2023","Undeclared","Defence Science and Technology Laboratory","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","London","50","[c]","32140","31060"
"Leaver CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","275","[c]","26450","26120"
"Leaver CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Driver and Vehicle Licensing Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Driver and Vehicle Standards Agency","Outside London","45","[c]","30170","27930"
"Leaver CS","2023","Undeclared","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Courts and Tribunals Service","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Courts and Tribunals Service","Outside London","60","[c]","26540","21780"
"Leaver CS","2023","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Prison and Probation Service","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Prison and Probation Service","Outside London","130","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Revenue and Customs (excl. agencies)","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","145","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Treasury (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Home Office","London","35","[c]","44350","42580"
"Leaver CS","2023","Undeclared","Home Office","Outside London","65","[c]","29510","27370"
"Leaver CS","2023","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Maritime and Coastguard Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Ministry of Defence (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Ministry of Defence (excl. agencies)","Outside London","115","[c]","36290","34300"
"Leaver CS","2023","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Ministry of Justice (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office of Gas and Electricity Markets","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Office of the Public Guardian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Rural Payments Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scottish Prison Service","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Submarine Delivery Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","UK Debt Management Office","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","UK Health Security Agency","London","35","[c]","42110","40560"
"Leaver CS","2023","Undeclared","UK Health Security Agency","Outside London","50","[c]","40220","36330"
"Leaver CS","2023","Undeclared","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","UK Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Valuation Office Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Outside London","45","[c]","26240","25340"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Building Digital UK","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cabinet Office (excl. agencies)","London","110","[c]","50070","41870"
"Leaver CS","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","45","[c]","32640","25210"
"Leaver CS","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","London","80","[c]","30780","30130"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Charity Commission","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Companies House","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Commercial Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Outside London","35","[c]","43810","51580"
"Leaver CS","2023","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Equipment and Support","Outside London","80","[c]","32460","32500"
"Leaver CS","2023","Unknown","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Outside London","50","[c]","31690","30650"
"Leaver CS","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","55","[c]","45100","40050"
"Leaver CS","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Education (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Education (excl. agencies)","Outside London","40","[c]","32970","30740"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","London","85","[c]","36640","32120"
"Leaver CS","2023","Unknown","Department for International Trade","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","35","[c]","45170","37270"
"Leaver CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Transport (excl. agencies)","London","40","[c]","44130","43750"
"Leaver CS","2023","Unknown","Department for Transport (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","140","[c]","35730","32520"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","610","[c]","26720","21690"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","145","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","110","[c]","21770","21840"
"Leaver CS","2023","Unknown","Driver and Vehicle Standards Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","165","[c]","26790","26780"
"Leaver CS","2023","Unknown","Education Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education and Skills Funding Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","135","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Actuary's Department","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Commercial Organisation","London","75","[c]","74440","69360"
"Leaver CS","2023","Unknown","Government Commercial Organisation","Outside London","50","[c]","71190","66270"
"Leaver CS","2023","Unknown","Government Commercial Organisation","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Courts and Tribunals Service","London","180","[c]","27510","25480"
"Leaver CS","2023","Unknown","HM Courts and Tribunals Service","Outside London","390","[c]","22190","21780"
"Leaver CS","2023","Unknown","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Land Registry","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Land Registry","Outside London","100","[c]","31900","28080"
"Leaver CS","2023","Unknown","HM Prison and Probation Service","London","245","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Prison and Probation Service","Outside London","1440","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","London","120","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","950","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Health and Safety Executive","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","London","250","[c]","34300","29750"
"Leaver CS","2023","Unknown","Home Office","Outside London","445","[c]","25280","25750"
"Leaver CS","2023","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Outside London","35","[c]","35670","28750"
"Leaver CS","2023","Unknown","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","Outside London","30","[c]","35520","33430"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","London","50","[c]","37140","33320"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","400","[c]","31860","27350"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","45","[c]","48060","45660"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","London","115","[c]","43490","41750"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Public Guardian","Outside London","35","[c]","21870","21780"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
