"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Department for International Trade","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Policy","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","AO","10","[c]","22950","21690"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","EO","20","[c]","29340","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Finance","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","AO","115","[c]","21630","21690"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","EO","230","[c]","28320","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","HEO","40","[c]","34000","34170"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","AO","10","[c]","22100","21690"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","G7","10","[c]","53590","53380"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Operational Delivery","SEO","10","[c]","39760","40650"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","AO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","AO","15","[c]","23020","22400"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","EO","35","[c]","27230","26750"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Policy","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence","Finance","G7","[c]","[c]","[c]","[c]"
