"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","AA","20","[c]","24320","24380"
"Leaver CS","2023","Security","London","AA/AO","AO","20","[c]","32290","30440"
"Leaver CS","2023","Security","London","EO","EO","15","[c]","32140","28370"
"Leaver CS","2023","Security","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","HEO","15","[c]","38850","36310"
"Leaver CS","2023","Security","London","SEO/HEO","SEO","20","[c]","45160","43900"
"Leaver CS","2023","Security","Outside London","AA/AO","AA","245","[c]","23470","22130"
"Leaver CS","2023","Security","Outside London","AA/AO","AO","325","[c]","32440","29480"
"Leaver CS","2023","Security","Outside London","EO","EO","95","[c]","34850","29200"
"Leaver CS","2023","Security","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","G6/G7","G7","20","[c]","54450","53500"
"Leaver CS","2023","Security","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","HEO","85","[c]","39440","34320"
"Leaver CS","2023","Security","Outside London","SEO/HEO","SEO","40","[c]","42810","41740"
"Leaver CS","2023","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","AO","65","[c]","23630","25110"
"Leaver CS","2023","Unknown","London","EO","EO","160","[c]","25010","26910"
"Leaver CS","2023","Unknown","London","G6/G7","G6","120","[c]","71170","68610"
"Leaver CS","2023","Unknown","London","G6/G7","G7","180","[c]","56100","55150"
"Leaver CS","2023","Unknown","London","SCS level","SCS level","80","[c]","91050","89260"
"Leaver CS","2023","Unknown","London","SEO/HEO","HEO","185","[c]","34000","33400"
"Leaver CS","2023","Unknown","London","SEO/HEO","SEO","125","[c]","42340","41890"
"Leaver CS","2023","Unknown","Outside London","AA/AO","AA","220","[c]","23110","23340"
"Leaver CS","2023","Unknown","Outside London","AA/AO","AO","210","[c]","25340","25710"
"Leaver CS","2023","Unknown","Outside London","EO","EO","315","[c]","29510","29430"
"Leaver CS","2023","Unknown","Outside London","G6/G7","G6","110","[c]","76510","79110"
"Leaver CS","2023","Unknown","Outside London","G6/G7","G7","205","[c]","57760","58850"
"Leaver CS","2023","Unknown","Outside London","SCS level","SCS level","35","[c]","98320","88070"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","HEO","310","[c]","35710","34730"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","SEO","285","[c]","45370","46020"
"Leaver CS","2023","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","200","[c]","36910","34110"
"Leaver Dept.","2023","Analysis","London","EO","EO","20","[c]","29720","29890"
"Leaver Dept.","2023","Analysis","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","G6/G7","G7","60","[c]","57480","57400"
"Leaver Dept.","2023","Analysis","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","SEO/HEO","HEO","180","[c]","33790","33710"
"Leaver Dept.","2023","Analysis","London","SEO/HEO","SEO","70","[c]","43240","43230"
"Leaver Dept.","2023","Analysis","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","EO","EO","15","[c]","26280","25830"
"Leaver Dept.","2023","Analysis","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Outside London","G6/G7","G7","35","[c]","52240","51170"
"Leaver Dept.","2023","Analysis","Outside London","SEO/HEO","HEO","85","[c]","32340","31560"
"Leaver Dept.","2023","Analysis","Outside London","SEO/HEO","SEO","70","[c]","40530","39890"
"Leaver Dept.","2023","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","EO","EO","15","[c]","27710","27500"
"Leaver Dept.","2023","Commercial","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","G6/G7","G7","20","[c]","57340","56200"
"Leaver Dept.","2023","Commercial","London","SEO/HEO","HEO","20","[c]","33750","32960"
"Leaver Dept.","2023","Commercial","London","SEO/HEO","SEO","20","[c]","42910","42250"
"Leaver Dept.","2023","Commercial","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","EO","EO","20","[c]","27270","26350"
"Leaver Dept.","2023","Commercial","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","G6/G7","G7","35","[c]","50790","51360"
"Leaver Dept.","2023","Commercial","Outside London","SEO/HEO","HEO","50","[c]","32510","32000"
"Leaver Dept.","2023","Commercial","Outside London","SEO/HEO","SEO","85","[c]","40780","41080"
"Leaver Dept.","2023","Commercial","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","EO","EO","25","[c]","28490","28420"
"Leaver Dept.","2023","Communications","London","G6/G7","G6","15","[c]","68880","68720"
"Leaver Dept.","2023","Communications","London","G6/G7","G7","35","[c]","56590","56430"
"Leaver Dept.","2023","Communications","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","SEO/HEO","HEO","85","[c]","34710","34310"
"Leaver Dept.","2023","Communications","London","SEO/HEO","SEO","55","[c]","43170","43460"
"Leaver Dept.","2023","Communications","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO/HEO","HEO","30","[c]","32210","31660"
"Leaver Dept.","2023","Communications","Outside London","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AA/AO","AO","15","[c]","25190","25610"
"Leaver Dept.","2023","Counter Fraud","London","EO","EO","45","[c]","31240","32520"
"Leaver Dept.","2023","Counter Fraud","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AA/AO","AO","40","[c]","21700","21690"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","EO","135","[c]","28390","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO/HEO","HEO","35","[c]","34080","34170"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO/HEO","SEO","15","[c]","39850","38470"
"Leaver Dept.","2023","Counter Fraud","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","AA/AO","AO","155","[c]","21620","21690"
"Leaver Dept.","2023","Debt","Outside London","EO","EO","20","[c]","27860","28120"
"Leaver Dept.","2023","Debt","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","London","EO","EO","25","[c]","29080","28650"
"Leaver Dept.","2023","Digital, Data & Technology","London","G6/G7","G6","25","[c]","69560","67830"
"Leaver Dept.","2023","Digital, Data & Technology","London","G6/G7","G7","50","[c]","56990","56430"
"Leaver Dept.","2023","Digital, Data & Technology","London","SCS level","SCS level","15","[c]","87010","87130"
"Leaver Dept.","2023","Digital, Data & Technology","London","SEO/HEO","HEO","60","[c]","33930","34030"
"Leaver Dept.","2023","Digital, Data & Technology","London","SEO/HEO","SEO","55","[c]","43840","43650"
"Leaver Dept.","2023","Digital, Data & Technology","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","AA/AO","AO","20","[c]","21880","21720"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","EO","EO","80","[c]","27100","27170"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","G6/G7","G6","15","[c]","67530","66860"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","G6/G7","G7","95","[c]","53570","52150"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","SEO/HEO","HEO","145","[c]","32850","32250"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","SEO/HEO","SEO","135","[c]","40220","38940"
"Leaver Dept.","2023","Digital, Data & Technology","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","EO","25","[c]","29970","30970"
"Leaver Dept.","2023","Finance","London","G6/G7","G6","25","[c]","70090","70750"
"Leaver Dept.","2023","Finance","London","G6/G7","G7","25","[c]","56640","55310"
"Leaver Dept.","2023","Finance","London","SCS level","SCS level","15","[c]","104310","101830"
"Leaver Dept.","2023","Finance","London","SEO/HEO","HEO","70","[c]","34520","34250"
"Leaver Dept.","2023","Finance","London","SEO/HEO","SEO","35","[c]","43200","43650"
"Leaver Dept.","2023","Finance","Outside London","AA/AO","AO","20","[c]","21680","22220"
"Leaver Dept.","2023","Finance","Outside London","EO","EO","45","[c]","27050","26920"
"Leaver Dept.","2023","Finance","Outside London","G6/G7","G6","15","[c]","69270","69550"
"Leaver Dept.","2023","Finance","Outside London","G6/G7","G7","40","[c]","52630","51700"
"Leaver Dept.","2023","Finance","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Outside London","SEO/HEO","HEO","60","[c]","33120","32650"
"Leaver Dept.","2023","Finance","Outside London","SEO/HEO","SEO","65","[c]","39770","38470"
"Leaver Dept.","2023","Finance","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","AA/AO","AO","35","[c]","21810","22150"
"Leaver Dept.","2023","Grants Management","Outside London","EO","EO","15","[c]","25480","25760"
"Leaver Dept.","2023","Grants Management","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","EO","40","[c]","28840","28370"
"Leaver Dept.","2023","Human Resources","London","G6/G7","G6","30","[c]","67280","66530"
"Leaver Dept.","2023","Human Resources","London","G6/G7","G7","40","[c]","56490","55800"
"Leaver Dept.","2023","Human Resources","London","SCS level","SCS level","10","[c]","83040","80000"
"Leaver Dept.","2023","Human Resources","London","SEO/HEO","HEO","85","[c]","33860","34260"
"Leaver Dept.","2023","Human Resources","London","SEO/HEO","SEO","40","[c]","43330","43210"
"Leaver Dept.","2023","Human Resources","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","AA/AO","AO","90","[c]","21930","21720"
"Leaver Dept.","2023","Human Resources","Outside London","EO","EO","100","[c]","26740","27090"
"Leaver Dept.","2023","Human Resources","Outside London","G6/G7","G6","15","[c]","65180","66220"
"Leaver Dept.","2023","Human Resources","Outside London","G6/G7","G7","50","[c]","52260","51770"
"Leaver Dept.","2023","Human Resources","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","SEO/HEO","HEO","145","[c]","32370","32160"
"Leaver Dept.","2023","Human Resources","Outside London","SEO/HEO","SEO","95","[c]","40180","40050"
"Leaver Dept.","2023","Human Resources","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","AA/AO","AO","20","[c]","24430","24480"
"Leaver Dept.","2023","Legal","London","EO","EO","35","[c]","28110","27760"
"Leaver Dept.","2023","Legal","London","G6/G7","G6","35","[c]","68820","65920"
"Leaver Dept.","2023","Legal","London","G6/G7","G7","45","[c]","53970","52540"
"Leaver Dept.","2023","Legal","London","SCS level","SCS level","15","[c]","87520","87460"
"Leaver Dept.","2023","Legal","London","SEO/HEO","HEO","20","[c]","33910","31640"
"Leaver Dept.","2023","Legal","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","AA/AO","AO","20","[c]","23420","22870"
"Leaver Dept.","2023","Legal","Outside London","EO","EO","30","[c]","27300","26900"
"Leaver Dept.","2023","Legal","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","G6/G7","G7","25","[c]","54430","52980"
"Leaver Dept.","2023","Legal","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","SEO/HEO","HEO","15","[c]","31680","31670"
"Leaver Dept.","2023","Legal","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","London","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","London","AA/AO","AO","205","[c]","25280","25480"
"Leaver Dept.","2023","No function","London","EO","EO","670","[c]","30260","29890"
"Leaver Dept.","2023","No function","London","G6/G7","G6","270","[c]","67100","66440"
"Leaver Dept.","2023","No function","London","G6/G7","G7","745","[c]","55840","55020"
"Leaver Dept.","2023","No function","London","SCS level","SCS level","180","[c]","87560","79000"
"Leaver Dept.","2023","No function","London","SEO/HEO","HEO","990","[c]","35060","34710"
"Leaver Dept.","2023","No function","London","SEO/HEO","SEO","645","[c]","42010","41870"
"Leaver Dept.","2023","No function","London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Outside London","AA/AO","AA","100","[c]","20140","19930"
"Leaver Dept.","2023","No function","Outside London","AA/AO","AO","1765","[c]","21870","21690"
"Leaver Dept.","2023","No function","Outside London","EO","EO","1860","[c]","27520","27570"
"Leaver Dept.","2023","No function","Outside London","G6/G7","G6","65","[c]","65640","64220"
"Leaver Dept.","2023","No function","Outside London","G6/G7","G7","215","[c]","52990","51640"
"Leaver Dept.","2023","No function","Outside London","SCS level","SCS level","35","[c]","90800","78830"
"Leaver Dept.","2023","No function","Outside London","SEO/HEO","HEO","685","[c]","32390","32000"
"Leaver Dept.","2023","No function","Outside London","SEO/HEO","SEO","380","[c]","39430","38650"
"Leaver Dept.","2023","No function","Outside London","Unknown","Unknown","120","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","EO","EO","25","[c]","28600","28120"
"Leaver Dept.","2023","No function","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","EO","EO","20","[c]","29090","28380"
"Leaver Dept.","2023","Project Delivery","London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","G6/G7","G7","35","[c]","54540","53420"
"Leaver Dept.","2023","Project Delivery","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","SEO/HEO","HEO","100","[c]","33720","33250"
"Leaver Dept.","2023","Project Delivery","London","SEO/HEO","SEO","35","[c]","42660","41720"
"Leaver Dept.","2023","Project Delivery","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","EO","EO","50","[c]","26750","26940"
"Leaver Dept.","2023","Project Delivery","Outside London","G6/G7","G6","20","[c]","65360","63510"
"Leaver Dept.","2023","Project Delivery","Outside London","G6/G7","G7","45","[c]","52320","51980"
"Leaver Dept.","2023","Project Delivery","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","SEO/HEO","HEO","85","[c]","33200","33180"
"Leaver Dept.","2023","Project Delivery","Outside London","SEO/HEO","SEO","90","[c]","40170","40000"
"Leaver Dept.","2023","Project Delivery","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SEO/HEO","HEO","15","[c]","35440","35530"
"Leaver Dept.","2023","Property","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","AA/AO","AO","45","[c]","22280","22520"
"Leaver Dept.","2023","Property","Outside London","EO","EO","35","[c]","26260","26020"
"Leaver Dept.","2023","Property","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","G6/G7","G7","20","[c]","54600","53220"
"Leaver Dept.","2023","Property","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","SEO/HEO","HEO","30","[c]","33220","33300"
"Leaver Dept.","2023","Property","Outside London","SEO/HEO","SEO","30","[c]","40820","40250"
"Leaver Dept.","2023","Property","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","EO","EO","20","[c]","26610","27300"
"Leaver Dept.","2023","Security","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","G6/G7","G7","10","[c]","56190","56430"
"Leaver Dept.","2023","Security","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","SEO/HEO","HEO","25","[c]","35560","35620"
"Leaver Dept.","2023","Security","London","SEO/HEO","SEO","15","[c]","41320","41120"
"Leaver Dept.","2023","Security","Outside London","AA/AO","AA","30","[c]","24320","24430"
"Leaver Dept.","2023","Security","Outside London","AA/AO","AO","15","[c]","24450","21830"
"Leaver Dept.","2023","Security","Outside London","EO","EO","25","[c]","26220","24860"
"Leaver Dept.","2023","Security","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","SEO/HEO","HEO","35","[c]","33700","33290"
"Leaver Dept.","2023","Security","Outside London","SEO/HEO","SEO","20","[c]","40110","40580"
"Leaver Dept.","2023","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","EO","EO","70","[c]","29270","29940"
"Leaver Dept.","2023","Unknown","London","G6/G7","G6","55","[c]","69210","69470"
