"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO/HEO","Heterosexual / straight","200","[c]","37270","36570"
"Leaver Dept.","2023","Analysis","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO/HEO","Unknown","150","[c]","33890","33250"
"Leaver Dept.","2023","Commercial","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Heterosexual / straight","35","[c]","53950","55180"
"Leaver Dept.","2023","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Heterosexual / straight","120","[c]","38120","39060"
"Leaver Dept.","2023","Commercial","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Unknown","40","[c]","35410","33990"
"Leaver Dept.","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Heterosexual / straight","40","[c]","59230","57250"
"Leaver Dept.","2023","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Heterosexual / straight","105","[c]","37250","36020"
"Leaver Dept.","2023","Communications","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Unknown","65","[c]","37120","35530"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Heterosexual / straight","85","[c]","29020","28120"
"Leaver Dept.","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Heterosexual / straight","40","[c]","36310","35440"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AA/AO","Heterosexual / straight","35","[c]","21610","21690"
"Leaver Dept.","2023","Debt","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AA/AO","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Heterosexual / straight","70","[c]","27630","27170"
"Leaver Dept.","2023","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","Heterosexual / straight","110","[c]","57700","55830"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6/G7","Unknown","50","[c]","58530","56300"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","215","[c]","37530","37410"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO/HEO","Unknown","140","[c]","35450","34080"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Heterosexual / straight","50","[c]","28120","27530"
"Leaver Dept.","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Heterosexual / straight","75","[c]","59820","57890"
"Leaver Dept.","2023","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Heterosexual / straight","115","[c]","37610","37590"
"Leaver Dept.","2023","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Unknown","105","[c]","34770","33250"
"Leaver Dept.","2023","Grants Management","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Heterosexual / straight","65","[c]","22240","21830"
"Leaver Dept.","2023","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Heterosexual / straight","100","[c]","27550","27570"
"Leaver Dept.","2023","Human Resources","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Heterosexual / straight","95","[c]","57990","56470"
"Leaver Dept.","2023","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Heterosexual / straight","265","[c]","36010","34970"
"Leaver Dept.","2023","Human Resources","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Unknown","60","[c]","35730","32840"
"Leaver Dept.","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Heterosexual / straight","45","[c]","27720","27760"
"Leaver Dept.","2023","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Heterosexual / straight","60","[c]","57400","54100"
"Leaver Dept.","2023","Legal","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Unknown","40","[c]","62450","61840"
"Leaver Dept.","2023","Legal","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","AA/AO","Heterosexual / straight","1115","[c]","22060","21690"
"Leaver Dept.","2023","No function","AA/AO","LGBO","105","[c]","21980","21690"
"Leaver Dept.","2023","No function","AA/AO","Undeclared","120","[c]","22190","21690"
"Leaver Dept.","2023","No function","AA/AO","Unknown","750","[c]","22420","21780"
"Leaver Dept.","2023","No function","EO","Heterosexual / straight","1735","[c]","28290","28120"
"Leaver Dept.","2023","No function","EO","LGBO","160","[c]","28250","28120"
"Leaver Dept.","2023","No function","EO","Undeclared","140","[c]","28210","27910"
"Leaver Dept.","2023","No function","EO","Unknown","510","[c]","28160","28120"
"Leaver Dept.","2023","No function","G6/G7","Heterosexual / straight","810","[c]","58200","56250"
"Leaver Dept.","2023","No function","G6/G7","LGBO","95","[c]","56930","55120"
"Leaver Dept.","2023","No function","G6/G7","Undeclared","110","[c]","58790","56430"
"Leaver Dept.","2023","No function","G6/G7","Unknown","295","[c]","58730","56520"
"Leaver Dept.","2023","No function","SCS level","Heterosexual / straight","150","[c]","88600","80360"
"Leaver Dept.","2023","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","SCS level","Unknown","40","[c]","88010","76160"
"Leaver Dept.","2023","No function","SEO/HEO","Heterosexual / straight","1660","[c]","36850","35650"
"Leaver Dept.","2023","No function","SEO/HEO","LGBO","205","[c]","36710","35700"
"Leaver Dept.","2023","No function","SEO/HEO","Undeclared","195","[c]","36870","35760"
"Leaver Dept.","2023","No function","SEO/HEO","Unknown","660","[c]","37260","36180"
"Leaver Dept.","2023","No function","Unknown","Heterosexual / straight","105","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Heterosexual / straight","35","[c]","27630","27400"
"Leaver Dept.","2023","Project Delivery","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6/G7","Heterosexual / straight","65","[c]","56960","54540"
"Leaver Dept.","2023","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","Heterosexual / straight","155","[c]","37560","37300"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","Unknown","130","[c]","33850","32960"
"Leaver Dept.","2023","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","Heterosexual / straight","60","[c]","36930","35850"
"Leaver Dept.","2023","Property","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA/AO","Heterosexual / straight","30","[c]","24570","23330"
"Leaver Dept.","2023","Security","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","Heterosexual / straight","65","[c]","36670","35650"
"Leaver Dept.","2023","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Heterosexual / straight","85","[c]","28730","28310"
"Leaver Dept.","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Heterosexual / straight","155","[c]","60260","58370"
"Leaver Dept.","2023","Unknown","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","80","[c]","59230","55150"
"Leaver Dept.","2023","Unknown","SCS level","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Heterosexual / straight","235","[c]","38370","37540"
"Leaver Dept.","2023","Unknown","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","395","[c]","32940","32000"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA/AO","Heterosexual / straight","110","[c]","22730","23140"
"New entrant CS","2023","Analysis","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","AA/AO","Unknown","75","[c]","21780","22150"
"New entrant CS","2023","Analysis","EO","Heterosexual / straight","130","[c]","27690","27840"
"New entrant CS","2023","Analysis","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","EO","Unknown","50","[c]","28130","28510"
"New entrant CS","2023","Analysis","G6/G7","Heterosexual / straight","70","[c]","60810","55720"
"New entrant CS","2023","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","SEO/HEO","Heterosexual / straight","550","[c]","34960","34190"
"New entrant CS","2023","Analysis","SEO/HEO","LGBO","95","[c]","33990","32680"
"New entrant CS","2023","Analysis","SEO/HEO","Undeclared","50","[c]","34530","34190"
"New entrant CS","2023","Analysis","SEO/HEO","Unknown","245","[c]","33400","33830"
"New entrant CS","2023","Commercial","AA/AO","Heterosexual / straight","45","[c]","22450","21690"
"New entrant CS","2023","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
