"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Asian","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Debt","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Debt","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Digital, Data & Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Finance","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Finance","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Legal","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","No function","Female","395","[c]","34370","31060"
"Leaver Dept.","2023","Declared non-disabled","Asian","No function","Male","300","[c]","33490","29660"
"Leaver Dept.","2023","Declared non-disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Counter Fraud","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Debt","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","No function","Female","180","[c]","32840","31060"
"Leaver Dept.","2023","Declared non-disabled","Black","No function","Male","110","[c]","33400","31170"
"Leaver Dept.","2023","Declared non-disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Analysis","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","No function","Female","130","[c]","35410","32520"
"Leaver Dept.","2023","Declared non-disabled","Mixed","No function","Male","75","[c]","38770","35050"
"Leaver Dept.","2023","Declared non-disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","No function","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","No function","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","No function","Female","50","[c]","31380","28120"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","No function","Male","55","[c]","36780","31280"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Grants Management","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","No function","Female","50","[c]","33350","28120"
