"Status","Year","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Female","50","[c]","38110","33690"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Male","120","[c]","43430","39980"
"Leaver CS","2023","Teaching Regulation Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA","Female","40","[c]","20870","20100"
"Leaver CS","2023","UK Health Security Agency","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AO","Female","130","[c]","21500","20880"
"Leaver CS","2023","UK Health Security Agency","AO","Male","50","[c]","21700","20880"
"Leaver CS","2023","UK Health Security Agency","EO","Female","210","[c]","25980","26010"
"Leaver CS","2023","UK Health Security Agency","EO","Male","75","[c]","26200","26880"
"Leaver CS","2023","UK Health Security Agency","G6","Female","80","[c]","66990","66230"
"Leaver CS","2023","UK Health Security Agency","G6","Male","55","[c]","65260","65310"
"Leaver CS","2023","UK Health Security Agency","G7","Female","130","[c]","52590","52000"
"Leaver CS","2023","UK Health Security Agency","G7","Male","125","[c]","53000","53360"
"Leaver CS","2023","UK Health Security Agency","HEO","Female","320","[c]","32410","32350"
"Leaver CS","2023","UK Health Security Agency","HEO","Male","155","[c]","31630","31460"
"Leaver CS","2023","UK Health Security Agency","SCS level","Female","55","[c]","96430","91130"
"Leaver CS","2023","UK Health Security Agency","SCS level","Male","55","[c]","103740","102000"
"Leaver CS","2023","UK Health Security Agency","SEO","Female","300","[c]","40160","40650"
"Leaver CS","2023","UK Health Security Agency","SEO","Male","125","[c]","39840","40070"
"Leaver CS","2023","UK Hydrographic Office","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA","Female","40","[c]","20130","20150"
"Leaver CS","2023","UK Statistics Authority","AA","Male","35","[c]","20880","20150"
"Leaver CS","2023","UK Statistics Authority","AO","Female","140","[c]","20630","20350"
"Leaver CS","2023","UK Statistics Authority","AO","Male","150","[c]","20870","21200"
"Leaver CS","2023","UK Statistics Authority","EO","Female","35","[c]","25160","24840"
"Leaver CS","2023","UK Statistics Authority","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G7","Male","35","[c]","53910","53210"
"Leaver CS","2023","UK Statistics Authority","HEO","Female","55","[c]","31910","31560"
"Leaver CS","2023","UK Statistics Authority","HEO","Male","45","[c]","31540","31060"
"Leaver CS","2023","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO","Female","45","[c]","38250","37760"
"Leaver CS","2023","UK Statistics Authority","SEO","Male","35","[c]","38550","37690"
"Leaver CS","2023","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AO","Female","45","[c]","22560","22520"
"Leaver CS","2023","Valuation Office Agency","AO","Male","35","[c]","22650","22520"
"Leaver CS","2023","Valuation Office Agency","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","EO","Male","35","[c]","27770","27000"
"Leaver CS","2023","Valuation Office Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO","Male","45","[c]","46920","46800"
"Leaver CS","2023","Vehicle Certification Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AO","Female","35","[c]","23520","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Revenue Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","Female","110","[c]","26830","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","Male","65","[c]","27030","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6","Female","70","[c]","66430","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6","Male","45","[c]","66560","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G7","Female","140","[c]","55330","55440"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G7","Male","120","[c]","55420","56140"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","HEO","Female","140","[c]","34630","34550"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","HEO","Male","130","[c]","34780","34550"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","Female","35","[c]","79790","76250"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","Male","40","[c]","86840","82510"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO","Female","90","[c]","41110","40600"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO","Male","75","[c]","40860","40600"
"Leaver Dept.","2023","Central Civil Service Fast Stream","HEO","Female","300","[c]","31640","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","HEO","Male","220","[c]","32000","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","HEO","Female","5","[c]","[c]","[c]"
