"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","EO","115","[c]","31100","31060"
"Leaver Dept.","2023","Asian","Operational Delivery","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","SEO/HEO","45","[c]","39570","37350"
"Leaver Dept.","2023","Asian","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","AA/AO","135","[c]","21790","21690"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","EO","195","[c]","27530","27750"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","London","G6/G7","40","[c]","58290","55840"
"Leaver Dept.","2023","Asian","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","London","SEO/HEO","100","[c]","36850","35410"
"Leaver Dept.","2023","Asian","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","SEO/HEO","65","[c]","36520","35650"
"Leaver Dept.","2023","Asian","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Geography","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Inspector of Education and Training","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
