"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Heterosexual / straight","100","[c]","24140","23720"
"Leaver CS","2023","Unknown","London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Unknown","505","[c]","24510","25480"
"Leaver CS","2023","Unknown","London","EO","Heterosexual / straight","140","[c]","30660","29750"
"Leaver CS","2023","Unknown","London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","EO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","EO","Unknown","435","[c]","28680","29660"
"Leaver CS","2023","Unknown","London","G6/G7","Heterosexual / straight","215","[c]","61280","59290"
"Leaver CS","2023","Unknown","London","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","G6/G7","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","G6/G7","Unknown","485","[c]","61800","59780"
"Leaver CS","2023","Unknown","London","SCS level","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SCS level","Unknown","75","[c]","103330","95000"
"Leaver CS","2023","Unknown","London","SEO/HEO","Heterosexual / straight","245","[c]","39360","40050"
"Leaver CS","2023","Unknown","London","SEO/HEO","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SEO/HEO","Undeclared","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","SEO/HEO","Unknown","695","[c]","37220","36180"
"Leaver CS","2023","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Heterosexual / straight","515","[c]","23260","22220"
"Leaver CS","2023","Unknown","Outside London","AA/AO","LGBO","45","[c]","23930","22400"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Undeclared","45","[c]","25390","22500"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Unknown","3630","[c]","22570","21840"
"Leaver CS","2023","Unknown","Outside London","EO","Heterosexual / straight","330","[c]","30210","27990"
"Leaver CS","2023","Unknown","Outside London","EO","LGBO","35","[c]","29820","28400"
"Leaver CS","2023","Unknown","Outside London","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","EO","Unknown","1215","[c]","28160","27130"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Heterosexual / straight","180","[c]","59570","54870"
"Leaver CS","2023","Unknown","Outside London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Unknown","485","[c]","59200","56230"
"Leaver CS","2023","Unknown","Outside London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SCS level","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Heterosexual / straight","405","[c]","38530","38330"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Undeclared","75","[c]","38420","39190"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Unknown","1000","[c]","36950","37060"
"Leaver CS","2023","Unknown","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","Unknown","435","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Unknown","40","[c]","47520","48610"
"Leaver CS","2023","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","210","[c]","36830","33920"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","EO","Heterosexual / straight","75","[c]","30490","30490"
"Leaver Dept.","2023","Declared disabled","London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Heterosexual / straight","90","[c]","58810","55760"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Heterosexual / straight","155","[c]","38200","37340"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","LGBO","45","[c]","37180","36050"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Heterosexual / straight","165","[c]","21780","21690"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Heterosexual / straight","210","[c]","27530","27570"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","LGBO","35","[c]","26890","27570"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Heterosexual / straight","60","[c]","57010","54540"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","175","[c]","35280","34170"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Heterosexual / straight","120","[c]","24970","25480"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Heterosexual / straight","480","[c]","29930","29890"
"Leaver Dept.","2023","Declared non-disabled","London","EO","LGBO","40","[c]","29100","28370"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Undeclared","35","[c]","29630","29660"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Heterosexual / straight","755","[c]","59490","57160"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","LGBO","80","[c]","59130","56430"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Undeclared","70","[c]","59960","56920"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Heterosexual / straight","160","[c]","91300","82570"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","1165","[c]","38070","36510"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","LGBO","140","[c]","37620","36430"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Undeclared","105","[c]","37560","36180"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Unknown","85","[c]","38710","38850"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","945","[c]","21820","21690"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","LGBO","75","[c]","22060","21720"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Undeclared","75","[c]","21990","21720"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Unknown","385","[c]","21820","21690"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Heterosexual / straight","1270","[c]","27510","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","LGBO","95","[c]","27340","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Undeclared","75","[c]","27310","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Unknown","220","[c]","27670","28120"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","385","[c]","55880","54000"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","35","[c]","91240","81710"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","1210","[c]","36290","35250"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","LGBO","90","[c]","36640","36810"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Undeclared","80","[c]","37050","37640"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Unknown","195","[c]","36000","34710"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
