"Status","Year","Disability","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","AA/AO","Male","30","[c]","27000","28140"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","EO","Female","35","[c]","27780","27760"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","G6/G7","Female","65","[c]","56200","52790"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","G6/G7","Male","55","[c]","61980","65650"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","Female","550","[c]","21860","21780"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","Male","205","[c]","21840","21780"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","EO","Female","105","[c]","27120","25830"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","EO","Male","40","[c]","27250","25940"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","Female","90","[c]","39040","40180"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","Male","50","[c]","37990","36050"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","EO","Female","60","[c]","28280","28080"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SEO/HEO","Female","60","[c]","38140","34850"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SEO/HEO","Male","60","[c]","39660","39460"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","AA/AO","Female","1090","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","AA/AO","Male","1425","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","EO","Female","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","EO","Male","205","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","Female","140","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","Male","120","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Female","785","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Male","260","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","Female","615","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","Male","395","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","Female","270","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","Male","205","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","Female","100","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","Male","140","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","Female","275","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","Male","330","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","Male","35","[c]","57510","54440"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","SEO/HEO","Female","25","[c]","[c]","[c]"
