"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","No function","Female","60","[c]","33970","30080"
"Leaver CS","2023","60-64","Black","No function","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","No function","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","No function","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","No function","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Debt","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","No function","Female","90","[c]","28710","27570"
"Leaver CS","2023","60-64","Undeclared","No function","Male","110","[c]","36120","32190"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Debt","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Debt","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","No function","Female","210","[c]","29400","25480"
"Leaver CS","2023","60-64","Unknown","No function","Male","195","[c]","33400","27160"
"Leaver CS","2023","60-64","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Male","80","[c]","44560","38420"
"Leaver CS","2023","60-64","White","Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Analysis","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","Male","35","[c]","52800","43980"
"Leaver CS","2023","60-64","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","Female","80","[c]","28620","28120"
"Leaver CS","2023","60-64","White","Counter Fraud","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Debt","Female","65","[c]","23670","21690"
"Leaver CS","2023","60-64","White","Debt","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Digital, Data & Technology","Female","50","[c]","46680","45870"
"Leaver CS","2023","60-64","White","Digital, Data & Technology","Male","85","[c]","42330","40060"
"Leaver CS","2023","60-64","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Finance","Female","70","[c]","42440","34800"
"Leaver CS","2023","60-64","White","Finance","Male","55","[c]","46870","46180"
"Leaver CS","2023","60-64","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Human Resources","Female","125","[c]","31910","26670"
"Leaver CS","2023","60-64","White","Human Resources","Male","90","[c]","36580","33220"
"Leaver CS","2023","60-64","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","Female","50","[c]","48820","51250"
"Leaver CS","2023","60-64","White","Legal","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","No function","Female","1710","[c]","30280","27570"
"Leaver CS","2023","60-64","White","No function","Male","1275","[c]","37470","29200"
"Leaver CS","2023","60-64","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Project Delivery","Female","65","[c]","46880","42270"
"Leaver CS","2023","60-64","White","Project Delivery","Male","100","[c]","55320","47900"
"Leaver CS","2023","60-64","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Property","Female","35","[c]","35240","30450"
"Leaver CS","2023","60-64","White","Property","Male","65","[c]","40310","41100"
"Leaver CS","2023","60-64","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Security","Male","95","[c]","38480","41070"
"Leaver CS","2023","60-64","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Unknown","Female","120","[c]","47840","42860"
"Leaver CS","2023","60-64","White","Unknown","Male","110","[c]","51420","49370"
"Leaver CS","2023","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Debt","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","No function","Female","60","[c]","27610","26400"
"Leaver CS","2023","65+","Asian","No function","Male","40","[c]","31190","25620"
"Leaver CS","2023","65+","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
