"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Social Research","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SEO/HEO","Heterosexual / straight","30","[c]","36310","35470"
"Leaver CS","2023","Social Research","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","AA/AO","Heterosexual / straight","35","[c]","23270","23500"
"Leaver CS","2023","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","AA/AO","Unknown","45","[c]","22820","23500"
"Leaver CS","2023","Statistics","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SEO/HEO","Heterosexual / straight","45","[c]","38380","38480"
"Leaver CS","2023","Statistics","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Tax","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","AA/AO","Unknown","300","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","Unknown","290","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","Unknown","320","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Heterosexual / straight","335","[c]","23530","23340"
"Leaver CS","2023","Unknown","AA/AO","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Unknown","285","[c]","23760","23340"
"Leaver CS","2023","Unknown","EO","Heterosexual / straight","290","[c]","28750","29100"
"Leaver CS","2023","Unknown","EO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Undeclared","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Unknown","180","[c]","27930","29100"
"Leaver CS","2023","Unknown","G6/G7","Heterosexual / straight","500","[c]","62720","60430"
"Leaver CS","2023","Unknown","G6/G7","LGBO","60","[c]","59680","56770"
"Leaver CS","2023","Unknown","G6/G7","Undeclared","115","[c]","61430","59400"
"Leaver CS","2023","Unknown","G6/G7","Unknown","290","[c]","65180","65280"
"Leaver CS","2023","Unknown","SCS level","Heterosexual / straight","110","[c]","98520","85200"
"Leaver CS","2023","Unknown","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Unknown","40","[c]","123030","114160"
"Leaver CS","2023","Unknown","SEO/HEO","Heterosexual / straight","620","[c]","39240","38330"
"Leaver CS","2023","Unknown","SEO/HEO","LGBO","80","[c]","37890","37490"
"Leaver CS","2023","Unknown","SEO/HEO","Undeclared","165","[c]","38750","36630"
"Leaver CS","2023","Unknown","SEO/HEO","Unknown","335","[c]","38630","38330"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Heterosexual / straight","115","[c]","38410","39090"
"Leaver Dept.","2023","Commercial","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Heterosexual / straight","90","[c]","36750","35370"
"Leaver Dept.","2023","Communications","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","Unknown","55","[c]","36590","33570"
"Leaver Dept.","2023","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Heterosexual / straight","75","[c]","28970","28120"
"Leaver Dept.","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","EO","Heterosexual / straight","60","[c]","27830","27170"
"Leaver Dept.","2023","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","Heterosexual / straight","90","[c]","57840","55860"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","200","[c]","37880","37590"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","Unknown","135","[c]","35220","33840"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","Heterosexual / straight","55","[c]","35820","35240"
"Leaver Dept.","2023","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Heterosexual / straight","50","[c]","28010","27570"
"Leaver Dept.","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Heterosexual / straight","70","[c]","59560","56860"
"Leaver Dept.","2023","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Heterosexual / straight","105","[c]","37390","37590"
"Leaver Dept.","2023","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","Unknown","95","[c]","34790","33250"
"Leaver Dept.","2023","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Heterosexual / straight","55","[c]","22390","22220"
"Leaver Dept.","2023","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Heterosexual / straight","50","[c]","27480","27020"
"Leaver Dept.","2023","Human Resources","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Heterosexual / straight","65","[c]","57960","56760"
"Leaver Dept.","2023","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Heterosexual / straight","200","[c]","36260","35590"
"Leaver Dept.","2023","Human Resources","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","Unknown","50","[c]","36220","34170"
"Leaver Dept.","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Heterosexual / straight","60","[c]","57430","54100"
"Leaver Dept.","2023","Legal","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","Unknown","35","[c]","63590","65630"
"Leaver Dept.","2023","Legal","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
