"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","55","[c]","76960","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","40","[c]","77550","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","70","[c]","46710","47750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","EO","Male","30","[c]","26980","26700"
"Leaver CS","2023","Office of Gas and Electricity Markets","G6/G7","Female","35","[c]","55510","56180"
"Leaver CS","2023","Office of Gas and Electricity Markets","G6/G7","Male","60","[c]","64790","63970"
"Leaver CS","2023","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","45","[c]","37400","37210"
"Leaver CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","45","[c]","36570","36180"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","AA/AO","Female","40","[c]","21470","21780"
"Leaver CS","2023","Office of the Public Guardian","AA/AO","Male","40","[c]","21510","21780"
"Leaver CS","2023","Office of the Public Guardian","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","Male","175","[c]","37700","34250"
"Leaver CS","2023","Rural Payments Agency","AA/AO","Female","75","[c]","21660","21300"
"Leaver CS","2023","Rural Payments Agency","AA/AO","Male","55","[c]","21720","21300"
"Leaver CS","2023","Rural Payments Agency","EO","Female","35","[c]","25320","25920"
"Leaver CS","2023","Rural Payments Agency","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","Female","70","[c]","23510","23190"
"Leaver CS","2023","Scottish Courts and Tribunals Service","AA/AO","Male","40","[c]","23240","23190"
"Leaver CS","2023","Scottish Courts and Tribunals Service","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","Female","50","[c]","24980","24890"
"Leaver CS","2023","Scottish Government (excl. agencies)","AA/AO","Male","40","[c]","26440","24890"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","Female","50","[c]","30300","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","EO","Male","35","[c]","30970","30440"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","Female","55","[c]","68270","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","G6/G7","Male","45","[c]","69340","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Female","110","[c]","40910","38330"
"Leaver CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Male","100","[c]","42530","42860"
"Leaver CS","2023","Scottish Prison Service","AA/AO","Female","75","[c]","25340","24710"
"Leaver CS","2023","Scottish Prison Service","AA/AO","Male","95","[c]","25900","24710"
"Leaver CS","2023","Scottish Prison Service","EO","Female","40","[c]","35760","37060"
"Leaver CS","2023","Scottish Prison Service","EO","Male","130","[c]","36370","37060"
"Leaver CS","2023","Scottish Prison Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","SEO/HEO","Male","40","[c]","44260","42590"
"Leaver CS","2023","Scottish Public Pensions Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","AA/AO","Female","45","[c]","22970","22180"
"Leaver CS","2023","Social Security Scotland","AA/AO","Male","45","[c]","23090","23340"
"Leaver CS","2023","Social Security Scotland","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Female","50","[c]","38110","33690"
"Leaver CS","2023","Submarine Delivery Agency","Unknown","Male","120","[c]","43430","39980"
"Leaver CS","2023","Teaching Regulation Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","AA/AO","Female","170","[c]","21350","20880"
"Leaver CS","2023","UK Health Security Agency","AA/AO","Male","65","[c]","21450","20880"
"Leaver CS","2023","UK Health Security Agency","EO","Female","210","[c]","25980","26010"
"Leaver CS","2023","UK Health Security Agency","EO","Male","75","[c]","26200","26880"
"Leaver CS","2023","UK Health Security Agency","G6/G7","Female","210","[c]","58120","54690"
"Leaver CS","2023","UK Health Security Agency","G6/G7","Male","180","[c]","56840","54450"
"Leaver CS","2023","UK Health Security Agency","SCS level","Female","55","[c]","96430","91130"
"Leaver CS","2023","UK Health Security Agency","SCS level","Male","55","[c]","103740","102000"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","Female","615","[c]","36170","36330"
"Leaver CS","2023","UK Health Security Agency","SEO/HEO","Male","280","[c]","35310","33790"
"Leaver CS","2023","UK Hydrographic Office","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","Female","180","[c]","20520","20250"
"Leaver CS","2023","UK Statistics Authority","AA/AO","Male","185","[c]","20870","21200"
"Leaver CS","2023","UK Statistics Authority","EO","Female","35","[c]","25160","24840"
"Leaver CS","2023","UK Statistics Authority","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","Female","30","[c]","54230","52050"
"Leaver CS","2023","UK Statistics Authority","G6/G7","Male","50","[c]","57360","57110"
"Leaver CS","2023","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","Female","100","[c]","34670","33610"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","Male","80","[c]","34740","33710"
"Leaver CS","2023","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AA/AO","Female","45","[c]","22560","22520"
"Leaver CS","2023","Valuation Office Agency","AA/AO","Male","35","[c]","22650","22520"
"Leaver CS","2023","Valuation Office Agency","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","EO","Male","35","[c]","27770","27000"
"Leaver CS","2023","Valuation Office Agency","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","Female","35","[c]","42360","43690"
"Leaver CS","2023","Valuation Office Agency","SEO/HEO","Male","65","[c]","43270","45750"
"Leaver CS","2023","Vehicle Certification Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
