"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","EO","EO","30","[c]","27360","28120"
"Leaver CS","2023","Human Resources","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","SEO/HEO","SEO","10","[c]","39180","38470"
"Leaver CS","2023","Human Resources","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","AO","20","[c]","21100","21050"
"Leaver CS","2023","Human Resources","Unknown","EO","EO","20","[c]","25040","24860"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","G7","20","[c]","55380","54700"
"Leaver CS","2023","Human Resources","Unknown","SCS level","SCS level","10","[c]","99540","91030"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","HEO","20","[c]","34190","34170"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","SEO","15","[c]","40580","41870"
"Leaver CS","2023","Internal Audit","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","SEO/HEO","HEO","15","[c]","33990","33830"
"Leaver CS","2023","Internal Audit","Internal Audit","SEO/HEO","SEO","35","[c]","43640","43160"
"Leaver CS","2023","Legal","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Legal","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Legal","EO","EO","55","[c]","28660","27760"
"Leaver CS","2023","Legal","Legal","G6/G7","G6","115","[c]","70570","69300"
"Leaver CS","2023","Legal","Legal","G6/G7","G7","280","[c]","56090","55000"
"Leaver CS","2023","Legal","Legal","SCS level","SCS level","30","[c]","91320","86030"
"Leaver CS","2023","Legal","Legal","SEO/HEO","HEO","35","[c]","39580","36900"
"Leaver CS","2023","Legal","Legal","SEO/HEO","SEO","55","[c]","40540","38760"
"Leaver CS","2023","Legal","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Operational Delivery","AA/AO","AO","165","[c]","22860","22870"
"Leaver CS","2023","Legal","Operational Delivery","EO","EO","85","[c]","28280","28200"
"Leaver CS","2023","Legal","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","G6/G7","G7","20","[c]","61160","60550"
"Leaver CS","2023","No function","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","33820","34130"
"Leaver CS","2023","No function","Digital, Data and Technology","SEO/HEO","SEO","20","[c]","42030","41970"
"Leaver CS","2023","No function","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","G6/G7","G6","20","[c]","86420","87570"
"Leaver CS","2023","No function","Inspector of Education and Training","G6/G7","G7","65","[c]","76040","77470"
"Leaver CS","2023","No function","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Inspector of Education and Training","SEO/HEO","SEO","55","[c]","51140","52750"
"Leaver CS","2023","No function","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","EO","EO","90","[c]","28480","28640"
"Leaver CS","2023","No function","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Intelligence Analysis","SEO/HEO","HEO","45","[c]","36790","37070"
"Leaver CS","2023","No function","Intelligence Analysis","SEO/HEO","SEO","15","[c]","44030","45750"
"Leaver CS","2023","No function","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","G6/G7","G7","35","[c]","54760","54840"
"Leaver CS","2023","No function","International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","International Trade","SEO/HEO","HEO","25","[c]","32630","31800"
"Leaver CS","2023","No function","International Trade","SEO/HEO","SEO","30","[c]","39130","38160"
"Leaver CS","2023","No function","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Legal","G6/G7","G7","15","[c]","59200","59750"
"Leaver CS","2023","No function","Legal","SEO/HEO","HEO","35","[c]","33570","34260"
"Leaver CS","2023","No function","Legal","SEO/HEO","SEO","70","[c]","43540","44030"
"Leaver CS","2023","No function","Medicine","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Medicine","AA/AO","AO","40","[c]","24490","24680"
"Leaver CS","2023","No function","Medicine","EO","EO","50","[c]","33530","32930"
"Leaver CS","2023","No function","Medicine","G6/G7","G6","40","[c]","83180","89910"
"Leaver CS","2023","No function","Medicine","G6/G7","G7","30","[c]","64580","63630"
"Leaver CS","2023","No function","Medicine","SCS level","SCS level","40","[c]","112980","119130"
"Leaver CS","2023","No function","Medicine","SEO/HEO","HEO","110","[c]","38850","40590"
"Leaver CS","2023","No function","Medicine","SEO/HEO","SEO","30","[c]","45470","47670"
"Leaver CS","2023","No function","Operational Delivery","AA/AO","AA","1750","[c]","20200","19930"
"Leaver CS","2023","No function","Operational Delivery","AA/AO","AO","10785","[c]","22330","21690"
"Leaver CS","2023","No function","Operational Delivery","EO","EO","6765","[c]","28610","28120"
"Leaver CS","2023","No function","Operational Delivery","G6/G7","G6","210","[c]","66900","66230"
"Leaver CS","2023","No function","Operational Delivery","G6/G7","G7","470","[c]","54850","53410"
"Leaver CS","2023","No function","Operational Delivery","SCS level","SCS level","125","[c]","95660","91890"
"Leaver CS","2023","No function","Operational Delivery","SEO/HEO","HEO","1365","[c]","34230","33790"
"Leaver CS","2023","No function","Operational Delivery","SEO/HEO","SEO","820","[c]","42010","41000"
"Leaver CS","2023","No function","Operational Delivery","Unknown","Unknown","1825","[c]","34420","26230"
"Leaver CS","2023","No function","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Other","AA/AO","AA","125","[c]","20030","19770"
"Leaver CS","2023","No function","Other","AA/AO","AO","140","[c]","22370","21810"
"Leaver CS","2023","No function","Other","EO","EO","95","[c]","28290","27740"
"Leaver CS","2023","No function","Other","G6/G7","G6","15","[c]","71050","70920"
"Leaver CS","2023","No function","Other","G6/G7","G7","35","[c]","55720","55560"
"Leaver CS","2023","No function","Other","SCS level","SCS level","15","[c]","128820","98520"
"Leaver CS","2023","No function","Other","SEO/HEO","HEO","75","[c]","34370","34240"
"Leaver CS","2023","No function","Other","SEO/HEO","SEO","50","[c]","42780","41840"
"Leaver CS","2023","No function","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","G6/G7","G6","15","[c]","67200","64280"
"Leaver CS","2023","No function","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","AA/AO","AA","25","[c]","18210","18300"
"Leaver CS","2023","No function","Policy","AA/AO","AO","85","[c]","22680","22500"
"Leaver CS","2023","No function","Policy","EO","EO","200","[c]","27630","27840"
"Leaver CS","2023","No function","Policy","G6/G7","G6","165","[c]","66850","65570"
"Leaver CS","2023","No function","Policy","G6/G7","G7","410","[c]","54780","53600"
"Leaver CS","2023","No function","Policy","SCS level","SCS level","95","[c]","91250","78820"
"Leaver CS","2023","No function","Policy","SEO/HEO","HEO","430","[c]","34090","33630"
"Leaver CS","2023","No function","Policy","SEO/HEO","SEO","325","[c]","41520","40920"
"Leaver CS","2023","No function","Policy","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","G6/G7","G6","10","[c]","70520","70840"
"Leaver CS","2023","No function","Project Delivery","G6/G7","G7","30","[c]","56940","58380"
"Leaver CS","2023","No function","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","SEO/HEO","HEO","25","[c]","35350","36180"
"Leaver CS","2023","No function","Project Delivery","SEO/HEO","SEO","20","[c]","41590","41950"
"Leaver CS","2023","No function","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","AA/AO","AA","30","[c]","20690","20100"
"Leaver CS","2023","No function","Science and Engineering","AA/AO","AO","140","[c]","22740","22220"
"Leaver CS","2023","No function","Science and Engineering","EO","EO","150","[c]","27360","27140"
"Leaver CS","2023","No function","Science and Engineering","G6/G7","G6","25","[c]","74330","71890"
"Leaver CS","2023","No function","Science and Engineering","G6/G7","G7","80","[c]","56290","56160"
"Leaver CS","2023","No function","Science and Engineering","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","SEO/HEO","HEO","330","[c]","33360","33000"
"Leaver CS","2023","No function","Science and Engineering","SEO/HEO","SEO","285","[c]","42660","41840"
"Leaver CS","2023","No function","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","AA/AO","AA","15","[c]","23500","23500"
"Leaver CS","2023","No function","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","AA/AO","AO","220","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","EO","EO","245","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","G6/G7","G7","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SEO/HEO","HEO","195","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","SEO/HEO","SEO","65","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","AA/AO","AO","180","[c]","21850","19660"
"Leaver CS","2023","No function","Unknown","EO","EO","155","[c]","28930","28370"
"Leaver CS","2023","No function","Unknown","G6/G7","G6","50","[c]","71360","67420"
"Leaver CS","2023","No function","Unknown","G6/G7","G7","105","[c]","56060","56240"
"Leaver CS","2023","No function","Unknown","SCS level","SCS level","40","[c]","92250","80800"
"Leaver CS","2023","No function","Unknown","SEO/HEO","HEO","175","[c]","35230","35590"
"Leaver CS","2023","No function","Unknown","SEO/HEO","SEO","140","[c]","42430","43030"
"Leaver CS","2023","No function","Unknown","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","G6/G7","G7","10","[c]","54660","54530"
"Leaver CS","2023","No function","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","SEO/HEO","SEO","25","[c]","40800","38230"
"Leaver CS","2023","Project Delivery","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Unknown","Unknown","30","[c]","42910","33690"
"Leaver CS","2023","Project Delivery","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AA/AO","AO","40","[c]","22470","22500"
"Leaver CS","2023","Project Delivery","Project Delivery","EO","EO","95","[c]","26740","26930"
"Leaver CS","2023","Project Delivery","Project Delivery","G6/G7","G6","100","[c]","69190","67890"
"Leaver CS","2023","Project Delivery","Project Delivery","G6/G7","G7","200","[c]","53770","53720"
"Leaver CS","2023","Project Delivery","Project Delivery","SCS level","SCS level","25","[c]","101850","91170"
"Leaver CS","2023","Project Delivery","Project Delivery","SEO/HEO","HEO","265","[c]","33320","33000"
"Leaver CS","2023","Project Delivery","Project Delivery","SEO/HEO","SEO","305","[c]","41780","41200"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","Unknown","45","[c]","41470","39980"
"Leaver CS","2023","Project Delivery","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Unknown","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Project Delivery","Tax","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
