"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Operational Delivery","95","[c]","27960","27170"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","No function","Corporate Finance","[c]","[c]","[c]","[c]"
