"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","HM Treasury","Policy","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","Policy","Male","35","[c]","51760","54090"
"Leaver CS","2023","30-39","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Digital, Data and Technology","Male","40","[c]","45800","42460"
"Leaver CS","2023","30-39","Home Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Operational Delivery","Female","135","[c]","26000","25880"
"Leaver CS","2023","30-39","Home Office","Operational Delivery","Male","175","[c]","27300","25880"
"Leaver CS","2023","30-39","Home Office","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Policy","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Policy","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Commercial","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Commercial","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Digital, Data and Technology","Male","40","[c]","40410","37420"
"Leaver CS","2023","30-39","Ministry of Defence","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Human Resources","Female","75","[c]","29540","23490"
"Leaver CS","2023","30-39","Ministry of Defence","Human Resources","Male","35","[c]","35860","33000"
"Leaver CS","2023","30-39","Ministry of Defence","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Medicine","Female","60","[c]","37390","35160"
"Leaver CS","2023","30-39","Ministry of Defence","Medicine","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Operational Delivery","Female","45","[c]","27960","22220"
"Leaver CS","2023","30-39","Ministry of Defence","Operational Delivery","Male","40","[c]","29830","26780"
"Leaver CS","2023","30-39","Ministry of Defence","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Other","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Other","Male","65","[c]","36110","33690"
"Leaver CS","2023","30-39","Ministry of Defence","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Policy","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Project Delivery","Female","45","[c]","39550","39890"
"Leaver CS","2023","30-39","Ministry of Defence","Project Delivery","Male","70","[c]","41290","40220"
"Leaver CS","2023","30-39","Ministry of Defence","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Science and Engineering","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Science and Engineering","Male","105","[c]","39490","39890"
"Leaver CS","2023","30-39","Ministry of Defence","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Security","Male","90","[c]","30970","28750"
"Leaver CS","2023","30-39","Ministry of Defence","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Digital, Data and Technology","Male","35","[c]","53000","53740"
"Leaver CS","2023","30-39","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Legal","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Operational Delivery","Female","1015","[c]","25910","21780"
"Leaver CS","2023","30-39","Ministry of Justice","Operational Delivery","Male","920","[c]","25870","21780"
"Leaver CS","2023","30-39","Ministry of Justice","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Psychology","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Operational Delivery","Female","30","[c]","37800","36040"
"Leaver CS","2023","30-39","National Crime Agency","Operational Delivery","Male","30","[c]","39380","39630"
"Leaver CS","2023","30-39","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Policy","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","Unknown","Male","35","[c]","45050","39630"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Secretary of State for Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Secretary of State for Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Operational Delivery","Female","45","[c]","29580","28490"
"Leaver CS","2023","30-39","Scottish Government","Operational Delivery","Male","55","[c]","30450","28490"
"Leaver CS","2023","30-39","Scottish Government","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government","Unknown","Female","120","[c]","36630","33520"
"Leaver CS","2023","30-39","Scottish Government","Unknown","Male","100","[c]","36430","33520"
"Leaver CS","2023","30-39","The National Archives","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
