"Status","Year","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Welsh Government","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","EO","Female","45","[c]","27780","27760"
"Leaver Dept.","2023","Attorney General's Departments","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","G7","Female","40","[c]","53010","52130"
"Leaver Dept.","2023","Attorney General's Departments","G7","Male","35","[c]","54720","53380"
"Leaver Dept.","2023","Attorney General's Departments","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","EO","Female","110","[c]","26830","27500"
"Leaver Dept.","2023","Cabinet Office","EO","Male","65","[c]","26980","27500"
"Leaver Dept.","2023","Cabinet Office","G6","Female","70","[c]","66460","66530"
"Leaver Dept.","2023","Cabinet Office","G6","Male","45","[c]","66760","66530"
"Leaver Dept.","2023","Cabinet Office","G7","Female","155","[c]","55120","55490"
"Leaver Dept.","2023","Cabinet Office","G7","Male","135","[c]","55310","55210"
"Leaver Dept.","2023","Cabinet Office","HEO","Female","450","[c]","32600","32000"
"Leaver Dept.","2023","Cabinet Office","HEO","Male","355","[c]","33000","32960"
"Leaver Dept.","2023","Cabinet Office","SCS level","Female","35","[c]","79790","76250"
"Leaver Dept.","2023","Cabinet Office","SCS level","Male","45","[c]","86930","82310"
"Leaver Dept.","2023","Cabinet Office","SEO","Female","105","[c]","40970","40600"
"Leaver Dept.","2023","Cabinet Office","SEO","Male","85","[c]","40770","40600"
"Leaver Dept.","2023","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AO","Female","30","[c]","22190","22180"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Female","50","[c]","26360","25660"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Male","35","[c]","26350","25610"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G7","Female","85","[c]","53980","53380"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G7","Male","80","[c]","53960","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","HEO","Female","95","[c]","33020","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","HEO","Male","85","[c]","32840","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO","Female","85","[c]","41390","40220"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO","Male","80","[c]","40380","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G7","Female","30","[c]","53440","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G7","Male","35","[c]","53980","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","HEO","Female","65","[c]","35850","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","HEO","Male","60","[c]","36100","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","Female","35","[c]","27870","26940"
"Leaver Dept.","2023","Department for Education","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G7","Female","65","[c]","54080","54430"
"Leaver Dept.","2023","Department for Education","G7","Male","45","[c]","54610","54770"
"Leaver Dept.","2023","Department for Education","HEO","Female","85","[c]","32780","32300"
"Leaver Dept.","2023","Department for Education","HEO","Male","45","[c]","32510","31320"
"Leaver Dept.","2023","Department for Education","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SEO","Female","115","[c]","40640","41440"
"Leaver Dept.","2023","Department for Education","SEO","Male","70","[c]","40440","39090"
"Leaver Dept.","2023","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AO","Female","50","[c]","22020","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G7","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","HEO","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","HEO","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","HEO","Female","35","[c]","32700","32060"
"Leaver Dept.","2023","Department for International Trade","HEO","Male","30","[c]","32570","32120"
"Leaver Dept.","2023","Department for International Trade","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Female","35","[c]","27610","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G7","Female","55","[c]","54520","53870"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G7","Male","45","[c]","54020","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","HEO","Female","95","[c]","33340","33210"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","HEO","Male","65","[c]","32920","33210"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO","Female","50","[c]","40240","40660"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO","Male","30","[c]","40490","39880"
"Leaver Dept.","2023","Department for Transport","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","AO","Female","65","[c]","22500","22500"
"Leaver Dept.","2023","Department for Transport","AO","Male","45","[c]","22490","22500"
"Leaver Dept.","2023","Department for Transport","EO","Female","50","[c]","27750","27190"
"Leaver Dept.","2023","Department for Transport","EO","Male","70","[c]","28050","26960"
"Leaver Dept.","2023","Department for Transport","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","G7","Male","35","[c]","54940","54760"
"Leaver Dept.","2023","Department for Transport","HEO","Female","90","[c]","33240","32240"
"Leaver Dept.","2023","Department for Transport","HEO","Male","80","[c]","33490","33350"
"Leaver Dept.","2023","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO","Female","50","[c]","41730","41970"
"Leaver Dept.","2023","Department for Transport","SEO","Male","55","[c]","41770","42050"
"Leaver Dept.","2023","Department for Work and Pensions","AO","Female","350","[c]","21710","21690"
"Leaver Dept.","2023","Department for Work and Pensions","AO","Male","225","[c]","21750","21690"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Female","955","[c]","28720","28120"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Male","605","[c]","28770","28120"
"Leaver Dept.","2023","Department for Work and Pensions","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","G7","Female","50","[c]","53730","53190"
"Leaver Dept.","2023","Department for Work and Pensions","G7","Male","40","[c]","54370","54610"
"Leaver Dept.","2023","Department for Work and Pensions","HEO","Female","195","[c]","34630","34170"
"Leaver Dept.","2023","Department for Work and Pensions","HEO","Male","115","[c]","34800","34170"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SEO","Female","85","[c]","39210","38470"
"Leaver Dept.","2023","Department for Work and Pensions","SEO","Male","65","[c]","39890","38470"
"Leaver Dept.","2023","Department of Health and Social Care","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G7","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G7","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","HEO","Female","120","[c]","32010","32640"
"Leaver Dept.","2023","Department of Health and Social Care","HEO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G7","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AO","Female","360","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AO","Male","250","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Female","140","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Male","145","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G7","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G7","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","HEO","Female","115","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","HEO","Male","110","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G7","Female","35","[c]","54290","54090"
"Leaver Dept.","2023","HM Treasury","G7","Male","40","[c]","55290","54090"
"Leaver Dept.","2023","HM Treasury","HEO","Female","50","[c]","33410","33420"
"Leaver Dept.","2023","HM Treasury","HEO","Male","35","[c]","34250","33630"
"Leaver Dept.","2023","HM Treasury","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AO","Female","85","[c]","23180","22400"
"Leaver Dept.","2023","Home Office","AO","Male","70","[c]","23080","22400"
"Leaver Dept.","2023","Home Office","EO","Female","185","[c]","27580","26750"
"Leaver Dept.","2023","Home Office","EO","Male","160","[c]","27330","26750"
"Leaver Dept.","2023","Home Office","G6","Female","30","[c]","71040","70840"
"Leaver Dept.","2023","Home Office","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","G7","Female","75","[c]","58820","59290"
"Leaver Dept.","2023","Home Office","G7","Male","55","[c]","58680","59290"
"Leaver Dept.","2023","Home Office","HEO","Female","165","[c]","34420","35070"
"Leaver Dept.","2023","Home Office","HEO","Male","120","[c]","35130","36180"
"Leaver Dept.","2023","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SEO","Female","120","[c]","42170","42790"
"Leaver Dept.","2023","Home Office","SEO","Male","80","[c]","42530","43210"
"Leaver Dept.","2023","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","AA","Male","30","[c]","23590","23710"
"Leaver Dept.","2023","Ministry of Defence","AO","Female","75","[c]","22290","22220"
"Leaver Dept.","2023","Ministry of Defence","AO","Male","40","[c]","23780","22220"
"Leaver Dept.","2023","Ministry of Defence","EO","Female","55","[c]","27860","27140"
"Leaver Dept.","2023","Ministry of Defence","EO","Male","35","[c]","28190","27370"
"Leaver Dept.","2023","Ministry of Defence","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","G7","Female","45","[c]","51700","52800"
"Leaver Dept.","2023","Ministry of Defence","G7","Male","45","[c]","54750","54890"
"Leaver Dept.","2023","Ministry of Defence","HEO","Female","75","[c]","34540","34300"
"Leaver Dept.","2023","Ministry of Defence","HEO","Male","75","[c]","35070","33990"
"Leaver Dept.","2023","Ministry of Defence","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SEO","Female","80","[c]","43210","42700"
"Leaver Dept.","2023","Ministry of Defence","SEO","Male","100","[c]","43020","42630"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","AA","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","AA","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","AO","Female","345","[c]","22270","21780"
"Leaver Dept.","2023","Ministry of Justice","AO","Male","290","[c]","22420","21780"
"Leaver Dept.","2023","Ministry of Justice","EO","Female","150","[c]","27200","26170"
"Leaver Dept.","2023","Ministry of Justice","EO","Male","115","[c]","27260","26900"
"Leaver Dept.","2023","Ministry of Justice","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","G7","Female","60","[c]","55960","55720"
"Leaver Dept.","2023","Ministry of Justice","G7","Male","50","[c]","57940","56080"
"Leaver Dept.","2023","Ministry of Justice","HEO","Female","170","[c]","33420","34260"
"Leaver Dept.","2023","Ministry of Justice","HEO","Male","105","[c]","34180","34260"
"Leaver Dept.","2023","Ministry of Justice","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SEO","Female","160","[c]","41810","41750"
"Leaver Dept.","2023","Ministry of Justice","SEO","Male","90","[c]","42040","42060"
"Leaver Dept.","2023","Ministry of Justice","Unknown","Female","105","[c]","[c]","[c]"
