"Status","Year","Age","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Declared non-disabled","Asian","1245","[c]","26390","23640"
"New entrant CS","2023","20-29","Declared non-disabled","Black","435","[c]","28640","27640"
"New entrant CS","2023","20-29","Declared non-disabled","Mixed","385","[c]","27430","25830"
"New entrant CS","2023","20-29","Declared non-disabled","Other ethnicity","95","[c]","28390","27760"
"New entrant CS","2023","20-29","Declared non-disabled","Undeclared","75","[c]","27660","24840"
"New entrant CS","2023","20-29","Declared non-disabled","Unknown","150","[c]","26080","23390"
"New entrant CS","2023","20-29","Declared non-disabled","White","6975","[c]","27350","25830"
"New entrant CS","2023","20-29","Undeclared","Asian","60","[c]","28160","25830"
"New entrant CS","2023","20-29","Undeclared","Black","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Mixed","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Other ethnicity","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","Undeclared","70","[c]","29550","28840"
"New entrant CS","2023","20-29","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Undeclared","White","265","[c]","27250","25830"
"New entrant CS","2023","20-29","Unknown","Asian","390","[c]","28590","27840"
"New entrant CS","2023","20-29","Unknown","Black","120","[c]","28320","28180"
"New entrant CS","2023","20-29","Unknown","Mixed","145","[c]","28090","28500"
"New entrant CS","2023","20-29","Unknown","Other ethnicity","30","[c]","30710","28840"
"New entrant CS","2023","20-29","Unknown","Undeclared","55","[c]","31880","28840"
"New entrant CS","2023","20-29","Unknown","Unknown","8630","[c]","26530","25710"
"New entrant CS","2023","20-29","Unknown","White","2305","[c]","28310","27470"
"New entrant CS","2023","30-39","Declared disabled","Asian","55","[c]","29950","26000"
"New entrant CS","2023","30-39","Declared disabled","Black","30","[c]","32390","31760"
"New entrant CS","2023","30-39","Declared disabled","Mixed","35","[c]","32840","29950"
"New entrant CS","2023","30-39","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Declared disabled","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Declared disabled","Unknown","40","[c]","30530","28590"
"New entrant CS","2023","30-39","Declared disabled","White","735","[c]","30330","27230"
"New entrant CS","2023","30-39","Declared non-disabled","Asian","675","[c]","32530","28120"
"New entrant CS","2023","30-39","Declared non-disabled","Black","405","[c]","32320","28880"
"New entrant CS","2023","30-39","Declared non-disabled","Mixed","190","[c]","32150","28880"
"New entrant CS","2023","30-39","Declared non-disabled","Other ethnicity","45","[c]","32820","30540"
"New entrant CS","2023","30-39","Declared non-disabled","Undeclared","70","[c]","29650","27640"
"New entrant CS","2023","30-39","Declared non-disabled","Unknown","100","[c]","34130","31120"
"New entrant CS","2023","30-39","Declared non-disabled","White","4295","[c]","32420","28880"
"New entrant CS","2023","30-39","Undeclared","Asian","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Black","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Mixed","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Other ethnicity","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","Undeclared","60","[c]","34860","33060"
"New entrant CS","2023","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Undeclared","White","180","[c]","29390","27650"
"New entrant CS","2023","30-39","Unknown","Asian","225","[c]","33300","29750"
"New entrant CS","2023","30-39","Unknown","Black","95","[c]","31040","29750"
"New entrant CS","2023","30-39","Unknown","Mixed","60","[c]","33860","29890"
"New entrant CS","2023","30-39","Unknown","Other ethnicity","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Undeclared","40","[c]","42330","36040"
"New entrant CS","2023","30-39","Unknown","Unknown","5100","[c]","29710","25880"
"New entrant CS","2023","30-39","Unknown","White","1355","[c]","33150","29890"
"New entrant CS","2023","40-49","Declared disabled","Asian","55","[c]","32170","26910"
"New entrant CS","2023","40-49","Declared disabled","Black","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Mixed","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","White","525","[c]","31050","26400"
"New entrant CS","2023","40-49","Declared non-disabled","Asian","415","[c]","34610","28240"
"New entrant CS","2023","40-49","Declared non-disabled","Black","275","[c]","32310","28880"
"New entrant CS","2023","40-49","Declared non-disabled","Mixed","105","[c]","35040","28880"
"New entrant CS","2023","40-49","Declared non-disabled","Other ethnicity","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Undeclared","35","[c]","34340","28880"
"New entrant CS","2023","40-49","Declared non-disabled","Unknown","80","[c]","35660","28880"
"New entrant CS","2023","40-49","Declared non-disabled","White","3070","[c]","35470","29100"
"New entrant CS","2023","40-49","Undeclared","Asian","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Black","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Mixed","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Other ethnicity","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Undeclared","30","[c]","34650","28120"
"New entrant CS","2023","40-49","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","White","120","[c]","34010","28990"
"New entrant CS","2023","40-49","Unknown","Asian","170","[c]","34820","29750"
"New entrant CS","2023","40-49","Unknown","Black","80","[c]","33910","30320"
"New entrant CS","2023","40-49","Unknown","Mixed","35","[c]","38950","34260"
"New entrant CS","2023","40-49","Unknown","Other ethnicity","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Undeclared","30","[c]","48690","40610"
"New entrant CS","2023","40-49","Unknown","Unknown","3070","[c]","31100","26400"
"New entrant CS","2023","40-49","Unknown","White","995","[c]","35130","30650"
"New entrant CS","2023","50-59","Declared disabled","Asian","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Black","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Mixed","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Unknown","30","[c]","31750","25750"
"New entrant CS","2023","50-59","Declared disabled","White","405","[c]","30590","24280"
"New entrant CS","2023","50-59","Declared non-disabled","Asian","150","[c]","33530","26850"
"New entrant CS","2023","50-59","Declared non-disabled","Black","135","[c]","33940","29100"
"New entrant CS","2023","50-59","Declared non-disabled","Mixed","55","[c]","36370","28120"
"New entrant CS","2023","50-59","Declared non-disabled","Other ethnicity","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Undeclared","40","[c]","34560","29660"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","65","[c]","35460","26340"
"New entrant CS","2023","50-59","Declared non-disabled","White","2425","[c]","33860","27650"
"New entrant CS","2023","50-59","Undeclared","Asian","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Black","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Undeclared","35","[c]","28660","25920"
"New entrant CS","2023","50-59","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","White","95","[c]","28870","23640"
"New entrant CS","2023","50-59","Unknown","Asian","55","[c]","36930","32970"
"New entrant CS","2023","50-59","Unknown","Black","35","[c]","30320","28300"
"New entrant CS","2023","50-59","Unknown","Mixed","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other ethnicity","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","2640","[c]","30260","25750"
"New entrant CS","2023","50-59","Unknown","White","990","[c]","35070","29750"
"New entrant CS","2023","60-64","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","White","90","[c]","26990","22500"
"New entrant CS","2023","60-64","Declared non-disabled","Asian","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Black","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Mixed","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","White","465","[c]","30730","24070"
"New entrant CS","2023","60-64","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","595","[c]","28340","24070"
"New entrant CS","2023","60-64","Unknown","White","215","[c]","34710","29750"
"New entrant CS","2023","65+","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","25","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","White","115","[c]","29970","23230"
"New entrant CS","2023","65+","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Asian","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Unknown","165","[c]","31930","25610"
"New entrant CS","2023","65+","Unknown","White","65","[c]","36160","25750"
"New entrant CS","2023","Unknown","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","White","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Asian","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Mixed","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","White","35","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","45","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
