"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","Unknown","120","[c]","44590","41410"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","Unknown","300","[c]","42120","38880"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Female","Unknown","55","[c]","37240","35500"
"Leaver CS","2023","Unknown","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Male","Unknown","70","[c]","38870","34250"
"Leaver CS","2023","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Female","Unknown","55","[c]","23100","22150"
"Leaver CS","2023","Unknown","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Male","Unknown","50","[c]","23210","22150"
"Leaver CS","2023","Unknown","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","Unknown","110","[c]","34010","30390"
"Leaver CS","2023","Unknown","Human Resources","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Male","Unknown","65","[c]","38480","32000"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","Unknown","55","[c]","43450","39240"
"Leaver CS","2023","Unknown","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Male","Unknown","35","[c]","52630","56090"
"Leaver CS","2023","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Female","Heterosexual / straight","105","[c]","32540","27570"
"Leaver CS","2023","Unknown","No function","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Female","Unknown","3195","[c]","30060","25480"
"Leaver CS","2023","Unknown","No function","Male","Heterosexual / straight","80","[c]","28520","24220"
"Leaver CS","2023","Unknown","No function","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Male","Unknown","2840","[c]","31580","26750"
"Leaver CS","2023","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Female","Unknown","70","[c]","36200","33250"
"Leaver CS","2023","Unknown","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Male","Unknown","75","[c]","41530","39600"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Female","Unknown","60","[c]","29530","25920"
"Leaver CS","2023","Unknown","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Male","Unknown","95","[c]","33990","27110"
"Leaver CS","2023","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Male","Unknown","145","[c]","30680","27500"
"Leaver CS","2023","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Undeclared","150","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Unknown","325","[c]","32440","29250"
"Leaver CS","2023","Unknown","Unknown","Male","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Unknown","445","[c]","35320","32150"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Female","Heterosexual / straight","115","[c]","39780","36780"
"Leaver CS","2023","White","Analysis","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Female","Unknown","55","[c]","34020","30650"
"Leaver CS","2023","White","Analysis","Male","Heterosexual / straight","160","[c]","38520","33850"
"Leaver CS","2023","White","Analysis","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Male","Unknown","125","[c]","38220","39890"
"Leaver CS","2023","White","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Female","Heterosexual / straight","135","[c]","43000","36790"
"Leaver CS","2023","White","Commercial","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Male","Heterosexual / straight","125","[c]","48420","42660"
"Leaver CS","2023","White","Commercial","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Female","Heterosexual / straight","140","[c]","44290","41870"
"Leaver CS","2023","White","Communications","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Male","Heterosexual / straight","75","[c]","48610","40800"
"Leaver CS","2023","White","Communications","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Female","Heterosexual / straight","135","[c]","28910","28120"
"Leaver CS","2023","White","Counter Fraud","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Female","Unknown","170","[c]","25970","25610"
"Leaver CS","2023","White","Counter Fraud","Male","Heterosexual / straight","100","[c]","32180","28120"
"Leaver CS","2023","White","Counter Fraud","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Male","Unknown","170","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Female","Heterosexual / straight","120","[c]","22540","21690"
"Leaver CS","2023","White","Debt","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Female","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Male","Heterosexual / straight","50","[c]","23210","21690"
"Leaver CS","2023","White","Debt","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Male","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Female","Heterosexual / straight","290","[c]","43260","39460"
"Leaver CS","2023","White","Digital, Data & Technology","Female","LGBO","50","[c]","42180","37690"
"Leaver CS","2023","White","Digital, Data & Technology","Female","Undeclared","35","[c]","39330","35180"
"Leaver CS","2023","White","Digital, Data & Technology","Female","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Male","Heterosexual / straight","625","[c]","44710","40670"
"Leaver CS","2023","White","Digital, Data & Technology","Male","LGBO","50","[c]","42220","40430"
"Leaver CS","2023","White","Digital, Data & Technology","Male","Undeclared","40","[c]","40120","38300"
"Leaver CS","2023","White","Digital, Data & Technology","Male","Unknown","120","[c]","45490","43760"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Female","Heterosexual / straight","175","[c]","40120","34300"
"Leaver CS","2023","White","Finance","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Female","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Male","Heterosexual / straight","180","[c]","43340","38920"
"Leaver CS","2023","White","Finance","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Male","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Female","Heterosexual / straight","35","[c]","23830","22150"
"Leaver CS","2023","White","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Female","Heterosexual / straight","525","[c]","33660","27470"
"Leaver CS","2023","White","Human Resources","Female","LGBO","35","[c]","37270","30820"
"Leaver CS","2023","White","Human Resources","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Female","Unknown","60","[c]","36300","30650"
"Leaver CS","2023","White","Human Resources","Male","Heterosexual / straight","360","[c]","35960","32000"
"Leaver CS","2023","White","Human Resources","Male","LGBO","35","[c]","44890","35040"
"Leaver CS","2023","White","Human Resources","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Female","Heterosexual / straight","280","[c]","44070","40800"
"Leaver CS","2023","White","Legal","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Female","Unknown","55","[c]","51980","56450"
"Leaver CS","2023","White","Legal","Male","Heterosexual / straight","160","[c]","52680","53290"
"Leaver CS","2023","White","Legal","Male","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Female","Heterosexual / straight","8005","[c]","30650","27570"
"Leaver CS","2023","White","No function","Female","LGBO","760","[c]","31330","27570"
"Leaver CS","2023","White","No function","Female","Undeclared","730","[c]","28780","25610"
"Leaver CS","2023","White","No function","Female","Unknown","1550","[c]","28400","25610"
"Leaver CS","2023","White","No function","Male","Heterosexual / straight","6185","[c]","34230","28120"
"Leaver CS","2023","White","No function","Male","LGBO","545","[c]","33740","28120"
"Leaver CS","2023","White","No function","Male","Undeclared","525","[c]","32950","28120"
"Leaver CS","2023","White","No function","Male","Unknown","1095","[c]","33330","27640"
"Leaver CS","2023","White","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Female","Heterosexual / straight","275","[c]","43180","39520"
"Leaver CS","2023","White","Project Delivery","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Female","Unknown","100","[c]","41570","39890"
"Leaver CS","2023","White","Project Delivery","Male","Heterosexual / straight","375","[c]","46660","41370"
"Leaver CS","2023","White","Project Delivery","Male","LGBO","30","[c]","41750","36180"
"Leaver CS","2023","White","Project Delivery","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Male","Unknown","115","[c]","43630","41080"
"Leaver CS","2023","White","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Female","Heterosexual / straight","140","[c]","35010","30450"
"Leaver CS","2023","White","Property","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Male","Heterosexual / straight","235","[c]","38120","34300"
"Leaver CS","2023","White","Property","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Female","Heterosexual / straight","120","[c]","31080","29880"
"Leaver CS","2023","White","Security","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Male","Heterosexual / straight","450","[c]","33110","27680"
"Leaver CS","2023","White","Security","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Male","Undeclared","40","[c]","37650","39070"
"Leaver CS","2023","White","Security","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Female","Heterosexual / straight","585","[c]","42220","36000"
"Leaver CS","2023","White","Unknown","Female","LGBO","60","[c]","37800","32360"
"Leaver CS","2023","White","Unknown","Female","Undeclared","45","[c]","42800","38400"
"Leaver CS","2023","White","Unknown","Female","Unknown","100","[c]","42730","39520"
"Leaver CS","2023","White","Unknown","Male","Heterosexual / straight","405","[c]","44910","38330"
"Leaver CS","2023","White","Unknown","Male","LGBO","50","[c]","40080","37940"
"Leaver CS","2023","White","Unknown","Male","Undeclared","30","[c]","51990","48670"
"Leaver CS","2023","White","Unknown","Male","Unknown","155","[c]","44380","38330"
"Leaver CS","2023","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Analysis","Male","Heterosexual / straight","20","[c]","[c]","[c]"
