"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","AO","165","[c]","22440","21780"
"Leaver Dept.","2023","Asian","No function","EO","350","[c]","28750","28120"
"Leaver Dept.","2023","Asian","No function","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","G7","80","[c]","55960","55120"
"Leaver Dept.","2023","Asian","No function","HEO","175","[c]","34260","34260"
"Leaver Dept.","2023","Asian","No function","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","No function","SEO","80","[c]","42140","41750"
"Leaver Dept.","2023","Asian","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","AO","65","[c]","23030","21780"
"Leaver Dept.","2023","Black","No function","EO","160","[c]","29490","28670"
"Leaver Dept.","2023","Black","No function","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","HEO","90","[c]","34230","34260"
"Leaver Dept.","2023","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","No function","SEO","45","[c]","41680","41970"
"Leaver Dept.","2023","Black","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","EO","85","[c]","29020","28120"
"Leaver Dept.","2023","Mixed","No function","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","G7","40","[c]","54900","54700"
"Leaver Dept.","2023","Mixed","No function","HEO","65","[c]","34380","34550"
"Leaver Dept.","2023","Mixed","No function","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","No function","SEO","40","[c]","41750","41490"
"Leaver Dept.","2023","Mixed","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
