"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared non-disabled","Companies House","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Companies House","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Commercial Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Prosecution Service","Female","40","[c]","34900","28430"
"Leaver Dept.","2023","Declared non-disabled","Crown Prosecution Service","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Equipment and Support","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Equipment and Support","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","160","[c]","44600","41030"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","155","[c]","44240","40050"
"Leaver Dept.","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","80","[c]","45110","36340"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","75","[c]","46420","41670"
"Leaver Dept.","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Education (excl. agencies)","Female","130","[c]","46200","43250"
"Leaver Dept.","2023","Declared non-disabled","Department for Education (excl. agencies)","Male","70","[c]","49960","41740"
"Leaver Dept.","2023","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","175","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","Female","55","[c]","40800","35080"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","Male","50","[c]","45790","38490"
"Leaver Dept.","2023","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","170","[c]","41270","36340"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","125","[c]","44140","38020"
"Leaver Dept.","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport (excl. agencies)","Female","65","[c]","42630","38650"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport (excl. agencies)","Male","70","[c]","47950","42470"
"Leaver Dept.","2023","Declared non-disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Female","1195","[c]","29790","28120"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Male","785","[c]","30640","28120"
"Leaver Dept.","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Female","95","[c]","29270","27190"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Male","65","[c]","30750","27450"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Male","40","[c]","34910","31660"
"Leaver Dept.","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education and Skills Funding Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education and Skills Funding Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Forestry and Land Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Forestry and Land Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Internal Audit Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Internal Audit Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Legal Department","Female","50","[c]","50600","50500"
"Leaver Dept.","2023","Declared non-disabled","Government Legal Department","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Property Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Property Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","Female","215","[c]","26790","21780"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","Male","105","[c]","31490","25480"
"Leaver Dept.","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Prison and Probation Service","Female","270","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Prison and Probation Service","Male","235","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Female","410","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Male","330","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury (excl. agencies)","Female","100","[c]","44350","38660"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury (excl. agencies)","Male","80","[c]","51240","45770"
"Leaver Dept.","2023","Declared non-disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Health and Safety Executive","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Health and Safety Executive","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Female","340","[c]","40240","36180"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Male","280","[c]","39740","35060"
"Leaver Dept.","2023","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intellectual Property Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intellectual Property Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal Aid Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal Aid Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Maritime and Coastguard Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Met Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Female","205","[c]","36480","34140"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Male","175","[c]","37340","35990"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Female","185","[c]","43430","41630"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Male","120","[c]","43790","41100"
"Leaver Dept.","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","Female","35","[c]","39400","33400"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","Male","35","[c]","34830","30950"
"Leaver Dept.","2023","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Public Guardian","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Public Guardian","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning Inspectorate","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning Inspectorate","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Registers of Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Rural Payments Agency","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Rural Payments Agency","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Forestry","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Government (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Government (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Serious Fraud Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Serious Fraud Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Security Scotland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Submarine Delivery Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The Insolvency Service","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The National Archives","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Export Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Health Security Agency","Female","35","[c]","37290","29970"
"Leaver Dept.","2023","Declared non-disabled","UK Health Security Agency","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Space Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
