"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Department for Work and Pensions","SEO/HEO","25","[c]","35530","35310"
"Leaver Dept.","2023","40-49","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Transport","SEO/HEO","10","[c]","33360","32060"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence","AA/AO","15","[c]","22150","22220"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice","SEO/HEO","20","[c]","39000","41300"
"Leaver Dept.","2023","40-49","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Departments","G6/G7","30","[c]","58600","56820"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Cabinet Office","G6/G7","40","[c]","61230","61440"
"Leaver Dept.","2023","40-49","No function","Cabinet Office","SCS level","35","[c]","84690","77100"
"Leaver Dept.","2023","40-49","No function","Cabinet Office","SEO/HEO","20","[c]","38300","39360"
"Leaver Dept.","2023","40-49","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","EO","10","[c]","26990","27200"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","G6/G7","30","[c]","57960","55140"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","87440","75410"
"Leaver Dept.","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","35300","34290"
"Leaver Dept.","2023","40-49","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education","G6/G7","15","[c]","57940","56810"
"Leaver Dept.","2023","40-49","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Education","SEO/HEO","25","[c]","37060","37590"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities","G6/G7","20","[c]","58470","59100"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","30","[c]","36840","37110"
"Leaver Dept.","2023","40-49","No function","Department for Transport","AA/AO","20","[c]","22450","22500"
"Leaver Dept.","2023","40-49","No function","Department for Transport","EO","15","[c]","27600","27390"
"Leaver Dept.","2023","40-49","No function","Department for Transport","G6/G7","20","[c]","58050","55220"
"Leaver Dept.","2023","40-49","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Transport","SEO/HEO","30","[c]","36850","38650"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions","AA/AO","120","[c]","21670","21690"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions","EO","315","[c]","28430","28120"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions","G6/G7","10","[c]","56820","54380"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department for Work and Pensions","SEO/HEO","60","[c]","35860","34170"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care","G6/G7","15","[c]","59250","57590"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Department of Health and Social Care","SEO/HEO","30","[c]","34700","36820"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs","AA/AO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Treasury","G6/G7","10","[c]","59210","59000"
"Leaver Dept.","2023","40-49","No function","HM Treasury","SCS level","10","[c]","80460","79160"
"Leaver Dept.","2023","40-49","No function","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","AA/AO","20","[c]","22700","22400"
"Leaver Dept.","2023","40-49","No function","Home Office","EO","55","[c]","27150","26750"
"Leaver Dept.","2023","40-49","No function","Home Office","G6/G7","40","[c]","62840","59510"
"Leaver Dept.","2023","40-49","No function","Home Office","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","SEO/HEO","55","[c]","38310","39190"
"Leaver Dept.","2023","40-49","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence","AA/AO","10","[c]","22340","22220"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence","SEO/HEO","15","[c]","41010","41190"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","AA/AO","125","[c]","22010","21780"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","EO","35","[c]","26240","25830"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","G6/G7","25","[c]","60300","61240"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","SEO/HEO","80","[c]","37350","36050"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","EO","10","[c]","35670","35740"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","HM Revenue and Customs","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Defence","SEO/HEO","10","[c]","38490","39730"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Scottish Government","EO","[c]","[c]","[c]","[c]"
