"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Outside London","Undeclared","45","[c]","39420","38270"
"Leaver CS","2023","Undeclared","Science and Engineering","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Outside London","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","Unknown","40","[c]","32200","28490"
"Leaver CS","2023","Unknown","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","Unknown","50","[c]","40880","37450"
"Leaver CS","2023","Unknown","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Outside London","Unknown","40","[c]","25970","24250"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","Unknown","120","[c]","49200","44230"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","Unknown","265","[c]","40050","37760"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","Unknown","70","[c]","36640","32000"
"Leaver CS","2023","Unknown","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","Unknown","100","[c]","30830","25880"
"Leaver CS","2023","Unknown","Human Resources","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Overseas","Unknown","35","[c]","50290","46620"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Unknown","65","[c]","50580","52020"
"Leaver CS","2023","Unknown","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","Unknown","55","[c]","46400","48080"
"Leaver CS","2023","Unknown","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","Unknown","55","[c]","46940","35990"
"Leaver CS","2023","Unknown","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","Unknown","960","[c]","36730","31060"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Heterosexual / straight","120","[c]","25780","21840"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Unknown","4355","[c]","26320","22500"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","Unknown","150","[c]","26190","21690"
"Leaver CS","2023","Unknown","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Unknown","205","[c]","36620","33690"
"Leaver CS","2023","Unknown","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Unknown","240","[c]","44460","40580"
"Leaver CS","2023","Unknown","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Outside London","Unknown","75","[c]","32780","30410"
"Leaver CS","2023","Unknown","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Unknown","55","[c]","38160","33250"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Unknown","80","[c]","39570","39190"
"Leaver CS","2023","Unknown","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","Unknown","75","[c]","36300","28620"
"Leaver CS","2023","Unknown","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
