"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Female","Heterosexual / straight","630","[c]","22060","21720"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Female","LGBO","45","[c]","22220","21780"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Female","Undeclared","50","[c]","22100","21780"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Female","Unknown","245","[c]","21830","21690"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Male","Heterosexual / straight","435","[c]","22280","21690"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Male","LGBO","40","[c]","22400","21720"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Male","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","EO","Female","Heterosexual / straight","1050","[c]","28150","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Female","LGBO","65","[c]","27640","27760"
"Leaver Dept.","2023","Declared non-disabled","EO","Female","Undeclared","60","[c]","27750","27700"
"Leaver Dept.","2023","Declared non-disabled","EO","Female","Unknown","150","[c]","28100","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Male","Heterosexual / straight","720","[c]","28180","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Male","LGBO","70","[c]","28040","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Male","Undeclared","55","[c]","28380","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Male","Unknown","125","[c]","28170","28120"
"Leaver Dept.","2023","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Female","Heterosexual / straight","660","[c]","58300","56430"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Female","LGBO","45","[c]","57260","55120"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Female","Undeclared","45","[c]","58130","56370"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Female","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Male","Heterosexual / straight","490","[c]","58250","56180"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Male","LGBO","65","[c]","58620","56360"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Male","Undeclared","45","[c]","60810","60640"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Male","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Female","Heterosexual / straight","100","[c]","84850","79940"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Male","Heterosexual / straight","95","[c]","97730","87070"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","1385","[c]","36980","35760"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Female","LGBO","110","[c]","37150","36970"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Female","Undeclared","110","[c]","37290","36240"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Female","Unknown","160","[c]","36210","34970"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","1010","[c]","37490","36520"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Male","LGBO","120","[c]","37280","36310"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Male","Undeclared","75","[c]","37380","36630"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Male","Unknown","120","[c]","38590","37640"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","Heterosexual / straight","35","[c]","21890","21780"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Female","Heterosexual / straight","50","[c]","27440","27840"
"Leaver Dept.","2023","Undeclared","EO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","Undeclared","35","[c]","58040","55220"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","Heterosexual / straight","75","[c]","36610","36900"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","Undeclared","35","[c]","36050","34680"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","Heterosexual / straight","55","[c]","36140","35390"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","Undeclared","50","[c]","38150","37070"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","Heterosexual / straight","50","[c]","23120","22270"
"Leaver Dept.","2023","Unknown","AA/AO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","Unknown","290","[c]","22720","22400"
"Leaver Dept.","2023","Unknown","AA/AO","Male","Heterosexual / straight","35","[c]","23920","22400"
"Leaver Dept.","2023","Unknown","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Male","Unknown","235","[c]","22830","22400"
"Leaver Dept.","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Female","Heterosexual / straight","115","[c]","28270","27770"
"Leaver Dept.","2023","Unknown","EO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Female","Unknown","255","[c]","27960","27570"
"Leaver Dept.","2023","Unknown","EO","Male","Heterosexual / straight","75","[c]","28480","27570"
"Leaver Dept.","2023","Unknown","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Male","Unknown","210","[c]","27730","27570"
"Leaver Dept.","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Female","Heterosexual / straight","105","[c]","57790","55060"
"Leaver Dept.","2023","Unknown","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Female","Unknown","240","[c]","58580","56430"
"Leaver Dept.","2023","Unknown","G6/G7","Male","Heterosexual / straight","100","[c]","57390","56730"
"Leaver Dept.","2023","Unknown","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Male","Unknown","250","[c]","58410","56430"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","260","[c]","36690","36260"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","Undeclared","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","Unknown","810","[c]","34760","32960"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","150","[c]","36560","36260"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","Unknown","675","[c]","35270","33570"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","AA/AO","Female","Heterosexual / straight","570","[c]","22990","22180"
"New entrant CS","2023","Declared disabled","AA/AO","Female","LGBO","160","[c]","23490","22180"
"New entrant CS","2023","Declared disabled","AA/AO","Female","Undeclared","55","[c]","23820","22180"
"New entrant CS","2023","Declared disabled","AA/AO","Female","Unknown","60","[c]","23060","22400"
"New entrant CS","2023","Declared disabled","AA/AO","Male","Heterosexual / straight","490","[c]","23410","22400"
"New entrant CS","2023","Declared disabled","AA/AO","Male","LGBO","115","[c]","23040","22180"
"New entrant CS","2023","Declared disabled","AA/AO","Male","Undeclared","40","[c]","23160","22150"
"New entrant CS","2023","Declared disabled","AA/AO","Male","Unknown","50","[c]","24400","22400"
"New entrant CS","2023","Declared disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Female","Heterosexual / straight","235","[c]","27810","28120"
"New entrant CS","2023","Declared disabled","EO","Female","LGBO","105","[c]","27030","27700"
"New entrant CS","2023","Declared disabled","EO","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Female","Unknown","35","[c]","27580","27080"
"New entrant CS","2023","Declared disabled","EO","Male","Heterosexual / straight","185","[c]","27440","27650"
"New entrant CS","2023","Declared disabled","EO","Male","LGBO","55","[c]","27240","27700"
"New entrant CS","2023","Declared disabled","EO","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Female","Heterosexual / straight","70","[c]","54820","54420"
"New entrant CS","2023","Declared disabled","G6/G7","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Male","Heterosexual / straight","75","[c]","57380","55000"
"New entrant CS","2023","Declared disabled","G6/G7","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Female","Heterosexual / straight","285","[c]","36260","35400"
"New entrant CS","2023","Declared disabled","SEO/HEO","Female","LGBO","95","[c]","35310","34400"
"New entrant CS","2023","Declared disabled","SEO/HEO","Female","Undeclared","35","[c]","36070","35410"
"New entrant CS","2023","Declared disabled","SEO/HEO","Female","Unknown","90","[c]","30270","28840"
"New entrant CS","2023","Declared disabled","SEO/HEO","Male","Heterosexual / straight","240","[c]","36330","35010"
"New entrant CS","2023","Declared disabled","SEO/HEO","Male","LGBO","60","[c]","35890","34730"
"New entrant CS","2023","Declared disabled","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Male","Unknown","35","[c]","30990","28840"
"New entrant CS","2023","Declared disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Female","Heterosexual / straight","270","[c]","23150","23640"
"New entrant CS","2023","Declared disabled","Unknown","Female","LGBO","65","[c]","23170","23640"
"New entrant CS","2023","Declared disabled","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Male","Heterosexual / straight","85","[c]","23840","23640"
"New entrant CS","2023","Declared disabled","Unknown","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","AA/AO","Female","Heterosexual / straight","4725","[c]","23680","22520"
"New entrant CS","2023","Declared non-disabled","AA/AO","Female","LGBO","540","[c]","24700","23090"
"New entrant CS","2023","Declared non-disabled","AA/AO","Female","Undeclared","250","[c]","23390","22520"
"New entrant CS","2023","Declared non-disabled","AA/AO","Female","Unknown","225","[c]","22600","22400"
"New entrant CS","2023","Declared non-disabled","AA/AO","Male","Heterosexual / straight","4220","[c]","25180","23230"
"New entrant CS","2023","Declared non-disabled","AA/AO","Male","LGBO","310","[c]","23750","22520"
"New entrant CS","2023","Declared non-disabled","AA/AO","Male","Undeclared","165","[c]","23740","22520"
"New entrant CS","2023","Declared non-disabled","AA/AO","Male","Unknown","140","[c]","22700","22400"
"New entrant CS","2023","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
