"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Met Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Met Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The National Archives","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Advisory, Conciliation and Arbitration Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","Finance","Male","30","[c]","32970","33250"
"Leaver Dept.","2023","Finance","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Equipment and Support","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Equipment and Support","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education (excl. agencies)","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education (excl. agencies)","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Female","55","[c]","41850","35510"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","Finance","Male","50","[c]","43560","37710"
"Leaver Dept.","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Education and Skills Funding Agency","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Education and Skills Funding Agency","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","FCDO Services","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","FCDO Services","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Government Legal Department","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Government Legal Department","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","Finance","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","Finance","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Planning Inspectorate","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Planning Inspectorate","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Serious Fraud Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Serious Fraud Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","The Insolvency Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","The Insolvency Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Hydrographic Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Hydrographic Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Valuation Office Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Valuation Office Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Home Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Home Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Rural Payments Agency","Operational Delivery","Female","30","[c]","23890","22150"
"Leaver Dept.","2023","Grants Management","Rural Payments Agency","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Female","95","[c]","39150","34550"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","Unknown","Male","45","[c]","37410","34550"
"Leaver Dept.","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Companies House","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Prosecution Service","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Prosecution Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for International Trade","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for International Trade","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Transport (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Transport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Transport (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
