"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Policy","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Policy","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Economics","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Economics","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","International Trade","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","International Trade","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Female","30","[c]","34370","33210"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Male","35","[c]","29780","29520"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Unknown","Female","35","[c]","36430","34710"
"Leaver CS","2023","20-29","Department for Transport (excl. agencies)","Unknown","Male","40","[c]","37260","35760"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","35","[c]","36120","36620"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Finance","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","745","[c]","26550","27570"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","510","[c]","25590","27570"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Other","Female","45","[c]","23500","21690"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Other","Male","35","[c]","23270","21690"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Policy","Female","30","[c]","27740","25610"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Policy","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Unknown","Female","105","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Disclosure Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Disclosure Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Female","80","[c]","21460","22500"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Male","70","[c]","21200","21840"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Licensing Agency","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Male","30","[c]","25720","26500"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Education and Skills Funding Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","FCDO Services","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Forestry and Land Scotland","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Forestry and Land Scotland","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Actuary's Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Commercial Organisation","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Commercial Organisation","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Internal Audit Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Internal Audit Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Internal Audit Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Internal Audit Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Legal Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Government Property Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
