"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Female","Heterosexual / straight","60","[c]","33660","27740"
"Leaver CS","2023","Property","Valuation Office Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Female","Unknown","30","[c]","28030","22520"
"Leaver CS","2023","Property","Valuation Office Agency","Male","Heterosexual / straight","75","[c]","38030","34000"
"Leaver CS","2023","Property","Valuation Office Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Male","Unknown","45","[c]","32890","26020"
"Leaver CS","2023","Property","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","45","[c]","32500","33300"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","35","[c]","37760","34320"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Male","Unknown","15","[c]","[c]","[c]"
