"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AA/AO","AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G6","10","[c]","74770","75480"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6/G7","G7","25","[c]","60070","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","35","[c]","36250","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","40","[c]","46300","47470"
"Leaver CS","2023","Welsh Revenue Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","EO","20","[c]","24810","24970"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AA/AO","AO","25","[c]","22090","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","EO","15","[c]","26530","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","SEO/HEO","HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AA/AO","AO","50","[c]","22300","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","EO","175","[c]","26900","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G6","110","[c]","66480","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6/G7","G7","265","[c]","55370","55590"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","75","[c]","83650","77390"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","270","[c]","34700","34550"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","165","[c]","40990","40600"
"Leaver Dept.","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","520","[c]","31790","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","HEO","15","[c]","29200","29250"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","EO","10","[c]","26350","25610"
"Leaver Dept.","2023","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO/HEO","SEO","10","[c]","43020","42990"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","HEO","10","[c]","35240","34590"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO/HEO","SEO","15","[c]","40280","39500"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","AA/AO","AO","30","[c]","24100","24480"
"Leaver Dept.","2023","Crown Prosecution Service","EO","EO","35","[c]","27790","28200"
"Leaver Dept.","2023","Crown Prosecution Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","G6/G7","G7","30","[c]","54480","54100"
"Leaver Dept.","2023","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SEO/HEO","HEO","20","[c]","32080","32420"
"Leaver Dept.","2023","Crown Prosecution Service","SEO/HEO","SEO","15","[c]","40840","40800"
"Leaver Dept.","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","SEO/HEO","HEO","20","[c]","32610","32330"
"Leaver Dept.","2023","Defence Equipment and Support","SEO/HEO","SEO","20","[c]","40610","40430"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G6/G7","G7","25","[c]","50430","49260"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","15","[c]","30600","30650"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","15","[c]","40010","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","35","[c]","27190","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","35","[c]","66900","64700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","140","[c]","53840","53390"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","20","[c]","85260","75550"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","140","[c]","32920","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","120","[c]","40160","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","20","[c]","63340","61920"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","60","[c]","53940","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","10","[c]","87400","76700"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","EO","EO","50","[c]","27600","26940"
"Leaver Dept.","2023","Department for Education (excl. agencies)","G6/G7","G6","25","[c]","66800","65780"
"Leaver Dept.","2023","Department for Education (excl. agencies)","G6/G7","G7","90","[c]","54340","53920"
"Leaver Dept.","2023","Department for Education (excl. agencies)","SCS level","SCS level","20","[c]","92470","77550"
"Leaver Dept.","2023","Department for Education (excl. agencies)","SEO/HEO","HEO","110","[c]","32840","32970"
"Leaver Dept.","2023","Department for Education (excl. agencies)","SEO/HEO","SEO","150","[c]","40900","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","170","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","EO","25","[c]","26160","26250"
"Leaver Dept.","2023","Department for International Trade","G6/G7","G6","20","[c]","64820","64500"
"Leaver Dept.","2023","Department for International Trade","G6/G7","G7","45","[c]","53730","52780"
"Leaver Dept.","2023","Department for International Trade","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","HEO","65","[c]","32640","32120"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","SEO","55","[c]","39640","38940"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","60","[c]","27930","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","30","[c]","64510","64470"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","100","[c]","54220","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","15","[c]","87680","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","155","[c]","33170","33210"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","75","[c]","40280","39600"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","EO","EO","25","[c]","30590","30920"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","G6/G7","G6","15","[c]","68440","67420"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","G6/G7","G7","45","[c]","55280","54880"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","SEO/HEO","HEO","80","[c]","34780","35400"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","SEO/HEO","SEO","50","[c]","42230","42890"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","AA/AO","AO","565","[c]","21730","21690"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","EO","EO","1555","[c]","28750","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G6","30","[c]","69830","68080"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G7","85","[c]","53670","53190"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","15","[c]","94880","81410"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","305","[c]","34740","34170"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","135","[c]","39110","38470"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","EO","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G7","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","10","[c]","18870","19000"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","65","[c]","22350","22500"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","EO","EO","45","[c]","26810","26960"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","55","[c]","31750","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","25","[c]","40740","40180"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","AA/AO","AO","35","[c]","22660","22500"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","EO","EO","40","[c]","27800","26960"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","25","[c]","32420","31940"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","15","[c]","42220","40570"
"Leaver Dept.","2023","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","G6/G7","G7","10","[c]","53230","52030"
"Leaver Dept.","2023","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","SEO/HEO","HEO","15","[c]","31710","30710"
"Leaver Dept.","2023","Education and Skills Funding Agency","SEO/HEO","SEO","20","[c]","38330","37590"
"Leaver Dept.","2023","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","EO","10","[c]","28460","28090"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","HEO","20","[c]","32350","32350"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","SEO","20","[c]","40010","40960"
"Leaver Dept.","2023","Food Standards Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","G6/G7","G7","15","[c]","57970","56120"
"Leaver Dept.","2023","Government Commercial Organisation","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","EO","EO","25","[c]","27580","27760"
"Leaver Dept.","2023","Government Legal Department","G6/G7","G6","25","[c]","66910","65660"
"Leaver Dept.","2023","Government Legal Department","G6/G7","G7","30","[c]","52020","51940"
"Leaver Dept.","2023","Government Legal Department","SCS level","SCS level","10","[c]","85530","79220"
"Leaver Dept.","2023","Government Legal Department","SEO/HEO","HEO","15","[c]","33780","31640"
"Leaver Dept.","2023","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","AA/AO","AA","30","[c]","20290","19930"
"Leaver Dept.","2023","HM Courts and Tribunals Service","AA/AO","AO","280","[c]","22340","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","EO","EO","75","[c]","27290","25830"
"Leaver Dept.","2023","HM Courts and Tribunals Service","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","G6/G7","G7","20","[c]","55440","53360"
"Leaver Dept.","2023","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","SEO/HEO","HEO","45","[c]","33380","34260"
"Leaver Dept.","2023","HM Courts and Tribunals Service","SEO/HEO","SEO","45","[c]","41060","41750"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","AA/AO","AO","300","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","EO","EO","100","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","SEO/HEO","HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Prison and Probation Service","Unknown","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","AA/AO","AO","570","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","EO","EO","265","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G7","85","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","210","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","145","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","EO","EO","25","[c]","27080","27030"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","G6/G7","G6","30","[c]","65180","65430"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","G6/G7","G7","70","[c]","54550","54090"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","SCS level","SCS level","20","[c]","93870","77660"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","SEO/HEO","HEO","80","[c]","33880","33630"
"Leaver Dept.","2023","HM Treasury (excl. agencies)","SEO/HEO","SEO","30","[c]","38390","38280"
"Leaver Dept.","2023","Health and Safety Executive","AA/AO","AO","10","[c]","21360","20830"
"Leaver Dept.","2023","Health and Safety Executive","EO","EO","5","[c]","[c]","[c]"
