"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","AA/AO","Female","145","[c]","21930","21690"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","AA/AO","Male","95","[c]","22190","21690"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","EO","Female","170","[c]","28600","28120"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","EO","Male","85","[c]","28310","28120"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SEO/HEO","Female","50","[c]","35540","34970"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","G6/G7","Female","40","[c]","57320","54030"
"Leaver Dept.","2023","Declared disabled","Policy","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","SEO/HEO","Female","90","[c]","36850","36180"
"Leaver Dept.","2023","Declared disabled","Policy","SEO/HEO","Male","40","[c]","36080","35310"
"Leaver Dept.","2023","Declared disabled","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
