"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Heterosexual / straight","40","[c]","43420","38950"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Heterosexual / straight","50","[c]","40160","35040"
"Leaver Dept.","2023","Declared disabled","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Heterosexual / straight","445","[c]","28690","27570"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","LGBO","70","[c]","27800","28000"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Undeclared","45","[c]","27560","27570"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Heterosexual / straight","165","[c]","43490","39050"
"Leaver Dept.","2023","Declared disabled","Policy","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Heterosexual / straight","125","[c]","45180","39000"
"Leaver Dept.","2023","Declared disabled","Unknown","LGBO","40","[c]","43620","39320"
"Leaver Dept.","2023","Declared disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Heterosexual / straight","110","[c]","38850","39360"
"Leaver Dept.","2023","Declared non-disabled","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Heterosexual / straight","115","[c]","42990","38610"
"Leaver Dept.","2023","Declared non-disabled","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Heterosexual / straight","105","[c]","31250","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","270","[c]","43120","38470"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Economics","Heterosexual / straight","70","[c]","50770","40490"
"Leaver Dept.","2023","Declared non-disabled","Economics","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Economics","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Economics","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Heterosexual / straight","195","[c]","45410","39150"
"Leaver Dept.","2023","Declared non-disabled","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Heterosexual / straight","295","[c]","38170","33830"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Heterosexual / straight","40","[c]","36160","33570"
"Leaver Dept.","2023","Declared non-disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Heterosexual / straight","75","[c]","54280","52020"
"Leaver Dept.","2023","Declared non-disabled","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Heterosexual / straight","2670","[c]","29760","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","LGBO","190","[c]","30260","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Undeclared","170","[c]","28550","26780"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Unknown","605","[c]","29160","28100"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other","Heterosexual / straight","150","[c]","34960","29280"
"Leaver Dept.","2023","Declared non-disabled","Other","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Policy","Heterosexual / straight","1075","[c]","45830","40800"
"Leaver Dept.","2023","Declared non-disabled","Policy","LGBO","140","[c]","44140","40050"
"Leaver Dept.","2023","Declared non-disabled","Policy","Undeclared","85","[c]","45930","43430"
"Leaver Dept.","2023","Declared non-disabled","Policy","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Heterosexual / straight","250","[c]","43360","40000"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Heterosexual / straight","55","[c]","38880","35680"
"Leaver Dept.","2023","Declared non-disabled","Property","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Heterosexual / straight","40","[c]","37570","37910"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Heterosexual / straight","55","[c]","32800","32160"
"Leaver Dept.","2023","Declared non-disabled","Security","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Heterosexual / straight","45","[c]","44470","42370"
"Leaver Dept.","2023","Declared non-disabled","Social Research","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Heterosexual / straight","65","[c]","42050","38340"
"Leaver Dept.","2023","Declared non-disabled","Statistics","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Heterosexual / straight","895","[c]","44820","40580"
"Leaver Dept.","2023","Declared non-disabled","Unknown","LGBO","95","[c]","40210","36710"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Undeclared","75","[c]","43980","39630"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Operational Delivery","Heterosexual / straight","130","[c]","27870","27570"
