"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Home Office","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Attorney General's Departments","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions","London","55","[c]","30550","31060"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions","Outside London","225","[c]","27160","27570"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","London","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs","Outside London","185","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions","Outside London","200","[c]","22640","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs","Outside London","240","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office","London","110","[c]","53430","56430"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","120","[c]","36590","35150"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Education","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Education","Outside London","35","[c]","47820","51360"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Transport","Outside London","45","[c]","41720","40000"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","Outside London","205","[c]","45840","40670"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Outside London","40","[c]","42470","40600"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","Outside London","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","London","45","[c]","50420","43210"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Outside London","140","[c]","36170","33370"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","London","55","[c]","53730","55720"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Ministry of Justice","Outside London","35","[c]","46960","50430"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","The National Archives","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Transport","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Transport","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Outside London","70","[c]","38680","35140"
"Leaver CS","2023","Declared non-disabled","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Revenue and Customs","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Defence","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Defence","Outside London","130","[c]","39360","34640"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","180","[c]","23510","22150"
"Leaver CS","2023","Declared non-disabled","Human Resources","Attorney General's Departments","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","Outside London","40","[c]","39360","31470"
"Leaver CS","2023","Declared non-disabled","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Transport","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Outside London","60","[c]","36270","34170"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","HM Treasury","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Home Office","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Defence","London","30","[c]","45050","36900"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Defence","Outside London","440","[c]","28680","26510"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Defence","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Ministry of Justice","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","UK Statistics Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
