"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Mixed","No function","Male","105","[c]","39130","35040"
"Leaver Dept.","2023","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","No function","Female","40","[c]","35470","32320"
"Leaver Dept.","2023","Other ethnicity","No function","Male","35","[c]","39830","35650"
"Leaver Dept.","2023","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Female","115","[c]","32260","28120"
"Leaver Dept.","2023","Undeclared","No function","Male","150","[c]","38330","34170"
"Leaver Dept.","2023","Undeclared","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Female","55","[c]","33770","32000"
"Leaver Dept.","2023","Unknown","Analysis","Male","60","[c]","36550","33250"
"Leaver Dept.","2023","Unknown","Commercial","Female","35","[c]","42830","38630"
"Leaver Dept.","2023","Unknown","Commercial","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Female","50","[c]","39450","35410"
"Leaver Dept.","2023","Unknown","Communications","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Female","70","[c]","37640","32960"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Male","90","[c]","39180","35670"
"Leaver Dept.","2023","Unknown","Finance","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Male","70","[c]","34570","33250"
"Leaver Dept.","2023","Unknown","Grants Management","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Female","65","[c]","38120","32640"
"Leaver Dept.","2023","Unknown","Human Resources","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Female","35","[c]","43910","38940"
"Leaver Dept.","2023","Unknown","Legal","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Female","875","[c]","36930","32520"
"Leaver Dept.","2023","Unknown","No function","Male","750","[c]","39280","34340"
"Leaver Dept.","2023","Unknown","Project Delivery","Female","75","[c]","35300","32960"
"Leaver Dept.","2023","Unknown","Project Delivery","Male","60","[c]","35860","33250"
"Leaver Dept.","2023","Unknown","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Male","35","[c]","29540","27100"
"Leaver Dept.","2023","Unknown","Unknown","Female","410","[c]","34990","32000"
"Leaver Dept.","2023","Unknown","Unknown","Male","310","[c]","35210","32000"
"Leaver Dept.","2023","White","Analysis","Female","165","[c]","40860","39370"
"Leaver Dept.","2023","White","Analysis","Male","170","[c]","44710","37990"
"Leaver Dept.","2023","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Female","95","[c]","38690","39040"
"Leaver Dept.","2023","White","Commercial","Male","85","[c]","39930","39090"
"Leaver Dept.","2023","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Female","100","[c]","41340","36840"
"Leaver Dept.","2023","White","Communications","Male","65","[c]","39880","37300"
"Leaver Dept.","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Female","105","[c]","30740","28120"
"Leaver Dept.","2023","White","Counter Fraud","Male","80","[c]","31350","28120"
"Leaver Dept.","2023","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Debt","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Debt","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data & Technology","Female","205","[c]","42300","38760"
"Leaver Dept.","2023","White","Digital, Data & Technology","Male","235","[c]","43400","39120"
"Leaver Dept.","2023","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Female","145","[c]","44540","38470"
"Leaver Dept.","2023","White","Finance","Male","120","[c]","50110","46390"
"Leaver Dept.","2023","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Grants Management","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Grants Management","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","Female","400","[c]","37290","32730"
"Leaver Dept.","2023","White","Human Resources","Male","150","[c]","37240","33480"
"Leaver Dept.","2023","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","Female","105","[c]","45180","32540"
"Leaver Dept.","2023","White","Legal","Male","65","[c]","46620","49050"
"Leaver Dept.","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","No function","Female","3220","[c]","35050","29250"
"Leaver Dept.","2023","White","No function","Male","2265","[c]","38400","32520"
"Leaver Dept.","2023","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Project Delivery","Female","175","[c]","43550","38650"
"Leaver Dept.","2023","White","Project Delivery","Male","135","[c]","41140","37660"
"Leaver Dept.","2023","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Property","Female","65","[c]","34640","32960"
"Leaver Dept.","2023","White","Property","Male","70","[c]","40700","34260"
"Leaver Dept.","2023","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Security","Female","70","[c]","37350","34020"
"Leaver Dept.","2023","White","Security","Male","70","[c]","32530","32240"
"Leaver Dept.","2023","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Female","270","[c]","42640","38240"
"Leaver Dept.","2023","White","Unknown","Male","190","[c]","41490","37150"
"Leaver Dept.","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Analysis","Female","65","[c]","32030","31560"
"New entrant CS","2023","Asian","Analysis","Male","85","[c]","35800","32380"
"New entrant CS","2023","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Female","30","[c]","29940","27880"
"New entrant CS","2023","Asian","Counter Fraud","Male","30","[c]","29440","27890"
"New entrant CS","2023","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Female","195","[c]","23000","22520"
"New entrant CS","2023","Asian","Debt","Male","155","[c]","23040","22520"
"New entrant CS","2023","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Female","125","[c]","39830","38350"
"New entrant CS","2023","Asian","Digital, Data & Technology","Male","210","[c]","41750","39020"
"New entrant CS","2023","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Female","55","[c]","34060","28840"
"New entrant CS","2023","Asian","Finance","Male","50","[c]","33420","28480"
"New entrant CS","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","Female","50","[c]","32690","29080"
"New entrant CS","2023","Asian","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal","Female","170","[c]","33140","27760"
"New entrant CS","2023","Asian","Legal","Male","75","[c]","33330","27760"
"New entrant CS","2023","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","No function","Female","1020","[c]","27420","24070"
"New entrant CS","2023","Asian","No function","Male","955","[c]","27460","25480"
"New entrant CS","2023","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Project Delivery","Female","85","[c]","35720","33670"
"New entrant CS","2023","Asian","Project Delivery","Male","75","[c]","37770","33500"
"New entrant CS","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Property","Male","30","[c]","31100","26470"
"New entrant CS","2023","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Female","100","[c]","31040","28840"
"New entrant CS","2023","Asian","Unknown","Male","65","[c]","32890","28840"
"New entrant CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Female","30","[c]","35370","34790"
"New entrant CS","2023","Black","Analysis","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Debt","Female","55","[c]","23260","22520"
"New entrant CS","2023","Black","Debt","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data & Technology","Female","80","[c]","37810","37720"
"New entrant CS","2023","Black","Digital, Data & Technology","Male","115","[c]","38960","34570"
"New entrant CS","2023","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Female","80","[c]","33570","27760"
"New entrant CS","2023","Black","Legal","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Female","620","[c]","27890","26120"
"New entrant CS","2023","Black","No function","Male","460","[c]","29280","28880"
"New entrant CS","2023","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Female","35","[c]","36410","33830"
"New entrant CS","2023","Black","Project Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Female","35","[c]","33380","30540"
"New entrant CS","2023","Black","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","Male","50","[c]","38010","34630"
"New entrant CS","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","Female","45","[c]","33470","30160"
"New entrant CS","2023","Mixed","Legal","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Female","470","[c]","28200","25480"
"New entrant CS","2023","Mixed","No function","Male","270","[c]","29330","28120"
"New entrant CS","2023","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Female","35","[c]","30570","28840"
"New entrant CS","2023","Mixed","Unknown","Male","30","[c]","35050","28840"
"New entrant CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
