"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","AA/AO","Female","385","[c]","21560","21690"
"Leaver CS","2023","Undeclared","No function","AA/AO","Male","425","[c]","22190","21690"
"Leaver CS","2023","Undeclared","No function","EO","Female","185","[c]","28340","28120"
"Leaver CS","2023","Undeclared","No function","EO","Male","205","[c]","28300","27670"
"Leaver CS","2023","Undeclared","No function","G6/G7","Female","50","[c]","58820","54570"
"Leaver CS","2023","Undeclared","No function","G6/G7","Male","90","[c]","60240","57490"
"Leaver CS","2023","Undeclared","No function","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","SEO/HEO","Female","135","[c]","37320","37420"
"Leaver CS","2023","Undeclared","No function","SEO/HEO","Male","180","[c]","38510","37680"
"Leaver CS","2023","Undeclared","No function","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","No function","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","AA/AO","Male","40","[c]","30740","27500"
"Leaver CS","2023","Undeclared","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","AA/AO","Female","45","[c]","21600","21380"
"Leaver CS","2023","Unknown","Analysis","AA/AO","Male","55","[c]","20780","19500"
"Leaver CS","2023","Unknown","Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","G6/G7","Male","55","[c]","55840","49260"
"Leaver CS","2023","Unknown","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Analysis","SEO/HEO","Female","50","[c]","33950","31560"
"Leaver CS","2023","Unknown","Analysis","SEO/HEO","Male","135","[c]","35220","33710"
"Leaver CS","2023","Unknown","Commercial","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","G6/G7","Female","70","[c]","66940","65500"
"Leaver CS","2023","Unknown","Commercial","G6/G7","Male","70","[c]","67760","66790"
"Leaver CS","2023","Unknown","Commercial","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Female","35","[c]","36590","37300"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","Male","35","[c]","38460","39890"
"Leaver CS","2023","Unknown","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","Female","40","[c]","39230","40050"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","Female","125","[c]","21550","21690"
"Leaver CS","2023","Unknown","Debt","AA/AO","Male","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Male","80","[c]","28620","28120"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Female","65","[c]","58550","56750"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","Male","135","[c]","59940","58590"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Female","75","[c]","37630","37690"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Male","210","[c]","37980","38470"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","Male","45","[c]","38120","38630"
"Leaver CS","2023","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AA/AO","Female","60","[c]","22020","21830"
"Leaver CS","2023","Unknown","Human Resources","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Female","40","[c]","26010","25750"
"Leaver CS","2023","Unknown","Human Resources","EO","Male","35","[c]","28500","28550"
"Leaver CS","2023","Unknown","Human Resources","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Female","70","[c]","40860","39480"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","Male","45","[c]","41380","40780"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","AA/AO","Female","30","[c]","22820","23650"
"Leaver CS","2023","Unknown","Legal","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G6/G7","Female","50","[c]","59380","56450"
"Leaver CS","2023","Unknown","Legal","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","Female","1975","[c]","22450","21840"
"Leaver CS","2023","Unknown","No function","AA/AO","Male","1750","[c]","22580","22180"
"Leaver CS","2023","Unknown","No function","EO","Female","715","[c]","29050","28120"
"Leaver CS","2023","Unknown","No function","EO","Male","825","[c]","29530","27700"
"Leaver CS","2023","Unknown","No function","G6/G7","Female","220","[c]","59730","58000"
"Leaver CS","2023","Unknown","No function","G6/G7","Male","255","[c]","59630","57430"
"Leaver CS","2023","Unknown","No function","SCS level","Female","45","[c]","96130","86650"
"Leaver CS","2023","Unknown","No function","SCS level","Male","45","[c]","104680","97540"
"Leaver CS","2023","Unknown","No function","SEO/HEO","Female","540","[c]","37280","36800"
"Leaver CS","2023","Unknown","No function","SEO/HEO","Male","495","[c]","38830","39020"
"Leaver CS","2023","Unknown","No function","Unknown","Female","355","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Male","160","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","Male","50","[c]","57530","55890"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","Female","60","[c]","35700","35320"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","Male","65","[c]","36570","36460"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","Male","50","[c]","22880","22520"
"Leaver CS","2023","Unknown","Property","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","Male","35","[c]","40110","41500"
"Leaver CS","2023","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","AA/AO","Female","40","[c]","27800","25000"
"Leaver CS","2023","Unknown","Security","AA/AO","Male","180","[c]","29220","27500"
"Leaver CS","2023","Unknown","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Female","140","[c]","23290","23340"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Male","120","[c]","23300","22180"
"Leaver CS","2023","Unknown","Unknown","EO","Female","160","[c]","28330","29100"
"Leaver CS","2023","Unknown","Unknown","EO","Male","115","[c]","26730","29100"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Female","210","[c]","63210","59860"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Male","170","[c]","63710","60520"
"Leaver CS","2023","Unknown","Unknown","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Female","325","[c]","37190","36330"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Male","215","[c]","38000","34730"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","175","[c]","37700","34250"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","AA/AO","Female","10","[c]","[c]","[c]"
