"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Debt","Tax","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","570","[c]","43440","39460"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Unknown","35","[c]","47140","54700"
"Leaver CS","2023","Unknown","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Finance","160","[c]","38550","34250"
"Leaver CS","2023","Unknown","Finance","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Human Resources","285","[c]","35580","31270"
"Leaver CS","2023","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Legal","120","[c]","51850","53930"
"Leaver CS","2023","Unknown","Legal","Operational Delivery","65","[c]","24920","24480"
"Leaver CS","2023","Unknown","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Intelligence Analysis","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","International Trade","55","[c]","44540","41110"
"Leaver CS","2023","Unknown","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Medicine","115","[c]","51310","40590"
"Leaver CS","2023","Unknown","No function","Operational Delivery","5890","[c]","29740","25880"
"Leaver CS","2023","Unknown","No function","Other","140","[c]","28610","24030"
"Leaver CS","2023","Unknown","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Policy","415","[c]","41730","39190"
"Leaver CS","2023","Unknown","No function","Project Delivery","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Science and Engineering","145","[c]","33950","30750"
"Leaver CS","2023","Unknown","No function","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Statistics","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Tax","235","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","180","[c]","43290","39820"
"Leaver CS","2023","Unknown","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Project Delivery","235","[c]","40560","39150"
"Leaver CS","2023","Unknown","Project Delivery","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Operational Delivery","35","[c]","23590","22520"
"Leaver CS","2023","Unknown","Property","Other","35","[c]","32800","28490"
"Leaver CS","2023","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Property","110","[c]","33970","30170"
"Leaver CS","2023","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Security","240","[c]","30340","27500"
"Leaver CS","2023","Unknown","Security","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Operational Delivery","40","[c]","36170","31210"
"Leaver CS","2023","Unknown","Unknown","Other","275","[c]","38110","34580"
"Leaver CS","2023","Unknown","Unknown","Policy","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Science and Engineering","60","[c]","41940","39890"
"Leaver CS","2023","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","1290","[c]","35250","29450"
"Leaver Dept.","2023","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Commercial","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Counter Fraud","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","55","[c]","42790","39480"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Finance","40","[c]","41960","34170"
"Leaver Dept.","2023","Declared disabled","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Human Resources","65","[c]","38560","34850"
"Leaver Dept.","2023","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Operational Delivery","570","[c]","28480","27570"
"Leaver Dept.","2023","Declared disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Policy","210","[c]","42720","38020"
"Leaver Dept.","2023","Declared disabled","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Tax","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","85","[c]","49190","45200"
"Leaver Dept.","2023","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Project Delivery","40","[c]","34810","34300"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Economics","85","[c]","49190","39050"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Operational Research","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Social Research","55","[c]","43390","42020"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Statistics","85","[c]","41530","37510"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Commercial","120","[c]","38940","39430"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Communications","125","[c]","42050","38150"
"Leaver Dept.","2023","Declared non-disabled","Communications","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","35","[c]","43200","40640"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Counter Fraud","130","[c]","31220","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Tax","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Operational Delivery","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Other","45","[c]","23180","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","Tax","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","330","[c]","41640","38280"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Project Delivery","5","[c]","[c]","[c]"
