"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","HEO","Heterosexual / straight","95","[c]","33490","33430"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","HEO","Unknown","85","[c]","32230","32000"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","SEO","Heterosexual / straight","110","[c]","41490","40410"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","SEO","Unknown","50","[c]","40930","41150"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","HEO","Heterosexual / straight","40","[c]","33610","33570"
"Leaver Dept.","2023","Economics","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","EO","Heterosexual / straight","50","[c]","28010","27570"
"Leaver Dept.","2023","Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G7","Heterosexual / straight","50","[c]","54440","53190"
"Leaver Dept.","2023","Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","Heterosexual / straight","50","[c]","34200","33740"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","Unknown","65","[c]","33000","33250"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","Heterosexual / straight","55","[c]","40340","39980"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","Heterosexual / straight","50","[c]","22450","22220"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","EO","Heterosexual / straight","50","[c]","27480","27020"
"Leaver Dept.","2023","Human Resources","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","Heterosexual / straight","45","[c]","54710","55090"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","Heterosexual / straight","120","[c]","32870","32400"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","Heterosexual / straight","80","[c]","41320","41100"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G6","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G7","Heterosexual / straight","45","[c]","53950","52020"
"Leaver Dept.","2023","Legal","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AA","Heterosexual / straight","65","[c]","20480","19930"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AA","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AO","Heterosexual / straight","1060","[c]","22160","21780"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AO","LGBO","90","[c]","22210","21690"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AO","Undeclared","120","[c]","22140","21690"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AO","Unknown","770","[c]","22430","22010"
"Leaver Dept.","2023","Operational Delivery","EO","EO","Heterosexual / straight","1570","[c]","28290","28120"
"Leaver Dept.","2023","Operational Delivery","EO","EO","LGBO","125","[c]","28480","28120"
"Leaver Dept.","2023","Operational Delivery","EO","EO","Undeclared","115","[c]","28340","28120"
"Leaver Dept.","2023","Operational Delivery","EO","EO","Unknown","420","[c]","27920","28120"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G6","Heterosexual / straight","40","[c]","67030","66860"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G6","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G7","Heterosexual / straight","105","[c]","55260","54460"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G7","Unknown","60","[c]","54340","53400"
"Leaver Dept.","2023","Operational Delivery","SCS level","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","HEO","Heterosexual / straight","370","[c]","33440","33570"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","HEO","LGBO","35","[c]","33040","32110"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","HEO","Undeclared","40","[c]","33470","33330"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","HEO","Unknown","195","[c]","33380","33370"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","SEO","Heterosexual / straight","180","[c]","40890","40050"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","SEO","Unknown","85","[c]","40500","40570"
"Leaver Dept.","2023","Operational Delivery","Unknown","Unknown","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
