"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Finance","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","Rural Payments Agency","AO","70","[c]","21950","22150"
"New entrant CS","2023","40-49","Grants Management","Rural Payments Agency","EO","10","[c]","25920","25920"
"New entrant CS","2023","40-49","Grants Management","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Equipment and Support","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Equipment and Support","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","AO","10","[c]","22080","22220"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","EO","35","[c]","28400","27140"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","HEO","30","[c]","37020","33910"
"New entrant CS","2023","40-49","Human Resources","Ministry of Defence (excl. agencies)","SEO","10","[c]","43700","41000"
"New entrant CS","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Crown Office and Procurator Fiscal Service","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Crown Prosecution Service","AO","40","[c]","21050","20980"
"New entrant CS","2023","40-49","Legal","Crown Prosecution Service","EO","10","[c]","27160","26900"
"New entrant CS","2023","40-49","Legal","Crown Prosecution Service","G7","25","[c]","52310","54100"
"New entrant CS","2023","40-49","Legal","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Crown Prosecution Service","SEO","30","[c]","39550","38760"
"New entrant CS","2023","40-49","Legal","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Government Legal Department","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Government Legal Department","G7","15","[c]","52870","52020"
"New entrant CS","2023","40-49","Legal","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Courts and Tribunals Service","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","G7","15","[c]","54120","52600"
"New entrant CS","2023","40-49","Legal","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Met Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Active Travel England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Active Travel England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Active Travel England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Advisory, Conciliation and Arbitration Service","EO","10","[c]","25160","25160"
"New entrant CS","2023","40-49","No function","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","AO","45","[c]","22750","22150"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","EO","15","[c]","26480","25920"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Animal and Plant Health Agency","SEO","15","[c]","39210","37300"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Charity Commission","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Companies House","AO","10","[c]","21380","21380"
"New entrant CS","2023","40-49","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Criminal Injuries Compensation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Crown Office and Procurator Fiscal Service","AO","10","[c]","22180","22180"
"New entrant CS","2023","40-49","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Crown Office and Procurator Fiscal Service","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","AO","15","[c]","21150","21160"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","G7","10","[c]","59320","55250"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","HEO","65","[c]","33620","33000"
"New entrant CS","2023","40-49","No function","Defence Equipment and Support","SEO","60","[c]","43710","44000"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","10","[c]","32840","31120"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Education (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Education (excl. agencies)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","20","[c]","51360","49530"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","10","[c]","38890","38020"
"New entrant CS","2023","40-49","No function","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for International Trade","G7","15","[c]","54110","53050"
"New entrant CS","2023","40-49","No function","Department for International Trade","HEO","10","[c]","31930","31440"
"New entrant CS","2023","40-49","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for International Trade","SEO","45","[c]","41470","42480"
"New entrant CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","No function","Department for Transport (excl. agencies)","SEO","10","[c]","[c]","[c]"
