"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Grants Management","EO","15","[c]","24060","25920"
"New entrant CS","2023","20-29","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","AO","100","[c]","22140","22220"
"New entrant CS","2023","20-29","Human Resources","EO","130","[c]","26750","27080"
"New entrant CS","2023","20-29","Human Resources","G7","10","[c]","53320","53860"
"New entrant CS","2023","20-29","Human Resources","HEO","105","[c]","31660","31440"
"New entrant CS","2023","20-29","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","SEO","15","[c]","41290","40470"
"New entrant CS","2023","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","AO","310","[c]","22060","21890"
"New entrant CS","2023","20-29","Legal","EO","235","[c]","28000","27760"
"New entrant CS","2023","20-29","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","G7","50","[c]","52760","52360"
"New entrant CS","2023","20-29","Legal","HEO","50","[c]","37930","35130"
"New entrant CS","2023","20-29","Legal","SEO","35","[c]","39040","38760"
"New entrant CS","2023","20-29","No function","AA","1000","[c]","22400","23230"
"New entrant CS","2023","20-29","No function","AO","7320","[c]","24760","22520"
"New entrant CS","2023","20-29","No function","EO","2720","[c]","27460","27080"
"New entrant CS","2023","20-29","No function","G6","15","[c]","70200","66640"
"New entrant CS","2023","20-29","No function","G7","110","[c]","53860","54330"
"New entrant CS","2023","20-29","No function","HEO","1270","[c]","33370","33830"
"New entrant CS","2023","20-29","No function","SEO","320","[c]","41550","41000"
"New entrant CS","2023","20-29","No function","Unknown","1975","[c]","22700","23640"
"New entrant CS","2023","20-29","Project Delivery","AA","20","[c]","18710","19080"
"New entrant CS","2023","20-29","Project Delivery","AO","115","[c]","22400","23200"
"New entrant CS","2023","20-29","Project Delivery","EO","160","[c]","26660","27080"
"New entrant CS","2023","20-29","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","G7","15","[c]","53650","54090"
"New entrant CS","2023","20-29","Project Delivery","HEO","285","[c]","32080","31940"
"New entrant CS","2023","20-29","Project Delivery","SEO","40","[c]","41840","41120"
"New entrant CS","2023","20-29","Project Delivery","Unknown","90","[c]","26290","26000"
"New entrant CS","2023","20-29","Property","AA","20","[c]","19910","19770"
"New entrant CS","2023","20-29","Property","AO","140","[c]","22890","22520"
"New entrant CS","2023","20-29","Property","EO","60","[c]","27160","27080"
"New entrant CS","2023","20-29","Property","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","HEO","50","[c]","31740","32260"
"New entrant CS","2023","20-29","Property","SEO","20","[c]","40660","40260"
"New entrant CS","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","AA","70","[c]","26290","27500"
"New entrant CS","2023","20-29","Security","AO","175","[c]","25170","25350"
"New entrant CS","2023","20-29","Security","EO","60","[c]","26770","27080"
"New entrant CS","2023","20-29","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","HEO","25","[c]","34220","33830"
"New entrant CS","2023","20-29","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","AA","360","[c]","22020","22180"
"New entrant CS","2023","20-29","Unknown","AO","235","[c]","23250","22150"
"New entrant CS","2023","20-29","Unknown","EO","365","[c]","27990","29100"
"New entrant CS","2023","20-29","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","G7","30","[c]","53280","52360"
"New entrant CS","2023","20-29","Unknown","HEO","580","[c]","30810","28840"
"New entrant CS","2023","20-29","Unknown","SEO","65","[c]","41990","41640"
"New entrant CS","2023","20-29","Unknown","Unknown","80","[c]","22070","17660"
"New entrant CS","2023","30-39","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","EO","35","[c]","27330","26910"
"New entrant CS","2023","30-39","Analysis","G6","10","[c]","80780","70000"
"New entrant CS","2023","30-39","Analysis","G7","25","[c]","55610","54090"
"New entrant CS","2023","30-39","Analysis","HEO","115","[c]","32780","31560"
"New entrant CS","2023","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","SEO","80","[c]","40610","40500"
"New entrant CS","2023","30-39","Commercial","AO","15","[c]","21720","21780"
"New entrant CS","2023","30-39","Commercial","EO","25","[c]","27060","27080"
"New entrant CS","2023","30-39","Commercial","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","G7","40","[c]","62920","65500"
"New entrant CS","2023","30-39","Commercial","HEO","65","[c]","32480","32500"
"New entrant CS","2023","30-39","Commercial","SEO","40","[c]","40920","40730"
"New entrant CS","2023","30-39","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","EO","20","[c]","28130","27140"
"New entrant CS","2023","30-39","Communications","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","G7","20","[c]","53510","54460"
"New entrant CS","2023","30-39","Communications","HEO","60","[c]","33810","33890"
"New entrant CS","2023","30-39","Communications","SEO","60","[c]","42740","41780"
"New entrant CS","2023","30-39","Counter Fraud","AO","60","[c]","23220","21690"
"New entrant CS","2023","30-39","Counter Fraud","EO","75","[c]","28460","27890"
"New entrant CS","2023","30-39","Counter Fraud","G7","10","[c]","55210","54700"
"New entrant CS","2023","30-39","Counter Fraud","HEO","30","[c]","35400","34550"
"New entrant CS","2023","30-39","Counter Fraud","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","AO","375","[c]","22630","22520"
"New entrant CS","2023","30-39","Debt","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","AO","25","[c]","22140","22020"
"New entrant CS","2023","30-39","Digital, Data & Technology","EO","185","[c]","28050","27650"
"New entrant CS","2023","30-39","Digital, Data & Technology","G6","30","[c]","71320","70000"
"New entrant CS","2023","30-39","Digital, Data & Technology","G7","200","[c]","54980","54570"
"New entrant CS","2023","30-39","Digital, Data & Technology","HEO","235","[c]","34180","34400"
"New entrant CS","2023","30-39","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","SEO","260","[c]","41120","40670"
"New entrant CS","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","AO","50","[c]","22430","22520"
"New entrant CS","2023","30-39","Finance","EO","35","[c]","28020","27080"
"New entrant CS","2023","30-39","Finance","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","G7","20","[c]","55220","55270"
"New entrant CS","2023","30-39","Finance","HEO","50","[c]","35260","34400"
"New entrant CS","2023","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Finance","SEO","35","[c]","42220","41860"
"New entrant CS","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","AO","75","[c]","22120","22150"
"New entrant CS","2023","30-39","Grants Management","EO","10","[c]","25920","25920"
"New entrant CS","2023","30-39","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","AO","50","[c]","22280","22220"
"New entrant CS","2023","30-39","Human Resources","EO","80","[c]","26950","27080"
"New entrant CS","2023","30-39","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Human Resources","G7","20","[c]","53320","53000"
"New entrant CS","2023","30-39","Human Resources","HEO","90","[c]","35340","34220"
"New entrant CS","2023","30-39","Human Resources","SEO","50","[c]","41510","40680"
"New entrant CS","2023","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","AO","70","[c]","22160","22520"
"New entrant CS","2023","30-39","Legal","EO","60","[c]","27860","27700"
"New entrant CS","2023","30-39","Legal","G6","15","[c]","70900","72210"
"New entrant CS","2023","30-39","Legal","G7","185","[c]","53500","52600"
"New entrant CS","2023","30-39","Legal","HEO","40","[c]","38840","39110"
"New entrant CS","2023","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","SEO","95","[c]","39070","38760"
"New entrant CS","2023","30-39","No function","AA","515","[c]","22530","23230"
"New entrant CS","2023","30-39","No function","AO","3945","[c]","24980","22520"
"New entrant CS","2023","30-39","No function","EO","1655","[c]","27490","26780"
"New entrant CS","2023","30-39","No function","G6","80","[c]","71790","67230"
"New entrant CS","2023","30-39","No function","G7","295","[c]","55630","54360"
"New entrant CS","2023","30-39","No function","HEO","685","[c]","33920","33710"
"New entrant CS","2023","30-39","No function","SCS level","25","[c]","87280","88360"
"New entrant CS","2023","30-39","No function","SEO","495","[c]","41900","40880"
"New entrant CS","2023","30-39","No function","Unknown","865","[c]","23200","23640"
"New entrant CS","2023","30-39","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","AO","15","[c]","22440","22520"
"New entrant CS","2023","30-39","Project Delivery","EO","55","[c]","26800","26780"
"New entrant CS","2023","30-39","Project Delivery","G6","25","[c]","69620","67420"
"New entrant CS","2023","30-39","Project Delivery","G7","80","[c]","52360","52600"
"New entrant CS","2023","30-39","Project Delivery","HEO","110","[c]","33370","33830"
"New entrant CS","2023","30-39","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Project Delivery","SEO","95","[c]","41100","41000"
"New entrant CS","2023","30-39","Project Delivery","Unknown","45","[c]","34280","33500"
"New entrant CS","2023","30-39","Property","AA","10","[c]","21110","19770"
"New entrant CS","2023","30-39","Property","AO","65","[c]","23210","22520"
"New entrant CS","2023","30-39","Property","EO","25","[c]","26870","26020"
"New entrant CS","2023","30-39","Property","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","G7","15","[c]","53950","54620"
"New entrant CS","2023","30-39","Property","HEO","30","[c]","33920","33830"
"New entrant CS","2023","30-39","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Property","SEO","30","[c]","41450","41200"
"New entrant CS","2023","30-39","Security","AA","65","[c]","26060","27500"
"New entrant CS","2023","30-39","Security","AO","90","[c]","28230","25350"
"New entrant CS","2023","30-39","Security","EO","25","[c]","26830","24620"
"New entrant CS","2023","30-39","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Security","G7","15","[c]","56370","55830"
"New entrant CS","2023","30-39","Security","HEO","20","[c]","33400","32640"
"New entrant CS","2023","30-39","Security","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA","255","[c]","22370","22180"
"New entrant CS","2023","30-39","Unknown","AO","85","[c]","24510","25710"
"New entrant CS","2023","30-39","Unknown","EO","340","[c]","29260","29100"
"New entrant CS","2023","30-39","Unknown","G6","10","[c]","71530","69730"
"New entrant CS","2023","30-39","Unknown","G7","115","[c]","54380","52360"
"New entrant CS","2023","30-39","Unknown","HEO","265","[c]","34090","33520"
"New entrant CS","2023","30-39","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO","180","[c]","42720","41640"
"New entrant CS","2023","30-39","Unknown","Unknown","20","[c]","26690","17820"
"New entrant CS","2023","40-49","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","G7","20","[c]","55120","53240"
"New entrant CS","2023","40-49","Analysis","HEO","40","[c]","32960","32500"
"New entrant CS","2023","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Analysis","SEO","25","[c]","40030","39890"
"New entrant CS","2023","40-49","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AO","10","[c]","22160","22220"
"New entrant CS","2023","40-49","Commercial","EO","20","[c]","27450","27080"
"New entrant CS","2023","40-49","Commercial","G6","15","[c]","83590","85340"
"New entrant CS","2023","40-49","Commercial","G7","35","[c]","64150","65500"
"New entrant CS","2023","40-49","Commercial","HEO","35","[c]","33260","33000"
"New entrant CS","2023","40-49","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO","35","[c]","40720","40580"
"New entrant CS","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G7","15","[c]","55570","54200"
"New entrant CS","2023","40-49","Communications","HEO","15","[c]","33900","33830"
"New entrant CS","2023","40-49","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO","40","[c]","42270","41890"
"New entrant CS","2023","40-49","Counter Fraud","AO","50","[c]","23490","22520"
"New entrant CS","2023","40-49","Counter Fraud","EO","45","[c]","28620","28120"
"New entrant CS","2023","40-49","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","HEO","25","[c]","35400","34400"
"New entrant CS","2023","40-49","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Debt","AO","235","[c]","22540","22520"
"New entrant CS","2023","40-49","Debt","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data & Technology","AO","10","[c]","21890","22220"
"New entrant CS","2023","40-49","Digital, Data & Technology","EO","75","[c]","28080","27650"
"New entrant CS","2023","40-49","Digital, Data & Technology","G6","45","[c]","69920","69690"
"New entrant CS","2023","40-49","Digital, Data & Technology","G7","185","[c]","55960","55720"
"New entrant CS","2023","40-49","Digital, Data & Technology","HEO","145","[c]","34600","34400"
"New entrant CS","2023","40-49","Digital, Data & Technology","SCS level","20","[c]","99650","102000"
"New entrant CS","2023","40-49","Digital, Data & Technology","SEO","180","[c]","41550","41480"
"New entrant CS","2023","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AO","20","[c]","22670","22520"
"New entrant CS","2023","40-49","Finance","EO","30","[c]","27000","27080"
"New entrant CS","2023","40-49","Finance","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G7","25","[c]","53890","53010"
"New entrant CS","2023","40-49","Finance","HEO","35","[c]","34140","34170"
"New entrant CS","2023","40-49","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SEO","40","[c]","42100","41780"
"New entrant CS","2023","40-49","Grants Management","AO","70","[c]","21950","22150"
"New entrant CS","2023","40-49","Grants Management","EO","10","[c]","25920","25920"
"New entrant CS","2023","40-49","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","AO","35","[c]","22300","22220"
"New entrant CS","2023","40-49","Human Resources","EO","65","[c]","28210","27140"
"New entrant CS","2023","40-49","Human Resources","G6","10","[c]","70590","66860"
"New entrant CS","2023","40-49","Human Resources","G7","25","[c]","53140","54330"
"New entrant CS","2023","40-49","Human Resources","HEO","65","[c]","35340","33830"
"New entrant CS","2023","40-49","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Human Resources","SEO","40","[c]","42310","41000"
"New entrant CS","2023","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","AO","45","[c]","21280","20980"
"New entrant CS","2023","40-49","Legal","EO","20","[c]","27700","26900"
"New entrant CS","2023","40-49","Legal","G6","10","[c]","68880","66460"
"New entrant CS","2023","40-49","Legal","G7","75","[c]","53480","52600"
"New entrant CS","2023","40-49","Legal","HEO","10","[c]","34490","32500"
"New entrant CS","2023","40-49","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","SEO","45","[c]","39690","38760"
"New entrant CS","2023","40-49","No function","AA","395","[c]","22450","23230"
"New entrant CS","2023","40-49","No function","AO","2365","[c]","24630","22520"
"New entrant CS","2023","40-49","No function","EO","1035","[c]","27380","26780"
"New entrant CS","2023","40-49","No function","G6","85","[c]","70170","67030"
"New entrant CS","2023","40-49","No function","G7","280","[c]","59100","55660"
"New entrant CS","2023","40-49","No function","HEO","415","[c]","34160","33250"
"New entrant CS","2023","40-49","No function","SCS level","50","[c]","102130","95000"
"New entrant CS","2023","40-49","No function","SEO","385","[c]","43380","42610"
"New entrant CS","2023","40-49","No function","Unknown","590","[c]","23870","23640"
"New entrant CS","2023","40-49","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Project Delivery","EO","35","[c]","26230","25970"
"New entrant CS","2023","40-49","Project Delivery","G6","20","[c]","68970","67900"
"New entrant CS","2023","40-49","Project Delivery","G7","80","[c]","52330","52010"
"New entrant CS","2023","40-49","Project Delivery","HEO","75","[c]","33630","33830"
"New entrant CS","2023","40-49","Project Delivery","SCS level","15","[c]","90950","85880"
"New entrant CS","2023","40-49","Project Delivery","SEO","85","[c]","40650","41000"
"New entrant CS","2023","40-49","Project Delivery","Unknown","35","[c]","41860","41000"
"New entrant CS","2023","40-49","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","AO","40","[c]","22670","22520"
"New entrant CS","2023","40-49","Property","EO","20","[c]","27840","27080"
"New entrant CS","2023","40-49","Property","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","G7","25","[c]","54200","54440"
"New entrant CS","2023","40-49","Property","HEO","45","[c]","34130","33830"
"New entrant CS","2023","40-49","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Property","SEO","40","[c]","41980","41000"
"New entrant CS","2023","40-49","Security","AA","60","[c]","25790","27500"
"New entrant CS","2023","40-49","Security","AO","50","[c]","31810","27500"
"New entrant CS","2023","40-49","Security","EO","10","[c]","26340","27080"
"New entrant CS","2023","40-49","Security","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","HEO","20","[c]","34780","33420"
"New entrant CS","2023","40-49","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Security","SEO","15","[c]","40690","41000"
"New entrant CS","2023","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","AA","160","[c]","22370","22180"
"New entrant CS","2023","40-49","Unknown","AO","50","[c]","23800","22150"
"New entrant CS","2023","40-49","Unknown","EO","215","[c]","29190","29100"
"New entrant CS","2023","40-49","Unknown","G6","30","[c]","72260","70920"
"New entrant CS","2023","40-49","Unknown","G7","95","[c]","55050","52900"
"New entrant CS","2023","40-49","Unknown","HEO","140","[c]","35280","34730"
"New entrant CS","2023","40-49","Unknown","SCS level","10","[c]","86870","81890"
"New entrant CS","2023","40-49","Unknown","SEO","125","[c]","43520","41700"
"New entrant CS","2023","40-49","Unknown","Unknown","15","[c]","23730","17660"
"New entrant CS","2023","50-59","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","G7","20","[c]","54940","51880"
"New entrant CS","2023","50-59","Analysis","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","SEO","15","[c]","41640","41000"
"New entrant CS","2023","50-59","Commercial","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","EO","10","[c]","26800","27080"
"New entrant CS","2023","50-59","Commercial","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","G7","20","[c]","62500","66330"
"New entrant CS","2023","50-59","Commercial","HEO","15","[c]","33030","32470"
"New entrant CS","2023","50-59","Commercial","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Commercial","SEO","20","[c]","41290","41000"
"New entrant CS","2023","50-59","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","HEO","10","[c]","33200","33380"
"New entrant CS","2023","50-59","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","SEO","10","[c]","41720","41190"
"New entrant CS","2023","50-59","Counter Fraud","AO","40","[c]","23180","21690"
"New entrant CS","2023","50-59","Counter Fraud","EO","35","[c]","28070","27650"
"New entrant CS","2023","50-59","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","HEO","20","[c]","35060","34290"
"New entrant CS","2023","50-59","Counter Fraud","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Debt","AO","180","[c]","22470","22520"
"New entrant CS","2023","50-59","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","AO","15","[c]","22180","22220"
"New entrant CS","2023","50-59","Digital, Data & Technology","EO","50","[c]","28940","27650"
"New entrant CS","2023","50-59","Digital, Data & Technology","G6","30","[c]","70160","70180"
"New entrant CS","2023","50-59","Digital, Data & Technology","G7","90","[c]","56200","56120"
"New entrant CS","2023","50-59","Digital, Data & Technology","HEO","60","[c]","34180","34400"
"New entrant CS","2023","50-59","Digital, Data & Technology","SCS level","20","[c]","114960","116650"
"New entrant CS","2023","50-59","Digital, Data & Technology","SEO","85","[c]","41730","41780"
"New entrant CS","2023","50-59","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","AO","20","[c]","22600","22520"
"New entrant CS","2023","50-59","Finance","EO","10","[c]","29040","28000"
"New entrant CS","2023","50-59","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","G7","20","[c]","54370","53370"
"New entrant CS","2023","50-59","Finance","HEO","15","[c]","34250","34170"
"New entrant CS","2023","50-59","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","SEO","30","[c]","43880","43100"
"New entrant CS","2023","50-59","Grants Management","AO","55","[c]","22090","22150"
"New entrant CS","2023","50-59","Grants Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","AO","30","[c]","22130","22220"
"New entrant CS","2023","50-59","Human Resources","EO","55","[c]","27710","27140"
"New entrant CS","2023","50-59","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","G7","30","[c]","53970","54440"
"New entrant CS","2023","50-59","Human Resources","HEO","35","[c]","35330","33830"
"New entrant CS","2023","50-59","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","SEO","30","[c]","42470","41000"
"New entrant CS","2023","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","AO","35","[c]","21570","20980"
"New entrant CS","2023","50-59","Legal","EO","20","[c]","27560","27650"
"New entrant CS","2023","50-59","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","G7","50","[c]","54040","53020"
"New entrant CS","2023","50-59","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","SEO","10","[c]","39590","39660"
"New entrant CS","2023","50-59","No function","AA","545","[c]","22310","23230"
"New entrant CS","2023","50-59","No function","AO","1880","[c]","23550","22400"
"New entrant CS","2023","50-59","No function","EO","1000","[c]","28440","26960"
"New entrant CS","2023","50-59","No function","G6","70","[c]","72040","68800"
"New entrant CS","2023","50-59","No function","G7","190","[c]","59270","55110"
"New entrant CS","2023","50-59","No function","HEO","295","[c]","34670","33500"
"New entrant CS","2023","50-59","No function","SCS level","40","[c]","112260","110000"
"New entrant CS","2023","50-59","No function","SEO","305","[c]","43730","43250"
