"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","AA/AO","Female","355","[c]","24420","24490"
"Leaver CS","2023","Scottish Government","AA/AO","Male","320","[c]","25000","24710"
"Leaver CS","2023","Scottish Government","EO","Female","170","[c]","31800","31540"
"Leaver CS","2023","Scottish Government","EO","Male","225","[c]","34210","37060"
"Leaver CS","2023","Scottish Government","G6/G7","Female","95","[c]","67510","65280"
"Leaver CS","2023","Scottish Government","G6/G7","Male","95","[c]","67220","65280"
"Leaver CS","2023","Scottish Government","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","SEO/HEO","Female","225","[c]","40510","38330"
"Leaver CS","2023","Scottish Government","SEO/HEO","Male","225","[c]","42600","42590"
"Leaver CS","2023","The National Archives","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA/AO","Female","180","[c]","20520","20250"
"Leaver CS","2023","UK Statistics Authority","AA/AO","Male","185","[c]","20870","21200"
"Leaver CS","2023","UK Statistics Authority","EO","Female","35","[c]","25160","24840"
"Leaver CS","2023","UK Statistics Authority","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","G6/G7","Female","30","[c]","54230","52050"
"Leaver CS","2023","UK Statistics Authority","G6/G7","Male","50","[c]","57360","57110"
"Leaver CS","2023","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","Female","100","[c]","34670","33610"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","Male","80","[c]","34740","33710"
"Leaver CS","2023","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","AA/AO","Female","35","[c]","23520","24630"
"Leaver CS","2023","Welsh Government","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","SEO/HEO","Female","40","[c]","40920","39690"
"Leaver CS","2023","Welsh Government","SEO/HEO","Male","35","[c]","42690","47470"
"Leaver Dept.","2023","Attorney General's Departments","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","EO","Female","45","[c]","27780","27760"
"Leaver Dept.","2023","Attorney General's Departments","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","G6/G7","Female","60","[c]","57970","54400"
"Leaver Dept.","2023","Attorney General's Departments","G6/G7","Male","50","[c]","59110","55430"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","SEO/HEO","Female","45","[c]","35260","32660"
"Leaver Dept.","2023","Attorney General's Departments","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","EO","Female","110","[c]","26830","27500"
"Leaver Dept.","2023","Cabinet Office","EO","Male","65","[c]","26980","27500"
"Leaver Dept.","2023","Cabinet Office","G6/G7","Female","225","[c]","58620","56430"
"Leaver Dept.","2023","Cabinet Office","G6/G7","Male","180","[c]","58270","56430"
"Leaver Dept.","2023","Cabinet Office","SCS level","Female","35","[c]","79790","76250"
"Leaver Dept.","2023","Cabinet Office","SCS level","Male","45","[c]","86930","82310"
"Leaver Dept.","2023","Cabinet Office","SEO/HEO","Female","550","[c]","34160","32960"
"Leaver Dept.","2023","Cabinet Office","SEO/HEO","Male","440","[c]","34490","33250"
"Leaver Dept.","2023","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","35","[c]","22040","21810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Female","50","[c]","26360","25660"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","Male","35","[c]","26350","25610"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","105","[c]","56990","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","95","[c]","56550","54700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","175","[c]","36890","35050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","160","[c]","36470","34890"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","Female","45","[c]","56040","53920"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","Male","45","[c]","55870","53430"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","65","[c]","35850","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","60","[c]","36100","35620"
"Leaver Dept.","2023","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","Female","35","[c]","27870","26940"
"Leaver Dept.","2023","Department for Education","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","G6/G7","Female","90","[c]","56840","55020"
"Leaver Dept.","2023","Department for Education","G6/G7","Male","55","[c]","57140","55340"
"Leaver Dept.","2023","Department for Education","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","SEO/HEO","Female","200","[c]","37240","37590"
"Leaver Dept.","2023","Department for Education","SEO/HEO","Male","110","[c]","37390","37590"
"Leaver Dept.","2023","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","Female","50","[c]","22020","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","180","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","Female","60","[c]","35770","35150"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","Male","60","[c]","36090","35010"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Female","35","[c]","27610","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","Female","70","[c]","56580","54860"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","Male","60","[c]","56840","54700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","145","[c]","35780","34310"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","95","[c]","35390","34310"
"Leaver Dept.","2023","Department for Transport","AA/AO","Female","70","[c]","22140","22500"
"Leaver Dept.","2023","Department for Transport","AA/AO","Male","45","[c]","22270","22500"
"Leaver Dept.","2023","Department for Transport","EO","Female","50","[c]","27750","27190"
"Leaver Dept.","2023","Department for Transport","EO","Male","70","[c]","28050","26960"
"Leaver Dept.","2023","Department for Transport","G6/G7","Female","30","[c]","57110","55740"
"Leaver Dept.","2023","Department for Transport","G6/G7","Male","50","[c]","59220","55740"
"Leaver Dept.","2023","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","Female","140","[c]","36180","35400"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","Male","130","[c]","36810","35760"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","Female","350","[c]","21710","21690"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","Male","225","[c]","21750","21690"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Female","955","[c]","28720","28120"
"Leaver Dept.","2023","Department for Work and Pensions","EO","Male","605","[c]","28770","28120"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","Female","65","[c]","57180","55150"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","Male","60","[c]","59040","56100"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","Female","280","[c]","36010","34970"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","Male","180","[c]","36620","35310"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","Female","110","[c]","58250","58540"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","Male","80","[c]","58110","55530"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","Female","205","[c]","35050","33790"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","Male","100","[c]","35850","36940"
"Leaver Dept.","2023","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","Female","360","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","Male","250","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Female","140","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","EO","Male","145","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","Female","195","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","Male","185","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","G6/G7","Female","50","[c]","57050","54130"
"Leaver Dept.","2023","HM Treasury","G6/G7","Male","55","[c]","58310","54590"
"Leaver Dept.","2023","HM Treasury","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","Female","65","[c]","34740","33630"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","Male","60","[c]","36240","36000"
"Leaver Dept.","2023","Home Office","AA/AO","Female","85","[c]","23190","22400"
"Leaver Dept.","2023","Home Office","AA/AO","Male","75","[c]","22960","22400"
"Leaver Dept.","2023","Home Office","EO","Female","185","[c]","27580","26750"
"Leaver Dept.","2023","Home Office","EO","Male","160","[c]","27330","26750"
"Leaver Dept.","2023","Home Office","G6/G7","Female","105","[c]","62410","59290"
"Leaver Dept.","2023","Home Office","G6/G7","Male","80","[c]","62220","59400"
"Leaver Dept.","2023","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","SEO/HEO","Female","285","[c]","38340","39000"
"Leaver Dept.","2023","Home Office","SEO/HEO","Male","195","[c]","38630","38510"
"Leaver Dept.","2023","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","AA/AO","Female","85","[c]","22240","22220"
"Leaver Dept.","2023","Ministry of Defence","AA/AO","Male","70","[c]","23700","22220"
"Leaver Dept.","2023","Ministry of Defence","EO","Female","55","[c]","27860","27140"
"Leaver Dept.","2023","Ministry of Defence","EO","Male","35","[c]","28190","27370"
"Leaver Dept.","2023","Ministry of Defence","G6/G7","Female","60","[c]","55500","55290"
"Leaver Dept.","2023","Ministry of Defence","G6/G7","Male","55","[c]","57770","57110"
"Leaver Dept.","2023","Ministry of Defence","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SEO/HEO","Female","155","[c]","38930","38790"
"Leaver Dept.","2023","Ministry of Defence","SEO/HEO","Male","175","[c]","39520","40000"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","AA/AO","Female","385","[c]","22060","21780"
"Leaver Dept.","2023","Ministry of Justice","AA/AO","Male","325","[c]","22310","21780"
"Leaver Dept.","2023","Ministry of Justice","EO","Female","150","[c]","27200","26170"
"Leaver Dept.","2023","Ministry of Justice","EO","Male","115","[c]","27260","26900"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","Female","80","[c]","59100","56080"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","Male","55","[c]","59130","58040"
"Leaver Dept.","2023","Ministry of Justice","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","Female","330","[c]","37950","37680"
