"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","HEO","Heterosexual / straight","35","[c]","33240","33210"
"Leaver Dept.","2023","Analysis","Statistics","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","HEO","Unknown","70","[c]","32270","32000"
"Leaver Dept.","2023","Analysis","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","HEO","Heterosexual / straight","35","[c]","32770","31730"
"Leaver Dept.","2023","Commercial","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","SEO","Heterosexual / straight","75","[c]","41340","41550"
"Leaver Dept.","2023","Commercial","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","HEO","Heterosexual / straight","55","[c]","34310","33570"
"Leaver Dept.","2023","Communications","Communications","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","Heterosexual / straight","75","[c]","29010","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
