"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Department for Education","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","London","20","[c]","53420","54760"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","Outside London","60","[c]","40510","37590"
"Leaver Dept.","2023","Department for Education","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","Outside London","25","[c]","45700","51580"
"Leaver Dept.","2023","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Human Resources","Outside London","15","[c]","35980","30710"
"Leaver Dept.","2023","Department for Education","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Delivery","London","35","[c]","54380","44160"
"Leaver Dept.","2023","Department for Education","Operational Delivery","Outside London","65","[c]","41730","37590"
"Leaver Dept.","2023","Department for Education","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Policy","London","75","[c]","47520","42470"
"Leaver Dept.","2023","Department for Education","Policy","Outside London","60","[c]","41080","37590"
"Leaver Dept.","2023","Department for Education","Project Delivery","London","15","[c]","43500","41440"
"Leaver Dept.","2023","Department for Education","Project Delivery","Outside London","35","[c]","40930","37590"
"Leaver Dept.","2023","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Social Research","Outside London","15","[c]","42790","43250"
"Leaver Dept.","2023","Department for Education","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","90","[c]","24970","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","London","195","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","Outside London","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","15","[c]","34060","29080"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Communications","London","10","[c]","33830","31960"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Economics","London","10","[c]","48560","38160"
"Leaver Dept.","2023","Department for International Trade","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","International Trade","London","70","[c]","40750","38160"
"Leaver Dept.","2023","Department for International Trade","International Trade","Outside London","10","[c]","41280","31590"
"Leaver Dept.","2023","Department for International Trade","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Other","London","15","[c]","46110","32120"
"Leaver Dept.","2023","Department for International Trade","Policy","London","20","[c]","41110","38160"
"Leaver Dept.","2023","Department for International Trade","Project Delivery","London","10","[c]","46900","42370"
"Leaver Dept.","2023","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Communications","London","15","[c]","40520","34310"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","London","10","[c]","33450","33080"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","30","[c]","37310","34740"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Policy","London","220","[c]","45450","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Policy","Outside London","90","[c]","38760","36340"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Statistics","London","15","[c]","39400","34670"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Commercial","Outside London","15","[c]","34640","31660"
"Leaver Dept.","2023","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Digital, Data and Technology","Outside London","20","[c]","34200","32670"
"Leaver Dept.","2023","Department for Transport","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Finance","Outside London","15","[c]","41840","40970"
"Leaver Dept.","2023","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Human Resources","Outside London","60","[c]","32800","31660"
"Leaver Dept.","2023","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Operational Delivery","Outside London","190","[c]","26040","22500"
"Leaver Dept.","2023","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Policy","Outside London","15","[c]","35130","31350"
"Leaver Dept.","2023","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Project Delivery","Outside London","20","[c]","33430","31350"
"Leaver Dept.","2023","Department for Transport","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Unknown","London","175","[c]","45770","42470"
"Leaver Dept.","2023","Department for Transport","Unknown","Outside London","40","[c]","38000","33350"
"Leaver Dept.","2023","Department for Work and Pensions","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Counter Fraud","London","25","[c]","30940","32520"
"Leaver Dept.","2023","Department for Work and Pensions","Counter Fraud","Outside London","115","[c]","29000","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Digital, Data and Technology","London","10","[c]","55060","43760"
"Leaver Dept.","2023","Department for Work and Pensions","Digital, Data and Technology","Outside London","100","[c]","39690","37000"
"Leaver Dept.","2023","Department for Work and Pensions","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Finance","London","25","[c]","50860","40320"
"Leaver Dept.","2023","Department for Work and Pensions","Finance","Outside London","75","[c]","40060","35310"
"Leaver Dept.","2023","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Human Resources","London","15","[c]","34890","28560"
"Leaver Dept.","2023","Department for Work and Pensions","Human Resources","Outside London","15","[c]","35480","33140"
"Leaver Dept.","2023","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Operational Delivery","London","250","[c]","33020","32520"
"Leaver Dept.","2023","Department for Work and Pensions","Operational Delivery","Outside London","1765","[c]","27260","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Operational Delivery","Unknown","25","[c]","29920","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Other","London","30","[c]","44720","39150"
"Leaver Dept.","2023","Department for Work and Pensions","Other","Outside London","85","[c]","24830","21690"
"Leaver Dept.","2023","Department for Work and Pensions","Policy","London","55","[c]","46900","39150"
"Leaver Dept.","2023","Department for Work and Pensions","Policy","Outside London","55","[c]","35620","34170"
"Leaver Dept.","2023","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Project Delivery","London","15","[c]","38540","39150"
"Leaver Dept.","2023","Department for Work and Pensions","Project Delivery","Outside London","30","[c]","37490","34170"
"Leaver Dept.","2023","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","Outside London","10","[c]","37040","30060"
"Leaver Dept.","2023","Department of Health and Social Care","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Operational Delivery","London","95","[c]","45780","40650"
"Leaver Dept.","2023","Department of Health and Social Care","Operational Delivery","Outside London","95","[c]","40380","36570"
"Leaver Dept.","2023","Department of Health and Social Care","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Policy","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Science and Engineering","Outside London","15","[c]","35370","34280"
"Leaver Dept.","2023","Department of Health and Social Care","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","London","255","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","Outside London","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Operational Delivery","Outside London","10","[c]","31190","28090"
"Leaver Dept.","2023","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","London","160","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","London","65","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","Outside London","655","[c]","25960","22520"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","Outside London","25","[c]","29160","26020"
"Leaver Dept.","2023","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","Outside London","240","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","London","30","[c]","54130","39050"
"Leaver Dept.","2023","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","London","15","[c]","33160","29070"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","London","175","[c]","48810","50000"
"Leaver Dept.","2023","HM Treasury","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","London","20","[c]","52490","57430"
"Leaver Dept.","2023","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
