"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Policy","Female","150","[c]","42270","38100"
"Leaver Dept.","2023","Declared disabled","Policy","Male","80","[c]","42610","37590"
"Leaver Dept.","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","105","[c]","43820","40600"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","75","[c]","45440","37300"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Female","80","[c]","38390","39360"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Male","55","[c]","40670","40050"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Female","90","[c]","43410","38460"
"Leaver Dept.","2023","Declared non-disabled","Communications","Male","60","[c]","41520","38610"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Female","70","[c]","30330","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Male","65","[c]","32070","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Female","150","[c]","43510","38890"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Male","205","[c]","42290","37730"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Economics","Female","35","[c]","44300","38660"
"Leaver Dept.","2023","Declared non-disabled","Economics","Male","60","[c]","53180","43040"
"Leaver Dept.","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Female","130","[c]","44360","38670"
"Leaver Dept.","2023","Declared non-disabled","Finance","Male","110","[c]","47030","40320"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Female","265","[c]","37330","32840"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Male","90","[c]","38350","38080"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Female","80","[c]","56050","52790"
"Leaver Dept.","2023","Declared non-disabled","Legal","Male","50","[c]","55860","53440"
"Leaver Dept.","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Female","2165","[c]","28970","27570"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Male","1470","[c]","30790","28120"
"Leaver Dept.","2023","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other","Female","115","[c]","35250","29590"
"Leaver Dept.","2023","Declared non-disabled","Other","Male","90","[c]","33940","28120"
"Leaver Dept.","2023","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Policy","Female","740","[c]","44940","40420"
"Leaver Dept.","2023","Declared non-disabled","Policy","Male","595","[c]","46610","41360"
"Leaver Dept.","2023","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Female","175","[c]","44130","39850"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Male","140","[c]","41760","39650"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Male","40","[c]","41700","37680"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Male","45","[c]","31530","27500"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Female","40","[c]","43110","42020"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Female","45","[c]","40040","36680"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Male","45","[c]","42880","38020"
"Leaver Dept.","2023","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","640","[c]","43320","39520"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","455","[c]","45170","38930"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Operational Delivery","Female","145","[c]","28400","27570"
"Leaver Dept.","2023","Undeclared","Operational Delivery","Male","125","[c]","29100","28100"
"Leaver Dept.","2023","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Policy","Female","70","[c]","44750","41440"
"Leaver Dept.","2023","Undeclared","Policy","Male","70","[c]","46600","41060"
"Leaver Dept.","2023","Undeclared","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Tax","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Tax","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","40","[c]","46120","44140"
"Leaver Dept.","2023","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Male","40","[c]","35410","32880"
"Leaver Dept.","2023","Unknown","Communications","Female","60","[c]","34190","32660"
"Leaver Dept.","2023","Unknown","Communications","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Female","95","[c]","39920","36460"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Male","115","[c]","40660","37810"
"Leaver Dept.","2023","Unknown","Economics","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Female","45","[c]","41650","33300"
"Leaver Dept.","2023","Unknown","Finance","Male","75","[c]","39730","33250"
"Leaver Dept.","2023","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Female","80","[c]","37240","32000"
"Leaver Dept.","2023","Unknown","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Female","40","[c]","48520","49050"
"Leaver Dept.","2023","Unknown","Legal","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Female","665","[c]","31170","27720"
"Leaver Dept.","2023","Unknown","Operational Delivery","Male","545","[c]","32060","28120"
"Leaver Dept.","2023","Unknown","Operational Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Female","65","[c]","39240","32260"
"Leaver Dept.","2023","Unknown","Other","Male","40","[c]","38310","36180"
"Leaver Dept.","2023","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Female","320","[c]","44600","40720"
"Leaver Dept.","2023","Unknown","Policy","Male","215","[c]","44880","41720"
"Leaver Dept.","2023","Unknown","Project Delivery","Female","110","[c]","37290","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","Male","80","[c]","37770","33250"
"Leaver Dept.","2023","Unknown","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Male","35","[c]","39660","36180"
"Leaver Dept.","2023","Unknown","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Female","40","[c]","32970","32000"
"Leaver Dept.","2023","Unknown","Statistics","Male","30","[c]","35720","33250"
"Leaver Dept.","2023","Unknown","Tax","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","655","[c]","38980","32000"
"Leaver Dept.","2023","Unknown","Unknown","Male","515","[c]","41700","34720"
"Leaver Dept.","2023","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Female","35","[c]","28160","26120"
"New entrant CS","2023","Declared disabled","Counter Fraud","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Female","100","[c]","37310","34400"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Male","115","[c]","39110","35240"
"New entrant CS","2023","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Male","35","[c]","38600","34290"
"New entrant CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Female","70","[c]","30800","28000"
"New entrant CS","2023","Declared disabled","Human Resources","Male","40","[c]","31860","29660"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Female","55","[c]","39470","38760"
"New entrant CS","2023","Declared disabled","Legal","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Delivery","Female","1220","[c]","24670","23640"
"New entrant CS","2023","Declared disabled","Operational Delivery","Male","795","[c]","25500","23640"
"New entrant CS","2023","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other","Female","65","[c]","27030","21690"
