"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AO","Heterosexual / straight","35","[c]","21830","21720"
"Leaver CS","2023","Grants Management","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","AO","Unknown","85","[c]","21620","21300"
"Leaver CS","2023","Grants Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","EO","Unknown","35","[c]","25350","25920"
"Leaver CS","2023","Grants Management","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA","Heterosexual / straight","40","[c]","20980","20750"
"Leaver CS","2023","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AO","Heterosexual / straight","265","[c]","22160","22220"
"Leaver CS","2023","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","AO","Unknown","40","[c]","22100","22220"
"Leaver CS","2023","Human Resources","EO","Heterosexual / straight","250","[c]","28200","27570"
"Leaver CS","2023","Human Resources","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","EO","Unknown","65","[c]","26960","27300"
"Leaver CS","2023","Human Resources","G6","Heterosexual / straight","35","[c]","69890","66860"
"Leaver CS","2023","Human Resources","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G7","Heterosexual / straight","95","[c]","55600","54980"
"Leaver CS","2023","Human Resources","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HEO","Heterosexual / straight","200","[c]","35080","34300"
"Leaver CS","2023","Human Resources","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","HEO","Unknown","75","[c]","41070","40710"
"Leaver CS","2023","Human Resources","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO","Heterosexual / straight","110","[c]","42760","41800"
"Leaver CS","2023","Human Resources","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AO","Heterosexual / straight","130","[c]","22800","22870"
"Leaver CS","2023","Legal","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Heterosexual / straight","105","[c]","28340","27980"
"Leaver CS","2023","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6","Heterosexual / straight","80","[c]","71040","70880"
"Leaver CS","2023","Legal","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G6","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G7","Heterosexual / straight","190","[c]","55770","54210"
"Leaver CS","2023","Legal","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","G7","Unknown","70","[c]","57590","56450"
"Leaver CS","2023","Legal","HEO","Heterosexual / straight","30","[c]","37720","35000"
"Leaver CS","2023","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO","Heterosexual / straight","45","[c]","40870","39520"
"Leaver CS","2023","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","AA","Heterosexual / straight","1110","[c]","20090","19770"
"Leaver CS","2023","No function","AA","LGBO","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","AA","Undeclared","110","[c]","19730","19200"
"Leaver CS","2023","No function","AA","Unknown","700","[c]","20630","19930"
"Leaver CS","2023","No function","AO","Heterosexual / straight","6015","[c]","22240","21690"
"Leaver CS","2023","No function","AO","LGBO","520","[c]","22120","21690"
"Leaver CS","2023","No function","AO","Undeclared","745","[c]","22320","21690"
"Leaver CS","2023","No function","AO","Unknown","4365","[c]","22620","21780"
"Leaver CS","2023","No function","EO","Heterosexual / straight","4900","[c]","28570","28120"
"Leaver CS","2023","No function","EO","LGBO","395","[c]","28470","28120"
"Leaver CS","2023","No function","EO","Undeclared","585","[c]","28530","28120"
"Leaver CS","2023","No function","EO","Unknown","1970","[c]","28690","28120"
"Leaver CS","2023","No function","G6","Heterosexual / straight","335","[c]","70560","66980"
"Leaver CS","2023","No function","G6","LGBO","35","[c]","68400","66300"
"Leaver CS","2023","No function","G6","Undeclared","45","[c]","71890","70290"
"Leaver CS","2023","No function","G6","Unknown","180","[c]","67490","66230"
"Leaver CS","2023","No function","G7","Heterosexual / straight","875","[c]","57220","54700"
"Leaver CS","2023","No function","G7","LGBO","85","[c]","55570","53600"
"Leaver CS","2023","No function","G7","Undeclared","115","[c]","55980","54450"
"Leaver CS","2023","No function","G7","Unknown","345","[c]","54870","54450"
"Leaver CS","2023","No function","HEO","Heterosexual / straight","1725","[c]","34460","33990"
"Leaver CS","2023","No function","HEO","LGBO","150","[c]","33090","33230"
"Leaver CS","2023","No function","HEO","Undeclared","230","[c]","35160","34290"
"Leaver CS","2023","No function","HEO","Unknown","795","[c]","34120","33790"
"Leaver CS","2023","No function","SCS level","Heterosexual / straight","205","[c]","97260","91040"
"Leaver CS","2023","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","SCS level","Unknown","100","[c]","100120","92660"
"Leaver CS","2023","No function","SEO","Heterosexual / straight","1275","[c]","42820","41660"
"Leaver CS","2023","No function","SEO","LGBO","105","[c]","41080","40600"
"Leaver CS","2023","No function","SEO","Undeclared","195","[c]","42510","41660"
"Leaver CS","2023","No function","SEO","Unknown","430","[c]","41440","40880"
"Leaver CS","2023","No function","Unknown","Heterosexual / straight","1215","[c]","34930","27420"
"Leaver CS","2023","No function","Unknown","LGBO","125","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Undeclared","110","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","525","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Heterosexual / straight","65","[c]","26990","26950"
"Leaver CS","2023","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6","Heterosexual / straight","75","[c]","69790","69140"
"Leaver CS","2023","Project Delivery","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G6","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G7","Heterosexual / straight","125","[c]","54520","54540"
"Leaver CS","2023","Project Delivery","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","G7","Unknown","80","[c]","52320","50950"
"Leaver CS","2023","Project Delivery","HEO","Heterosexual / straight","180","[c]","33570","33120"
"Leaver CS","2023","Project Delivery","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","HEO","Unknown","100","[c]","31950","32000"
"Leaver CS","2023","Project Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO","Heterosexual / straight","195","[c]","41940","41200"
"Leaver CS","2023","Project Delivery","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","SEO","Unknown","105","[c]","40970","39950"
"Leaver CS","2023","Project Delivery","Unknown","Heterosexual / straight","105","[c]","41750","36520"
"Leaver CS","2023","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA","Heterosexual / straight","40","[c]","19680","18830"
"Leaver CS","2023","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","AO","Heterosexual / straight","60","[c]","22910","22520"
"Leaver CS","2023","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","AO","Unknown","55","[c]","23650","22520"
"Leaver CS","2023","Property","EO","Heterosexual / straight","75","[c]","27410","27000"
"Leaver CS","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","G7","Heterosexual / straight","40","[c]","57610","56810"
"Leaver CS","2023","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","HEO","Heterosexual / straight","95","[c]","34510","34000"
"Leaver CS","2023","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO","Heterosexual / straight","95","[c]","44040","43890"
"Leaver CS","2023","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA","Heterosexual / straight","180","[c]","23110","21500"
"Leaver CS","2023","Security","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","AA","Unknown","65","[c]","24890","25000"
"Leaver CS","2023","Security","AO","Heterosexual / straight","215","[c]","32350","29480"
"Leaver CS","2023","Security","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","AO","Undeclared","30","[c]","36670","40350"
"Leaver CS","2023","Security","AO","Unknown","90","[c]","31170","28820"
"Leaver CS","2023","Security","EO","Heterosexual / straight","70","[c]","34800","29800"
"Leaver CS","2023","Security","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","HEO","Heterosexual / straight","80","[c]","39200","34320"
"Leaver CS","2023","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO","Heterosexual / straight","35","[c]","45130","44500"
"Leaver CS","2023","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA","Heterosexual / straight","60","[c]","23600","23340"
"Leaver CS","2023","Unknown","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA","Unknown","150","[c]","22900","22180"
"Leaver CS","2023","Unknown","AO","Heterosexual / straight","160","[c]","24760","24630"
"Leaver CS","2023","Unknown","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AO","Unknown","85","[c]","25830","26220"
"Leaver CS","2023","Unknown","EO","Heterosexual / straight","235","[c]","28730","29430"
"Leaver CS","2023","Unknown","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Undeclared","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Unknown","150","[c]","27970","29100"
"Leaver CS","2023","Unknown","G6","Heterosexual / straight","140","[c]","74600","75480"
"Leaver CS","2023","Unknown","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6","Unknown","55","[c]","76480","75500"
"Leaver CS","2023","Unknown","G7","Heterosexual / straight","210","[c]","58520","58610"
"Leaver CS","2023","Unknown","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G7","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G7","Unknown","105","[c]","55590","54870"
"Leaver CS","2023","Unknown","HEO","Heterosexual / straight","240","[c]","36270","36330"
"Leaver CS","2023","Unknown","HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HEO","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HEO","Unknown","195","[c]","34150","33730"
"Leaver CS","2023","Unknown","SCS level","Heterosexual / straight","80","[c]","96080","87600"
"Leaver CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO","Heterosexual / straight","200","[c]","45060","44890"
"Leaver CS","2023","Unknown","SEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO","Undeclared","75","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO","Unknown","115","[c]","45060","43350"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","200","[c]","36860","33920"
"Leaver Dept.","2023","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G7","Heterosexual / straight","50","[c]","56230","55380"
"Leaver Dept.","2023","Analysis","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HEO","Heterosexual / straight","110","[c]","33420","33450"
"Leaver Dept.","2023","Analysis","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HEO","Unknown","120","[c]","32780","32230"
"Leaver Dept.","2023","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO","Heterosexual / straight","85","[c]","42200","42310"
"Leaver Dept.","2023","Analysis","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HEO","Heterosexual / straight","45","[c]","32890","32000"
"Leaver Dept.","2023","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO","Heterosexual / straight","80","[c]","41310","41310"
"Leaver Dept.","2023","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
