"Status","Year","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G7","10","[c]","49960","48330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","HEO","30","[c]","33790","33400"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AO","30","[c]","26170","26220"
"Leaver Dept.","2023","Scottish Government","EO","35","[c]","30950","31180"
"Leaver Dept.","2023","Scottish Government","G6","10","[c]","77830","79110"
"Leaver Dept.","2023","Scottish Government","G7","20","[c]","60060","58850"
"Leaver Dept.","2023","Scottish Government","HEO","40","[c]","37200","37250"
"Leaver Dept.","2023","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO","25","[c]","47070","48030"
"Leaver Dept.","2023","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA","10","[c]","21750","21200"
"Leaver Dept.","2023","UK Statistics Authority","AO","30","[c]","21260","21200"
"Leaver Dept.","2023","UK Statistics Authority","EO","25","[c]","25090","24840"
"Leaver Dept.","2023","UK Statistics Authority","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","G7","25","[c]","52120","51460"
"Leaver Dept.","2023","UK Statistics Authority","HEO","85","[c]","31640","31190"
"Leaver Dept.","2023","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","SEO","55","[c]","38810","37880"
"Leaver Dept.","2023","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","EO","15","[c]","27230","26820"
"Leaver Dept.","2023","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","G7","10","[c]","60820","61440"
"Leaver Dept.","2023","Welsh Government","HEO","15","[c]","36210","38160"
"Leaver Dept.","2023","Welsh Government","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","SEO","15","[c]","45120","47470"
"New entrant CS","2023","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","AO","485","[c]","21790","21120"
"New entrant CS","2023","Attorney General's Departments","EO","275","[c]","27720","27760"
"New entrant CS","2023","Attorney General's Departments","G6","15","[c]","70350","65650"
"New entrant CS","2023","Attorney General's Departments","G7","230","[c]","53000","52020"
"New entrant CS","2023","Attorney General's Departments","HEO","105","[c]","37320","32660"
"New entrant CS","2023","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SEO","155","[c]","39500","38760"
"New entrant CS","2023","Cabinet Office","AO","140","[c]","21230","21720"
"New entrant CS","2023","Cabinet Office","EO","130","[c]","25680","24610"
"New entrant CS","2023","Cabinet Office","G6","50","[c]","73060","66570"
"New entrant CS","2023","Cabinet Office","G7","180","[c]","58640","56430"
"New entrant CS","2023","Cabinet Office","HEO","640","[c]","29860","28840"
"New entrant CS","2023","Cabinet Office","SCS level","40","[c]","121670","115000"
"New entrant CS","2023","Cabinet Office","SEO","90","[c]","39800","39860"
"New entrant CS","2023","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","EO","15","[c]","28960","30090"
"New entrant CS","2023","Chancellor's other departments","G6","10","[c]","80680","75750"
"New entrant CS","2023","Chancellor's other departments","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","HEO","15","[c]","36340","34270"
"New entrant CS","2023","Chancellor's other departments","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","30","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","HEO","25","[c]","30320","30170"
"New entrant CS","2023","Charity Commission","SEO","15","[c]","39550","38800"
"New entrant CS","2023","Competition and Markets Authority","AO","25","[c]","23100","23200"
"New entrant CS","2023","Competition and Markets Authority","EO","20","[c]","27690","27550"
"New entrant CS","2023","Competition and Markets Authority","G6","15","[c]","75850","76000"
"New entrant CS","2023","Competition and Markets Authority","G7","35","[c]","57580","57000"
"New entrant CS","2023","Competition and Markets Authority","HEO","40","[c]","34520","34110"
"New entrant CS","2023","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO","15","[c]","45000","44910"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA","40","[c]","18570","19080"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AO","245","[c]","21810","21380"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","265","[c]","27070","25610"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6","20","[c]","66890","66790"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G7","105","[c]","52390","50930"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","HEO","335","[c]","33640","32700"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO","220","[c]","41870","41060"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","55","[c]","26400","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G7","20","[c]","52990","52760"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","HEO","110","[c]","35430","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","AO","20","[c]","21220","22020"
"New entrant CS","2023","Department for Education","EO","145","[c]","25830","25900"
"New entrant CS","2023","Department for Education","G6","15","[c]","66520","65980"
"New entrant CS","2023","Department for Education","G7","65","[c]","53150","51450"
"New entrant CS","2023","Department for Education","HEO","140","[c]","31740","30330"
"New entrant CS","2023","Department for Education","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SEO","110","[c]","38910","37590"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AO","705","[c]","22410","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","370","[c]","26500","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6","50","[c]","63670","64110"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G7","215","[c]","52030","51290"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","HEO","335","[c]","31820","30350"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","86490","81530"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO","290","[c]","38860","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","170","[c]","26500","27420"
"New entrant CS","2023","Department for International Trade","G6","20","[c]","70460","70360"
"New entrant CS","2023","Department for International Trade","G7","110","[c]","55450","55370"
"New entrant CS","2023","Department for International Trade","HEO","205","[c]","33940","35010"
"New entrant CS","2023","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SEO","265","[c]","41790","41910"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA","20","[c]","18300","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AO","55","[c]","22770","21960"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","40","[c]","27470","27120"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6","30","[c]","65280","60050"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G7","95","[c]","47070","43740"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","HEO","105","[c]","32670","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO","35","[c]","40860","40800"
"New entrant CS","2023","Department for Transport","AA","140","[c]","19080","19000"
"New entrant CS","2023","Department for Transport","AO","820","[c]","23720","22500"
"New entrant CS","2023","Department for Transport","EO","465","[c]","27450","26780"
"New entrant CS","2023","Department for Transport","G6","20","[c]","68460","67420"
"New entrant CS","2023","Department for Transport","G7","50","[c]","55400","55190"
"New entrant CS","2023","Department for Transport","HEO","195","[c]","32920","31940"
"New entrant CS","2023","Department for Transport","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SEO","120","[c]","41810","40290"
"New entrant CS","2023","Department for Work and Pensions","AO","1835","[c]","21900","21690"
"New entrant CS","2023","Department for Work and Pensions","EO","975","[c]","28020","28120"
"New entrant CS","2023","Department for Work and Pensions","G6","30","[c]","72990","73190"
"New entrant CS","2023","Department for Work and Pensions","G7","180","[c]","55750","55710"
"New entrant CS","2023","Department for Work and Pensions","HEO","420","[c]","35020","34170"
"New entrant CS","2023","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","SEO","250","[c]","41950","40500"
"New entrant CS","2023","Department of Health and Social Care","AA","30","[c]","21240","20100"
"New entrant CS","2023","Department of Health and Social Care","AO","155","[c]","22400","22480"
"New entrant CS","2023","Department of Health and Social Care","EO","305","[c]","26860","27690"
"New entrant CS","2023","Department of Health and Social Care","G6","95","[c]","71150","67160"
"New entrant CS","2023","Department of Health and Social Care","G7","220","[c]","53390","53400"
"New entrant CS","2023","Department of Health and Social Care","HEO","320","[c]","33020","33500"
"New entrant CS","2023","Department of Health and Social Care","SCS level","70","[c]","101220","95000"
"New entrant CS","2023","Department of Health and Social Care","SEO","270","[c]","40490","40880"
"New entrant CS","2023","Estyn","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","50","[c]","26450","26910"
"New entrant CS","2023","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","HEO","55","[c]","31540","31260"
"New entrant CS","2023","Food Standards Agency","SEO","45","[c]","38960","38100"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AO","220","[c]","23530","23390"
"New entrant CS","2023","HM Land Registry","EO","65","[c]","28760","28080"
"New entrant CS","2023","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G7","20","[c]","56560","56190"
"New entrant CS","2023","HM Land Registry","HEO","30","[c]","36330","34850"
"New entrant CS","2023","HM Land Registry","SEO","20","[c]","43450","43150"
"New entrant CS","2023","HM Revenue and Customs","AO","3430","[c]","22810","22520"
"New entrant CS","2023","HM Revenue and Customs","EO","625","[c]","28220","27650"
"New entrant CS","2023","HM Revenue and Customs","G6","35","[c]","68820","68000"
"New entrant CS","2023","HM Revenue and Customs","G7","195","[c]","55030","52800"
"New entrant CS","2023","HM Revenue and Customs","HEO","605","[c]","35460","34400"
"New entrant CS","2023","HM Revenue and Customs","SCS level","10","[c]","99280","92500"
"New entrant CS","2023","HM Revenue and Customs","SEO","270","[c]","43270","42140"
"New entrant CS","2023","HM Treasury","AO","55","[c]","22150","21700"
"New entrant CS","2023","HM Treasury","EO","80","[c]","26510","27180"
"New entrant CS","2023","HM Treasury","G6","10","[c]","72620","65630"
"New entrant CS","2023","HM Treasury","G7","30","[c]","55510","54090"
"New entrant CS","2023","HM Treasury","HEO","140","[c]","31810","32360"
"New entrant CS","2023","HM Treasury","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","SEO","25","[c]","43330","42250"
"New entrant CS","2023","Home Office","AA","120","[c]","21540","22460"
"New entrant CS","2023","Home Office","AO","3710","[c]","23080","22400"
"New entrant CS","2023","Home Office","EO","3280","[c]","27080","25750"
"New entrant CS","2023","Home Office","G6","20","[c]","69890","70840"
"New entrant CS","2023","Home Office","G7","85","[c]","57760","59000"
"New entrant CS","2023","Home Office","HEO","385","[c]","34070","32670"
"New entrant CS","2023","Home Office","SCS level","25","[c]","92830","84310"
"New entrant CS","2023","Home Office","SEO","155","[c]","41110","40300"
"New entrant CS","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","AA","640","[c]","23100","21380"
"New entrant CS","2023","Ministry of Defence","AO","1600","[c]","23490","22220"
"New entrant CS","2023","Ministry of Defence","EO","940","[c]","27820","27080"
"New entrant CS","2023","Ministry of Defence","G6","95","[c]","75050","70550"
"New entrant CS","2023","Ministry of Defence","G7","285","[c]","54560","54440"
"New entrant CS","2023","Ministry of Defence","HEO","1375","[c]","33410","33830"
"New entrant CS","2023","Ministry of Defence","SCS level","25","[c]","103110","107500"
"New entrant CS","2023","Ministry of Defence","SEO","665","[c]","42430","41000"
"New entrant CS","2023","Ministry of Defence","Unknown","420","[c]","29610","26000"
"New entrant CS","2023","Ministry of Justice","AA","2200","[c]","22940","23230"
"New entrant CS","2023","Ministry of Justice","AO","6665","[c]","27430","28880"
"New entrant CS","2023","Ministry of Justice","EO","675","[c]","28070","28480"
"New entrant CS","2023","Ministry of Justice","G6","10","[c]","66330","63190"
"New entrant CS","2023","Ministry of Justice","G7","115","[c]","55290","55720"
"New entrant CS","2023","Ministry of Justice","HEO","575","[c]","33470","33200"
"New entrant CS","2023","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","SEO","295","[c]","41600","41510"
"New entrant CS","2023","Ministry of Justice","Unknown","4065","[c]","23100","23640"
"New entrant CS","2023","National Crime Agency","AO","45","[c]","24030","22950"
"New entrant CS","2023","National Crime Agency","EO","305","[c]","34240","34340"
"New entrant CS","2023","National Crime Agency","G6","10","[c]","74650","71980"
"New entrant CS","2023","National Crime Agency","G7","20","[c]","63100","61570"
"New entrant CS","2023","National Crime Agency","HEO","90","[c]","41610","41170"
"New entrant CS","2023","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SEO","45","[c]","49520","49180"
"New entrant CS","2023","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AO","65","[c]","22260","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","40","[c]","27900","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G7","145","[c]","75210","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","HEO","45","[c]","33970","33130"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO","160","[c]","48650","47750"
"New entrant CS","2023","Office of Gas and Electricity Markets","AO","30","[c]","21140","20970"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","170","[c]","26150","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6","40","[c]","73600","72000"
"New entrant CS","2023","Office of Gas and Electricity Markets","G7","90","[c]","53750","53000"
"New entrant CS","2023","Office of Gas and Electricity Markets","HEO","75","[c]","36030","34790"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO","60","[c]","40920","41000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","15","[c]","24160","23760"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G7","15","[c]","50430","49000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","HEO","30","[c]","32090","31310"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO","20","[c]","39770","39000"
"New entrant CS","2023","Office of Rail and Road","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G7","15","[c]","54910","55990"
"New entrant CS","2023","Office of Rail and Road","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G7","10","[c]","53610","52360"
"New entrant CS","2023","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","AA","1070","[c]","22360","22180"
"New entrant CS","2023","Scottish Government","AO","710","[c]","24460","24710"
"New entrant CS","2023","Scottish Government","EO","1045","[c]","29500","29100"
"New entrant CS","2023","Scottish Government","G6","60","[c]","73170","70920"
"New entrant CS","2023","Scottish Government","G7","230","[c]","55800","52360"
"New entrant CS","2023","Scottish Government","HEO","585","[c]","34910","33520"
"New entrant CS","2023","Scottish Government","SCS level","20","[c]","90360","81890"
"New entrant CS","2023","Scottish Government","SEO","320","[c]","44380","42860"
"New entrant CS","2023","The National Archives","AO","25","[c]","23290","23460"
"New entrant CS","2023","The National Archives","EO","20","[c]","25610","24990"
"New entrant CS","2023","The National Archives","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","HEO","30","[c]","32260","29920"
"New entrant CS","2023","The National Archives","SEO","20","[c]","41960","41000"
"New entrant CS","2023","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","25","[c]","32300","32300"
"New entrant CS","2023","UK Export Finance","G6","10","[c]","77420","77520"
"New entrant CS","2023","UK Export Finance","G7","15","[c]","59690","60600"
"New entrant CS","2023","UK Export Finance","HEO","20","[c]","35280","34000"
"New entrant CS","2023","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO","20","[c]","45620","44500"
"New entrant CS","2023","UK Statistics Authority","AA","40","[c]","20910","21200"
"New entrant CS","2023","UK Statistics Authority","AO","435","[c]","21440","21200"
"New entrant CS","2023","UK Statistics Authority","EO","145","[c]","25170","24840"
"New entrant CS","2023","UK Statistics Authority","G6","10","[c]","62620","61240"
"New entrant CS","2023","UK Statistics Authority","G7","75","[c]","53360","51460"
"New entrant CS","2023","UK Statistics Authority","HEO","245","[c]","31540","31060"
"New entrant CS","2023","UK Statistics Authority","SCS level","15","[c]","85690","80820"
"New entrant CS","2023","UK Statistics Authority","SEO","130","[c]","38640","37760"
"New entrant CS","2023","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO","10","[c]","37230","37230"
"New entrant CS","2023","Water Services Regulation Authority","EO","15","[c]","28630","29000"
"New entrant CS","2023","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","HEO","20","[c]","46590","46370"
"New entrant CS","2023","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","AO","105","[c]","22180","22150"
"New entrant CS","2023","Welsh Government","EO","40","[c]","27180","26900"
"New entrant CS","2023","Welsh Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","G7","35","[c]","54580","53440"
"New entrant CS","2023","Welsh Government","HEO","75","[c]","33850","32460"
"New entrant CS","2023","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","SEO","55","[c]","43190","41700"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
