"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","AO","40","[c]","22470","22500"
"Leaver CS","2023","Project Delivery","Project Delivery","EO","95","[c]","26740","26930"
"Leaver CS","2023","Project Delivery","Project Delivery","G6","100","[c]","69190","67890"
"Leaver CS","2023","Project Delivery","Project Delivery","G7","200","[c]","53770","53720"
"Leaver CS","2023","Project Delivery","Project Delivery","HEO","265","[c]","33320","33000"
"Leaver CS","2023","Project Delivery","Project Delivery","SCS level","25","[c]","101850","91170"
"Leaver CS","2023","Project Delivery","Project Delivery","SEO","305","[c]","41780","41200"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","45","[c]","41470","39980"
"Leaver CS","2023","Project Delivery","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Project Delivery","Tax","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","AO","65","[c]","22480","22520"
"Leaver CS","2023","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","AA","20","[c]","22540","22920"
"Leaver CS","2023","Property","Other","AO","15","[c]","27840","28490"
"Leaver CS","2023","Property","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","AA","60","[c]","19230","19010"
"Leaver CS","2023","Property","Property","AO","50","[c]","22510","22220"
"Leaver CS","2023","Property","Property","EO","105","[c]","27460","27000"
"Leaver CS","2023","Property","Property","G6","15","[c]","69330","70620"
"Leaver CS","2023","Property","Property","G7","40","[c]","57600","57150"
"Leaver CS","2023","Property","Property","HEO","105","[c]","34170","33990"
"Leaver CS","2023","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","SEO","130","[c]","44950","44990"
"Leaver CS","2023","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","AA","265","[c]","23550","22290"
"Leaver CS","2023","Security","Security","AO","320","[c]","33440","30560"
"Leaver CS","2023","Security","Security","EO","90","[c]","37040","32190"
"Leaver CS","2023","Security","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","HEO","75","[c]","41790","35650"
"Leaver CS","2023","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","SEO","50","[c]","45240","43750"
"Leaver CS","2023","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","AO","30","[c]","21380","21720"
"Leaver CS","2023","Security","Unknown","EO","20","[c]","25700","25030"
"Leaver CS","2023","Security","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","G7","10","[c]","53840","54100"
"Leaver CS","2023","Security","Unknown","HEO","30","[c]","33900","34320"
"Leaver CS","2023","Security","Unknown","SEO","10","[c]","40540","41740"
"Leaver CS","2023","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","G6","10","[c]","70660","68710"
"Leaver CS","2023","Unknown","Medicine","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","SCS level","10","[c]","82420","83400"
"Leaver CS","2023","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","AO","25","[c]","23590","24630"
"Leaver CS","2023","Unknown","Operational Delivery","EO","30","[c]","28480","28810"
"Leaver CS","2023","Unknown","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","HEO","15","[c]","36120","38020"
"Leaver CS","2023","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","SEO","20","[c]","43090","41680"
"Leaver CS","2023","Unknown","Other","AA","10","[c]","19830","19280"
"Leaver CS","2023","Unknown","Other","AO","10","[c]","24090","24630"
"Leaver CS","2023","Unknown","Other","EO","20","[c]","27600","27400"
"Leaver CS","2023","Unknown","Other","G6","10","[c]","72560","67080"
"Leaver CS","2023","Unknown","Other","G7","35","[c]","51930","49260"
"Leaver CS","2023","Unknown","Other","HEO","30","[c]","34320","33780"
"Leaver CS","2023","Unknown","Other","SCS level","15","[c]","98200","97030"
"Leaver CS","2023","Unknown","Other","SEO","25","[c]","43050","41250"
"Leaver CS","2023","Unknown","Other","Unknown","200","[c]","36830","33920"
"Leaver CS","2023","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","AO","40","[c]","23430","22320"
"Leaver CS","2023","Unknown","Policy","EO","35","[c]","25960","27570"
"Leaver CS","2023","Unknown","Policy","G6","15","[c]","71490","72470"
"Leaver CS","2023","Unknown","Policy","G7","35","[c]","56880","55150"
"Leaver CS","2023","Unknown","Policy","HEO","30","[c]","36900","38150"
"Leaver CS","2023","Unknown","Policy","SCS level","10","[c]","98070","86220"
"Leaver CS","2023","Unknown","Policy","SEO","35","[c]","43920","43760"
"Leaver CS","2023","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G6","10","[c]","75930","76060"
"Leaver CS","2023","Unknown","Science and Engineering","G7","15","[c]","52450","49260"
"Leaver CS","2023","Unknown","Science and Engineering","HEO","20","[c]","31760","30650"
"Leaver CS","2023","Unknown","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SEO","20","[c]","41570","41480"
"Leaver CS","2023","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA","210","[c]","23300","23340"
"Leaver CS","2023","Unknown","Unknown","AO","190","[c]","26370","26600"
"Leaver CS","2023","Unknown","Unknown","EO","375","[c]","28890","29450"
"Leaver CS","2023","Unknown","Unknown","G6","175","[c]","76600","79110"
"Leaver CS","2023","Unknown","Unknown","G7","295","[c]","59730","61330"
"Leaver CS","2023","Unknown","Unknown","HEO","405","[c]","35430","34730"
"Leaver CS","2023","Unknown","Unknown","SCS level","80","[c]","98310","91410"
"Leaver CS","2023","Unknown","Unknown","SEO","300","[c]","45950","46690"
"Leaver CS","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","G7","35","[c]","56900","56590"
"Leaver Dept.","2023","Analysis","Economics","HEO","70","[c]","33750","33630"
"Leaver Dept.","2023","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","SEO","20","[c]","40910","39190"
"Leaver Dept.","2023","Analysis","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","HEO","10","[c]","32190","31060"
"Leaver Dept.","2023","Analysis","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","HEO","20","[c]","33990","33930"
"Leaver Dept.","2023","Analysis","Operational Research","SEO","15","[c]","42560","43250"
"Leaver Dept.","2023","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","G7","15","[c]","49560","49260"
"Leaver Dept.","2023","Analysis","Science and Engineering","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","SEO","10","[c]","39690","39890"
"Leaver Dept.","2023","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","HEO","35","[c]","33100","32800"
"Leaver Dept.","2023","Analysis","Social Research","SEO","40","[c]","42290","42710"
"Leaver Dept.","2023","Analysis","Statistics","EO","10","[c]","29640","30100"
"Leaver Dept.","2023","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","G7","15","[c]","58700","58960"
"Leaver Dept.","2023","Analysis","Statistics","HEO","115","[c]","32880","33250"
"Leaver Dept.","2023","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","SEO","30","[c]","43120","43920"
"Leaver Dept.","2023","Analysis","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","EO","30","[c]","27540","27140"
"Leaver Dept.","2023","Commercial","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","G7","35","[c]","50580","51800"
"Leaver Dept.","2023","Commercial","Commercial","HEO","60","[c]","32650","32000"
"Leaver Dept.","2023","Commercial","Commercial","SEO","95","[c]","41400","41590"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G7","20","[c]","56820","56090"
"Leaver Dept.","2023","Commercial","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","EO","20","[c]","28410","28850"
"Leaver Dept.","2023","Communications","Communications","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","G7","30","[c]","55920","56080"
"Leaver Dept.","2023","Communications","Communications","HEO","100","[c]","33740","33570"
"Leaver Dept.","2023","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","SEO","50","[c]","43140","43650"
"Leaver Dept.","2023","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","EO","10","[c]","27070","27500"
"Leaver Dept.","2023","Communications","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","G7","15","[c]","56780","56430"
"Leaver Dept.","2023","Communications","Unknown","HEO","15","[c]","35250","35650"
"Leaver Dept.","2023","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","SEO","20","[c]","41790","41870"
"Leaver Dept.","2023","Counter Fraud","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","AO","30","[c]","23030","21690"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","EO","110","[c]","28980","28120"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","HEO","20","[c]","34420","34170"
"Leaver Dept.","2023","Counter Fraud","Counter Fraud","SEO","10","[c]","40120","39250"
"Leaver Dept.","2023","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","AO","10","[c]","22390","21690"
"Leaver Dept.","2023","Counter Fraud","Other","EO","15","[c]","29710","28120"
"Leaver Dept.","2023","Counter Fraud","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","AO","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Other","AO","45","[c]","21620","21690"
"Leaver Dept.","2023","Debt","Other","EO","15","[c]","27860","28120"
"Leaver Dept.","2023","Debt","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","AO","15","[c]","21800","21690"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","EO","85","[c]","27690","27170"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G6","25","[c]","69210","66860"
"Leaver Dept.","2023","Digital, Data & Technology","Digital, Data and Technology","G7","115","[c]","54760","54540"
