"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Intellectual Property Office","Digital, Data and Technology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Digital, Data and Technology","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Economics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Operational Delivery","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Science and Engineering","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Operational Delivery","Outside London","Female","35","[c]","25060","21780"
"Leaver CS","2023","Legal Aid Agency","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Operational Delivery","Outside London","Female","40","[c]","27020","22500"
"Leaver CS","2023","Maritime and Coastguard Agency","Operational Delivery","Outside London","Male","85","[c]","34430","30730"
"Leaver CS","2023","Maritime and Coastguard Agency","Policy","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Policy","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Medicine","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Digital, Data and Technology","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Other","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Other","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Science and Engineering","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Science and Engineering","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Commercial","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Commercial","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Commercial","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Communications","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Communications","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Communications","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","Female","35","[c]","34890","33300"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","Male","90","[c]","34560","33340"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Outside London","Female","75","[c]","37560","34300"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Outside London","Male","90","[c]","42590","40000"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","London","Female","30","[c]","38740","35270"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Outside London","Female","330","[c]","25080","22220"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Outside London","Male","330","[c]","32060","30470"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Overseas","Female","40","[c]","50130","48580"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","Male","30","[c]","37000","38020"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","Female","185","[c]","41050","38680"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","Outside London","Male","70","[c]","55920","41190"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","Female","170","[c]","25960","22220"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","Male","80","[c]","27710","23100"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Other","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","Female","35","[c]","23470","21170"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Other","Outside London","Male","190","[c]","23770","20970"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Policy","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Policy","London","Male","30","[c]","48100","45120"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Policy","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Female","75","[c]","42310","40580"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","Male","115","[c]","44130","41200"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","Female","55","[c]","27750","21830"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Outside London","Male","110","[c]","32480","33730"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","Male","130","[c]","31440","27140"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","London","Male","40","[c]","33870","30590"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","Female","95","[c]","29880","26750"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Outside London","Male","545","[c]","31900","27500"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Statistics","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Statistics","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Commercial","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Communications","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Female","35","[c]","52940","55280"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Male","55","[c]","57100","60570"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Economics","London","Male","[c]","[c]","[c]","[c]"
