"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Statistics","G7","[c]","[c]","[c]","[c]"
