"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","Heterosexual / straight","40","[c]","48230","50220"
"Leaver CS","2023","60-64","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Heterosexual / straight","75","[c]","34100","30690"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Transport","Heterosexual / straight","90","[c]","36610","27450"
"Leaver CS","2023","60-64","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Transport","Undeclared","40","[c]","34870","28590"
"Leaver CS","2023","60-64","Department for Transport","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Work and Pensions","Heterosexual / straight","955","[c]","29020","27570"
"Leaver CS","2023","60-64","Department for Work and Pensions","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Work and Pensions","Undeclared","145","[c]","28460","27570"
"Leaver CS","2023","60-64","Department for Work and Pensions","Unknown","270","[c]","27670","27570"
"Leaver CS","2023","60-64","Department of Health and Social Care","Heterosexual / straight","95","[c]","52360","40810"
"Leaver CS","2023","60-64","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","Unknown","50","[c]","59090","50770"
"Leaver CS","2023","60-64","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","Heterosexual / straight","50","[c]","36070","34850"
"Leaver CS","2023","60-64","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","Heterosexual / straight","30","[c]","36070","32610"
"Leaver CS","2023","60-64","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","Unknown","815","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","Heterosexual / straight","230","[c]","35630","29690"
"Leaver CS","2023","60-64","Home Office","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","Undeclared","45","[c]","35000","29080"
"Leaver CS","2023","60-64","Home Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","Heterosexual / straight","630","[c]","37040","33300"
"Leaver CS","2023","60-64","Ministry of Defence","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","Undeclared","125","[c]","39570","36640"
"Leaver CS","2023","60-64","Ministry of Defence","Unknown","110","[c]","39780","35400"
"Leaver CS","2023","60-64","Ministry of Justice","Heterosexual / straight","595","[c]","32070","25480"
"Leaver CS","2023","60-64","Ministry of Justice","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Justice","Undeclared","100","[c]","30560","21780"
"Leaver CS","2023","60-64","Ministry of Justice","Unknown","170","[c]","24610","21410"
"Leaver CS","2023","60-64","National Crime Agency","Heterosexual / straight","35","[c]","49570","46150"
"Leaver CS","2023","60-64","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","30","[c]","70630","77470"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scottish Government","Heterosexual / straight","135","[c]","46280","38330"
"Leaver CS","2023","60-64","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scottish Government","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Scottish Government","Unknown","125","[c]","38660","37060"
"Leaver CS","2023","60-64","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","Heterosexual / straight","60","[c]","27320","21200"
"Leaver CS","2023","60-64","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Statistics Authority","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Welsh Government","Heterosexual / straight","35","[c]","48250","47470"
"Leaver CS","2023","60-64","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Welsh Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","Heterosexual / straight","35","[c]","50500","55290"
"Leaver CS","2023","65+","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","55","[c]","38630","36000"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Heterosexual / straight","50","[c]","30140","25920"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport","Heterosexual / straight","105","[c]","31240","27450"
"Leaver CS","2023","65+","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport","Undeclared","75","[c]","27010","26780"
"Leaver CS","2023","65+","Department for Transport","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Work and Pensions","Heterosexual / straight","775","[c]","26650","27570"
"Leaver CS","2023","65+","Department for Work and Pensions","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Work and Pensions","Undeclared","135","[c]","26540","26650"
"Leaver CS","2023","65+","Department for Work and Pensions","Unknown","215","[c]","26130","24640"
"Leaver CS","2023","65+","Department of Health and Social Care","Heterosexual / straight","40","[c]","52440","38580"
"Leaver CS","2023","65+","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","Heterosexual / straight","35","[c]","34200","34850"
"Leaver CS","2023","65+","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Land Registry","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs","Unknown","585","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","Heterosexual / straight","180","[c]","30610","26400"
"Leaver CS","2023","65+","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","Undeclared","45","[c]","28920","26780"
"Leaver CS","2023","65+","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Heterosexual / straight","545","[c]","31430","27370"
"Leaver CS","2023","65+","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence","Undeclared","90","[c]","32830","32430"
"Leaver CS","2023","65+","Ministry of Defence","Unknown","80","[c]","33500","30650"
"Leaver CS","2023","65+","Ministry of Justice","Heterosexual / straight","585","[c]","26460","21780"
"Leaver CS","2023","65+","Ministry of Justice","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice","Undeclared","70","[c]","23640","21650"
"Leaver CS","2023","65+","Ministry of Justice","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","Heterosexual / straight","80","[c]","37310","34730"
"Leaver CS","2023","65+","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government","Unknown","95","[c]","35100","29560"
"Leaver CS","2023","65+","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","Heterosexual / straight","75","[c]","25880","21200"
"Leaver CS","2023","65+","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","Heterosexual / straight","40","[c]","40710","38160"
"Leaver CS","2023","65+","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Departments","Heterosexual / straight","50","[c]","28390","27760"
"Leaver Dept.","2023","20-29","Attorney General's Departments","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Departments","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Departments","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cabinet Office","Heterosexual / straight","240","[c]","35070","34550"
"Leaver Dept.","2023","20-29","Cabinet Office","LGBO","50","[c]","35090","35650"
"Leaver Dept.","2023","20-29","Cabinet Office","Undeclared","35","[c]","38510","34550"
"Leaver Dept.","2023","20-29","Cabinet Office","Unknown","505","[c]","32800","32000"
"Leaver Dept.","2023","20-29","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","185","[c]","37060","33910"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","LGBO","35","[c]","37240","34120"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","29860","25360"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","Heterosexual / straight","80","[c]","38340","35620"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education","Heterosexual / straight","100","[c]","35700","34030"
"Leaver Dept.","2023","20-29","Department for Education","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Heterosexual / straight","50","[c]","33790","32120"
"Leaver Dept.","2023","20-29","Department for International Trade","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Unknown","30","[c]","37090","35010"
