"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","G7","Female","45","[c]","64570","65500"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","G7","Male","50","[c]","64310","65500"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","EO","Female","35","[c]","27950","27760"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","G6","Female","35","[c]","68790","67610"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","G6","Male","40","[c]","68610","67600"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","G7","Female","55","[c]","52440","52020"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AA","Female","165","[c]","20030","19930"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AA","Male","85","[c]","20280","19930"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AO","Female","930","[c]","22320","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AO","Male","330","[c]","22340","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","EO","Female","150","[c]","27180","25830"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","EO","Male","70","[c]","27280","25880"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","HEO","Female","60","[c]","32810","32060"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","HEO","Male","40","[c]","33310","34260"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SEO","Female","80","[c]","43030","43650"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SEO","Male","45","[c]","41920","41750"
"Leaver CS","2023","HM Land Registry","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","AO","Female","75","[c]","23490","23390"
"Leaver CS","2023","HM Land Registry","HM Land Registry","AO","Male","45","[c]","23540","23390"
"Leaver CS","2023","HM Land Registry","HM Land Registry","EO","Female","85","[c]","28400","28080"
"Leaver CS","2023","HM Land Registry","HM Land Registry","EO","Male","60","[c]","29800","28080"
"Leaver CS","2023","HM Land Registry","HM Land Registry","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","HEO","Female","50","[c]","35060","34850"
"Leaver CS","2023","HM Land Registry","HM Land Registry","HEO","Male","50","[c]","36720","34850"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SEO","Female","35","[c]","43070","41680"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SEO","Male","50","[c]","44100","43150"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","AA","Female","560","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","AA","Male","530","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","AO","Female","1335","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","AO","Male","1915","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","EO","Female","200","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","EO","Male","320","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","HEO","Female","135","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","HEO","Male","130","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SEO","Female","75","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SEO","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Female","1435","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Male","520","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Female","1215","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","Male","850","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Female","450","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Male","390","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","Female","100","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","Male","160","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","Female","265","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","Male","340","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","Female","150","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","Male","185","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","G7","Male","45","[c]","54430","54090"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","HEO","Female","30","[c]","34580","33630"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","HEO","Male","45","[c]","33420","32970"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SEO","Female","35","[c]","44480","43610"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SEO","Male","50","[c]","51440","46550"
"Leaver CS","2023","Home Office","Home Office","AA","Female","60","[c]","21750","22460"
"Leaver CS","2023","Home Office","Home Office","AA","Male","55","[c]","21680","22460"
"Leaver CS","2023","Home Office","Home Office","AO","Female","365","[c]","23080","22400"
"Leaver CS","2023","Home Office","Home Office","AO","Male","300","[c]","23020","22400"
"Leaver CS","2023","Home Office","Home Office","EO","Female","425","[c]","27600","26750"
"Leaver CS","2023","Home Office","Home Office","EO","Male","500","[c]","27450","26750"
"Leaver CS","2023","Home Office","Home Office","G6","Female","30","[c]","70390","70840"
"Leaver CS","2023","Home Office","Home Office","G6","Male","35","[c]","72080","70840"
"Leaver CS","2023","Home Office","Home Office","G7","Female","90","[c]","58440","59290"
"Leaver CS","2023","Home Office","Home Office","G7","Male","100","[c]","59250","59290"
"Leaver CS","2023","Home Office","Home Office","HEO","Female","150","[c]","35230","36000"
"Leaver CS","2023","Home Office","Home Office","HEO","Male","160","[c]","34890","35200"
"Leaver CS","2023","Home Office","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Home Office","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Home Office","SEO","Female","100","[c]","42880","43210"
"Leaver CS","2023","Home Office","Home Office","SEO","Male","120","[c]","42380","42760"
"Leaver CS","2023","Home Office","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","AO","Male","30","[c]","22230","22500"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","HEO","Male","35","[c]","33240","33430"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO","Female","15","[c]","[c]","[c]"
