"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Other","Outside London","SEO/HEO","70","[c]","38500","38790"
"Leaver CS","2023","No function","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Planning Inspectors","Outside London","G6/G7","20","[c]","59820","60050"
"Leaver CS","2023","No function","Policy","London","AA/AO","60","[c]","22600","22750"
"Leaver CS","2023","No function","Policy","London","EO","140","[c]","28380","28580"
"Leaver CS","2023","No function","Policy","London","G6/G7","480","[c]","58400","55310"
"Leaver CS","2023","No function","Policy","London","SCS level","85","[c]","90730","78370"
"Leaver CS","2023","No function","Policy","London","SEO/HEO","555","[c]","37910","37880"
"Leaver CS","2023","No function","Policy","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Outside London","AA/AO","50","[c]","20080","19300"
"Leaver CS","2023","No function","Policy","Outside London","EO","55","[c]","25940","25900"
"Leaver CS","2023","No function","Policy","Outside London","G6/G7","95","[c]","55890","53520"
"Leaver CS","2023","No function","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Outside London","SEO/HEO","195","[c]","35610","34160"
"Leaver CS","2023","No function","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","G6/G7","30","[c]","61950","59290"
"Leaver CS","2023","No function","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","London","SEO/HEO","25","[c]","39940","40050"
"Leaver CS","2023","No function","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","SEO/HEO","15","[c]","36120","39000"
"Leaver CS","2023","No function","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","EO","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","AA/AO","15","[c]","23990","23470"
"Leaver CS","2023","No function","Science and Engineering","London","EO","15","[c]","28450","27960"
"Leaver CS","2023","No function","Science and Engineering","London","G6/G7","25","[c]","59930","59070"
"Leaver CS","2023","No function","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","SEO/HEO","75","[c]","37740","37670"
"Leaver CS","2023","No function","Science and Engineering","Outside London","AA/AO","155","[c]","22240","21580"
"Leaver CS","2023","No function","Science and Engineering","Outside London","EO","130","[c]","27170","26880"
"Leaver CS","2023","No function","Science and Engineering","Outside London","G6/G7","80","[c]","60460","58080"
"Leaver CS","2023","No function","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Outside London","SEO/HEO","535","[c]","37670","36760"
"Leaver CS","2023","No function","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","AA/AO","15","[c]","23500","23500"
"Leaver CS","2023","No function","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","AA/AO","215","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","EO","220","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","G6/G7","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","SEO/HEO","205","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","London","AA/AO","50","[c]","21910","18300"
"Leaver CS","2023","No function","Unknown","London","EO","70","[c]","29560","29780"
"Leaver CS","2023","No function","Unknown","London","G6/G7","120","[c]","59850","57080"
"Leaver CS","2023","No function","Unknown","London","SCS level","35","[c]","92990","80800"
"Leaver CS","2023","No function","Unknown","London","SEO/HEO","155","[c]","39060","37660"
"Leaver CS","2023","No function","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Outside London","AA/AO","175","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Outside London","EO","85","[c]","26030","26450"
"Leaver CS","2023","No function","Unknown","Outside London","G6/G7","35","[c]","62900","54360"
"Leaver CS","2023","No function","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Outside London","SEO/HEO","165","[c]","36630","38010"
"Leaver CS","2023","No function","Unknown","Outside London","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","SEO/HEO","25","[c]","39750","37980"
"Leaver CS","2023","Project Delivery","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Unknown","30","[c]","42910","33690"
"Leaver CS","2023","Project Delivery","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","EO","30","[c]","28090","29530"
"Leaver CS","2023","Project Delivery","Project Delivery","London","G6/G7","90","[c]","61520","57540"
"Leaver CS","2023","Project Delivery","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","SEO/HEO","105","[c]","37810","37740"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","AA/AO","35","[c]","22180","21840"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","EO","65","[c]","26080","26050"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","G6/G7","205","[c]","57820","56180"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","SEO/HEO","465","[c]","37580","37990"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Unknown","45","[c]","41470","39980"
"Leaver CS","2023","Project Delivery","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Project Delivery","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","Outside London","AA/AO","65","[c]","22340","22520"
"Leaver CS","2023","Property","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","Outside London","AA/AO","25","[c]","25570","25820"
"Leaver CS","2023","Property","Other","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","London","EO","15","[c]","30300","30590"
"Leaver CS","2023","Property","Property","London","G6/G7","15","[c]","61680","63430"
"Leaver CS","2023","Property","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","London","SEO/HEO","45","[c]","44840","45750"
"Leaver CS","2023","Property","Property","Outside London","AA/AO","100","[c]","20290","19770"
"Leaver CS","2023","Property","Property","Outside London","EO","90","[c]","26960","26960"
"Leaver CS","2023","Property","Property","Outside London","G6/G7","40","[c]","60250","58770"
"Leaver CS","2023","Property","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Outside London","SEO/HEO","190","[c]","39120","39750"
"Leaver CS","2023","Property","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","AA/AO","40","[c]","28560","25060"
"Leaver CS","2023","Security","Security","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","SEO/HEO","30","[c]","43820","43420"
"Leaver CS","2023","Security","Security","Outside London","AA/AO","540","[c]","29000","27350"
"Leaver CS","2023","Security","Security","Outside London","EO","80","[c]","36870","32190"
"Leaver CS","2023","Security","Security","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Outside London","SEO/HEO","90","[c]","42640","38790"
"Leaver CS","2023","Security","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Outside London","AA/AO","30","[c]","21370","21720"
"Leaver CS","2023","Security","Unknown","Outside London","EO","15","[c]","25670","25210"
"Leaver CS","2023","Security","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Outside London","SEO/HEO","30","[c]","35550","34320"
"Leaver CS","2023","Security","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","G6/G7","15","[c]","63550","66850"
"Leaver CS","2023","Unknown","Medicine","London","SCS level","10","[c]","82420","83400"
"Leaver CS","2023","Unknown","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","EO","15","[c]","28440","27840"
"Leaver CS","2023","Unknown","Operational Delivery","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","AA/AO","25","[c]","23730","24630"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","EO","15","[c]","28510","29430"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","SEO/HEO","30","[c]","40610","38160"
"Leaver CS","2023","Unknown","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","EO","10","[c]","28240","27670"
"Leaver CS","2023","Unknown","Other","London","G6/G7","15","[c]","58440","55630"
"Leaver CS","2023","Unknown","Other","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","London","SEO/HEO","15","[c]","37870","38790"
"Leaver CS","2023","Unknown","Other","Outside London","AA/AO","15","[c]","21240","19280"
"Leaver CS","2023","Unknown","Other","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","G6/G7","25","[c]","55600","49260"
"Leaver CS","2023","Unknown","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","SEO/HEO","40","[c]","38530","38760"
"Leaver CS","2023","Unknown","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","AA/AO","15","[c]","25540","25610"
"Leaver CS","2023","Unknown","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","G6/G7","25","[c]","61020","58300"
"Leaver CS","2023","Unknown","Policy","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","SEO/HEO","30","[c]","41570","39780"
"Leaver CS","2023","Unknown","Policy","Outside London","AA/AO","25","[c]","22160","21690"
"Leaver CS","2023","Unknown","Policy","Outside London","EO","25","[c]","27050","27840"
"Leaver CS","2023","Unknown","Policy","Outside London","G6/G7","20","[c]","61090","61440"
