"Status","Year","Disability","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","70","[c]","32400","30480"
"New entrant CS","2023","Undeclared","Greater Manchester","Outside London","65","[c]","27370","23640"
"New entrant CS","2023","Undeclared","Hampshire and Isle of Wight","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inner London - East","London","45","[c]","36040","33800"
"New entrant CS","2023","Undeclared","Inner London - West","London","170","[c]","35950","33800"
"New entrant CS","2023","Undeclared","Kent","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lancashire","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Lincolnshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Merseyside","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","North Yorkshire","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northumberland, and Tyne and Wear","Outside London","40","[c]","27690","22700"
"New entrant CS","2023","Undeclared","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - South","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Outer London - West and North West","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Shropshire and Staffordshire","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","South Yorkshire","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Southern Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Surrey, East and West Sussex","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Tees Valley and Durham","Outside London","30","[c]","28130","24820"
"New entrant CS","2023","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Central Scotland","Outside London","50","[c]","29090","27570"
"New entrant CS","2023","Undeclared","West Midlands","Outside London","70","[c]","26930","22500"
"New entrant CS","2023","Undeclared","West Wales and The Valleys","Outside London","45","[c]","23940","22500"
"New entrant CS","2023","Undeclared","West Yorkshire","Outside London","45","[c]","27300","26300"
"New entrant CS","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","245","[c]","29550","26560"
"New entrant CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","490","[c]","31670","27880"
"New entrant CS","2023","Unknown","Cheshire","Outside London","270","[c]","31530","28880"
"New entrant CS","2023","Unknown","Cornwall and Isles of Scilly","Outside London","70","[c]","29720","22500"
"New entrant CS","2023","Unknown","Cumbria","Outside London","100","[c]","28130","23640"
"New entrant CS","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","670","[c]","27670","23390"
"New entrant CS","2023","Unknown","Devon","Outside London","395","[c]","28140","25750"
"New entrant CS","2023","Unknown","Dorset and Somerset","Outside London","265","[c]","27450","25750"
"New entrant CS","2023","Unknown","East Anglia","Outside London","615","[c]","27640","23390"
"New entrant CS","2023","Unknown","East Wales","Outside London","810","[c]","28360","25750"
"New entrant CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","170","[c]","26610","25750"
"New entrant CS","2023","Unknown","Eastern Scotland","Outside London","1540","[c]","31720","29100"
"New entrant CS","2023","Unknown","Essex","Outside London","265","[c]","27210","25750"
"New entrant CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2060","[c]","31550","27500"
"New entrant CS","2023","Unknown","Greater Manchester","Outside London","1050","[c]","29290","25830"
"New entrant CS","2023","Unknown","Hampshire and Isle of Wight","Outside London","1230","[c]","29620","26780"
"New entrant CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","200","[c]","26330","24070"
"New entrant CS","2023","Unknown","Highlands and Islands","Outside London","115","[c]","26910","24710"
"New entrant CS","2023","Unknown","Inner London - East","London","825","[c]","36180","32980"
"New entrant CS","2023","Unknown","Inner London - West","London","2490","[c]","36840","33800"
"New entrant CS","2023","Unknown","Kent","Outside London","770","[c]","25960","25750"
"New entrant CS","2023","Unknown","Lancashire","Outside London","395","[c]","26720","23640"
"New entrant CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","320","[c]","25840","23230"
"New entrant CS","2023","Unknown","Lincolnshire","Outside London","170","[c]","28100","26780"
"New entrant CS","2023","Unknown","Merseyside","Outside London","2160","[c]","24270","22400"
"New entrant CS","2023","Unknown","North Eastern Scotland","Outside London","100","[c]","30260","29100"
"New entrant CS","2023","Unknown","North Yorkshire","Outside London","210","[c]","30390","27110"
"New entrant CS","2023","Unknown","Northern Ireland","Outside London","370","[c]","26070","22520"
"New entrant CS","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","605","[c]","28160","23640"
"New entrant CS","2023","Unknown","Outer London - East and North East","London","175","[c]","31050","30780"
"New entrant CS","2023","Unknown","Outer London - South","London","940","[c]","31110","29750"
"New entrant CS","2023","Unknown","Outer London - West and North West","London","885","[c]","31350","29750"
"New entrant CS","2023","Unknown","Overseas","Overseas","65","[c]","48990","45690"
"New entrant CS","2023","Unknown","Shropshire and Staffordshire","Outside London","500","[c]","30800","27500"
"New entrant CS","2023","Unknown","South Yorkshire","Outside London","1070","[c]","26400","25750"
"New entrant CS","2023","Unknown","Southern Scotland","Outside London","310","[c]","26120","23190"
"New entrant CS","2023","Unknown","Surrey, East and West Sussex","Outside London","380","[c]","30170","26750"
"New entrant CS","2023","Unknown","Tees Valley and Durham","Outside London","675","[c]","26610","23390"
"New entrant CS","2023","Unknown","Unknown","Unknown","270","[c]","25080","22400"
"New entrant CS","2023","Unknown","West Central Scotland","Outside London","1835","[c]","27930","24710"
"New entrant CS","2023","Unknown","West Midlands","Outside London","1090","[c]","27110","23230"
"New entrant CS","2023","Unknown","West Wales and The Valleys","Outside London","395","[c]","25000","22500"
"New entrant CS","2023","Unknown","West Yorkshire","Outside London","940","[c]","28530","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
