"Status","Year","Age","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Communications","Male","35","[c]","49290","43170"
"New entrant CS","2023","40-49","Counter Fraud","Female","85","[c]","29800","27770"
"New entrant CS","2023","40-49","Counter Fraud","Male","45","[c]","28370","27650"
"New entrant CS","2023","40-49","Debt","Female","170","[c]","22850","22520"
"New entrant CS","2023","40-49","Debt","Male","75","[c]","22360","22520"
"New entrant CS","2023","40-49","Digital, Data & Technology","Female","230","[c]","42840","39110"
"New entrant CS","2023","40-49","Digital, Data & Technology","Male","435","[c]","47310","43890"
"New entrant CS","2023","40-49","Finance","Female","95","[c]","39190","34400"
"New entrant CS","2023","40-49","Finance","Male","55","[c]","40280","38470"
"New entrant CS","2023","40-49","Grants Management","Female","50","[c]","22680","22150"
"New entrant CS","2023","40-49","Grants Management","Male","35","[c]","24290","22150"
"New entrant CS","2023","40-49","Human Resources","Female","175","[c]","37720","33830"
"New entrant CS","2023","40-49","Human Resources","Male","70","[c]","34530","33140"
"New entrant CS","2023","40-49","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Internal Audit","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Legal","Female","155","[c]","40420","38760"
"New entrant CS","2023","40-49","Legal","Male","55","[c]","43740","40800"
"New entrant CS","2023","40-49","No function","Female","3205","[c]","29540","25100"
"New entrant CS","2023","40-49","No function","Male","2400","[c]","31070","27090"
"New entrant CS","2023","40-49","Project Delivery","Female","190","[c]","42220","39510"
"New entrant CS","2023","40-49","Project Delivery","Male","160","[c]","46210","41780"
"New entrant CS","2023","40-49","Property","Female","85","[c]","36100","33830"
"New entrant CS","2023","40-49","Property","Male","110","[c]","39960","37850"
"New entrant CS","2023","40-49","Security","Female","40","[c]","33440","27500"
"New entrant CS","2023","40-49","Security","Male","130","[c]","33420","27500"
"New entrant CS","2023","40-49","Unknown","Female","530","[c]","34580","29100"
"New entrant CS","2023","40-49","Unknown","Male","315","[c]","37710","33520"
"New entrant CS","2023","50-59","Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Analysis","Male","30","[c]","48190","49260"
"New entrant CS","2023","50-59","Commercial","Female","45","[c]","49570","39860"
"New entrant CS","2023","50-59","Commercial","Male","45","[c]","52660","45500"
"New entrant CS","2023","50-59","Communications","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Counter Fraud","Female","40","[c]","27360","25610"
"New entrant CS","2023","50-59","Counter Fraud","Male","65","[c]","30300","27890"
"New entrant CS","2023","50-59","Debt","Female","110","[c]","22490","22520"
"New entrant CS","2023","50-59","Debt","Male","75","[c]","22530","22520"
"New entrant CS","2023","50-59","Digital, Data & Technology","Female","105","[c]","40030","37070"
"New entrant CS","2023","50-59","Digital, Data & Technology","Male","240","[c]","50840","44930"
"New entrant CS","2023","50-59","Finance","Female","60","[c]","37470","34290"
"New entrant CS","2023","50-59","Finance","Male","35","[c]","44650","43000"
"New entrant CS","2023","50-59","Grants Management","Female","40","[c]","22550","22150"
"New entrant CS","2023","50-59","Grants Management","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Female","85","[c]","38310","33560"
"New entrant CS","2023","50-59","Human Resources","Male","105","[c]","37450","31270"
"New entrant CS","2023","50-59","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Female","75","[c]","38540","36010"
"New entrant CS","2023","50-59","Legal","Male","50","[c]","42000","40680"
"New entrant CS","2023","50-59","No function","Female","2500","[c]","28310","23640"
"New entrant CS","2023","50-59","No function","Male","2305","[c]","30810","26400"
"New entrant CS","2023","50-59","Project Delivery","Female","95","[c]","40170","37420"
"New entrant CS","2023","50-59","Project Delivery","Male","125","[c]","51990","45150"
"New entrant CS","2023","50-59","Property","Female","55","[c]","34680","27140"
"New entrant CS","2023","50-59","Property","Male","105","[c]","38180","33830"
"New entrant CS","2023","50-59","Security","Female","45","[c]","30010","27500"
"New entrant CS","2023","50-59","Security","Male","165","[c]","32220","27500"
"New entrant CS","2023","50-59","Unknown","Female","395","[c]","33420","29100"
"New entrant CS","2023","50-59","Unknown","Male","245","[c]","37140","30530"
"New entrant CS","2023","60-64","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","Male","40","[c]","47350","42520"
"New entrant CS","2023","60-64","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","Female","460","[c]","27330","22520"
"New entrant CS","2023","60-64","No function","Male","640","[c]","29670","25100"
"New entrant CS","2023","60-64","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","Male","30","[c]","33850","33990"
"New entrant CS","2023","60-64","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Female","75","[c]","30140","29100"
"New entrant CS","2023","60-64","Unknown","Male","55","[c]","33720","29100"
"New entrant CS","2023","65+","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Debt","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Grants Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","Female","110","[c]","28670","22400"
"New entrant CS","2023","65+","No function","Male","225","[c]","32470","25480"
"New entrant CS","2023","65+","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Female","60","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","No function","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
