"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","Undeclared","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","East Midlands (England)","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","East of England","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","London","75","[c]","33130","29750"
"New entrant CS","2023","60-64","Unknown","Unknown","North East (England)","40","[c]","25210","22520"
"New entrant CS","2023","60-64","Unknown","Unknown","North West (England)","100","[c]","25110","22400"
"New entrant CS","2023","60-64","Unknown","Unknown","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Scotland","100","[c]","29110","25300"
"New entrant CS","2023","60-64","Unknown","Unknown","South East (England)","70","[c]","26340","24070"
"New entrant CS","2023","60-64","Unknown","Unknown","South West (England)","45","[c]","34670","25880"
"New entrant CS","2023","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","West Midlands (England)","40","[c]","28900","23640"
"New entrant CS","2023","60-64","Unknown","Unknown","Yorkshire and The Humber","45","[c]","24780","22520"
"New entrant CS","2023","60-64","Unknown","White","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","East of England","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","London","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","South East (England)","50","[c]","28950","25810"
"New entrant CS","2023","60-64","Unknown","White","South West (England)","30","[c]","35450","33830"
"New entrant CS","2023","60-64","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","White","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
