"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Psychology","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","EO","40","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Outside London","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","AA/AO","15","[c]","23990","23470"
"Leaver CS","2023","Science and Engineering","London","EO","20","[c]","28500","27960"
"Leaver CS","2023","Science and Engineering","London","G6/G7","35","[c]","62500","61170"
"Leaver CS","2023","Science and Engineering","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","London","SEO/HEO","90","[c]","37680","37720"
"Leaver CS","2023","Science and Engineering","Outside London","AA/AO","195","[c]","21740","20880"
"Leaver CS","2023","Science and Engineering","Outside London","EO","155","[c]","26980","26670"
"Leaver CS","2023","Science and Engineering","Outside London","G6/G7","160","[c]","56450","51290"
"Leaver CS","2023","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Outside London","SEO/HEO","695","[c]","37230","36590"
"Leaver CS","2023","Science and Engineering","Outside London","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","AA/AO","40","[c]","28510","25140"
"Leaver CS","2023","Security","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","London","SEO/HEO","30","[c]","43460","43310"
"Leaver CS","2023","Security","Outside London","AA/AO","540","[c]","29000","27350"
"Leaver CS","2023","Security","Outside London","EO","80","[c]","36870","32190"
"Leaver CS","2023","Security","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Outside London","SEO/HEO","95","[c]","42530","38790"
"Leaver CS","2023","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","SEO/HEO","30","[c]","34470","36180"
"Leaver CS","2023","Social Research","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Outside London","SEO/HEO","25","[c]","35110","33130"
"Leaver CS","2023","Statistics","London","AA/AO","55","[c]","24210","23500"
"Leaver CS","2023","Statistics","London","EO","15","[c]","29360","29660"
"Leaver CS","2023","Statistics","London","G6/G7","10","[c]","60060","58460"
"Leaver CS","2023","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","SEO/HEO","30","[c]","37110","36170"
"Leaver CS","2023","Statistics","Outside London","AA/AO","30","[c]","20970","21300"
"Leaver CS","2023","Statistics","Outside London","EO","15","[c]","27570","26820"
"Leaver CS","2023","Statistics","Outside London","G6/G7","10","[c]","57920","57690"
"Leaver CS","2023","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Outside London","SEO/HEO","45","[c]","36840","37640"
"Leaver CS","2023","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","AA/AO","295","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","EO","255","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","G6/G7","95","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Outside London","SEO/HEO","250","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","115","[c]","21050","18300"
"Leaver CS","2023","Unknown","London","EO","220","[c]","26650","27500"
"Leaver CS","2023","Unknown","London","G6/G7","580","[c]","62080","59340"
"Leaver CS","2023","Unknown","London","SCS level","130","[c]","106270","92850"
"Leaver CS","2023","Unknown","London","SEO/HEO","490","[c]","37920","36890"
"Leaver CS","2023","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","AA/AO","575","[c]","24050","23340"
"Leaver CS","2023","Unknown","Outside London","EO","365","[c]","29280","29450"
"Leaver CS","2023","Unknown","Outside London","G6/G7","350","[c]","65280","65280"
"Leaver CS","2023","Unknown","Outside London","SCS level","35","[c]","99640","87600"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","675","[c]","39610","38330"
"Leaver CS","2023","Unknown","Outside London","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","25","[c]","30560","29250"
"Leaver CS","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Outside London","SEO/HEO","25","[c]","39750","37980"
"Leaver Dept.","2023","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","London","SEO/HEO","30","[c]","37850","37190"
"Leaver Dept.","2023","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Outside London","EO","20","[c]","27270","26350"
"Leaver Dept.","2023","Commercial","Outside London","G6/G7","35","[c]","50200","51360"
"Leaver Dept.","2023","Commercial","Outside London","SEO/HEO","130","[c]","37820","38980"
"Leaver Dept.","2023","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","EO","20","[c]","28990","29530"
"Leaver Dept.","2023","Communications","London","G6/G7","35","[c]","59760","57760"
"Leaver Dept.","2023","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","SEO/HEO","115","[c]","37990","36840"
"Leaver Dept.","2023","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Outside London","SEO/HEO","50","[c]","33840","32290"
"Leaver Dept.","2023","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","AA/AO","10","[c]","25110","25610"
"Leaver Dept.","2023","Counter Fraud","London","EO","25","[c]","31490","32520"
"Leaver Dept.","2023","Counter Fraud","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","AA/AO","20","[c]","21790","21690"
"Leaver Dept.","2023","Counter Fraud","Outside London","EO","90","[c]","28340","28120"
"Leaver Dept.","2023","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Outside London","SEO/HEO","25","[c]","36000","34170"
"Leaver Dept.","2023","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","EO","20","[c]","29020","28650"
"Leaver Dept.","2023","Digital, Data and Technology","London","G6/G7","50","[c]","61860","59770"
"Leaver Dept.","2023","Digital, Data and Technology","London","SCS level","15","[c]","95040","92500"
"Leaver Dept.","2023","Digital, Data and Technology","London","SEO/HEO","105","[c]","39050","39390"
"Leaver Dept.","2023","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","AA/AO","15","[c]","21850","21690"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","EO","70","[c]","27280","27170"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","G6/G7","100","[c]","55750","54510"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","SEO/HEO","265","[c]","36560","37380"
"Leaver Dept.","2023","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","G6/G7","45","[c]","57610","55370"
"Leaver Dept.","2023","Economics","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","SEO/HEO","90","[c]","35540","34640"
"Leaver Dept.","2023","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Outside London","SEO/HEO","15","[c]","37050","37640"
"Leaver Dept.","2023","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","EO","20","[c]","30190","31060"
"Leaver Dept.","2023","Finance","London","G6/G7","45","[c]","63590","62760"
"Leaver Dept.","2023","Finance","London","SCS level","10","[c]","105990","103120"
"Leaver Dept.","2023","Finance","London","SEO/HEO","95","[c]","37040","35400"
"Leaver Dept.","2023","Finance","Outside London","AA/AO","15","[c]","21570","22220"
"Leaver Dept.","2023","Finance","Outside London","EO","40","[c]","27090","26940"
"Leaver Dept.","2023","Finance","Outside London","G6/G7","55","[c]","57230","52750"
"Leaver Dept.","2023","Finance","Outside London","SCS level","10","[c]","87850","81720"
"Leaver Dept.","2023","Finance","Outside London","SEO/HEO","120","[c]","36260","35310"
"Leaver Dept.","2023","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Unknown","SEO/HEO","10","[c]","33260","32630"
"Leaver Dept.","2023","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","EO","20","[c]","28310","28390"
"Leaver Dept.","2023","Human Resources","London","G6/G7","40","[c]","61770","60220"
"Leaver Dept.","2023","Human Resources","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","London","SEO/HEO","90","[c]","37390","36540"
"Leaver Dept.","2023","Human Resources","Outside London","AA/AO","70","[c]","22010","22190"
"Leaver Dept.","2023","Human Resources","Outside London","EO","55","[c]","26510","26670"
"Leaver Dept.","2023","Human Resources","Outside London","G6/G7","50","[c]","54650","54000"
"Leaver Dept.","2023","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Outside London","SEO/HEO","195","[c]","35710","33850"
"Leaver Dept.","2023","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","SEO/HEO","20","[c]","41070","41400"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","EO","15","[c]","26420","26080"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","London","G6/G7","15","[c]","56530","54700"
"Leaver Dept.","2023","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","London","SEO/HEO","45","[c]","35920","35010"
"Leaver Dept.","2023","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","SEO/HEO","10","[c]","37670","35530"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Outside London","SEO/HEO","15","[c]","38010","38020"
"Leaver Dept.","2023","Legal","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","G6/G7","75","[c]","60720","60610"
"Leaver Dept.","2023","Legal","London","SCS level","15","[c]","87520","87460"
"Leaver Dept.","2023","Legal","London","SEO/HEO","35","[c]","39230","39500"
"Leaver Dept.","2023","Legal","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Outside London","G6/G7","35","[c]","57180","55050"
"Leaver Dept.","2023","Legal","Outside London","SEO/HEO","30","[c]","38780","39650"
"Leaver Dept.","2023","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","London","AA/AO","220","[c]","24960","25480"
"Leaver Dept.","2023","Operational Delivery","London","EO","435","[c]","30980","31060"
"Leaver Dept.","2023","Operational Delivery","London","G6/G7","120","[c]","60060","58890"
"Leaver Dept.","2023","Operational Delivery","London","SCS level","25","[c]","100980","94270"
"Leaver Dept.","2023","Operational Delivery","London","SEO/HEO","305","[c]","38200","36500"
"Leaver Dept.","2023","Operational Delivery","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Outside London","AA/AO","1920","[c]","21830","21690"
"Leaver Dept.","2023","Operational Delivery","Outside London","EO","1775","[c]","27570","27570"
"Leaver Dept.","2023","Operational Delivery","Outside London","G6/G7","135","[c]","56600","54860"
"Leaver Dept.","2023","Operational Delivery","Outside London","SCS level","20","[c]","93330","78460"
"Leaver Dept.","2023","Operational Delivery","Outside London","SEO/HEO","630","[c]","34560","34170"
"Leaver Dept.","2023","Operational Delivery","Outside London","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Unknown","EO","20","[c]","28790","28120"
"Leaver Dept.","2023","Operational Delivery","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","London","SEO/HEO","20","[c]","38880","38410"
"Leaver Dept.","2023","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Outside London","SEO/HEO","20","[c]","36300","35200"
"Leaver Dept.","2023","Other","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","EO","45","[c]","29490","29890"
"Leaver Dept.","2023","Other","London","G6/G7","35","[c]","58860","55150"
"Leaver Dept.","2023","Other","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","SEO/HEO","70","[c]","36560","36180"
"Leaver Dept.","2023","Other","Outside London","AA/AO","65","[c]","21630","21690"
"Leaver Dept.","2023","Other","Outside London","EO","40","[c]","27330","27570"
"Leaver Dept.","2023","Other","Outside London","G6/G7","25","[c]","57440","55470"
"Leaver Dept.","2023","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Outside London","SEO/HEO","45","[c]","35950","34170"
"Leaver Dept.","2023","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","London","EO","145","[c]","28840","28740"
"Leaver Dept.","2023","Policy","London","G6/G7","580","[c]","58190","55700"
"Leaver Dept.","2023","Policy","London","SCS level","90","[c]","85300","78500"
"Leaver Dept.","2023","Policy","London","SEO/HEO","895","[c]","37730","36350"
"Leaver Dept.","2023","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Outside London","AA/AO","15","[c]","22070","22020"
"Leaver Dept.","2023","Policy","Outside London","EO","60","[c]","26850","26750"
"Leaver Dept.","2023","Policy","Outside London","G6/G7","115","[c]","54950","52130"
"Leaver Dept.","2023","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Outside London","SEO/HEO","300","[c]","35700","36110"
"Leaver Dept.","2023","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","EO","15","[c]","29370","28650"
"Leaver Dept.","2023","Project Delivery","London","G6/G7","55","[c]","59810","59060"
"Leaver Dept.","2023","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","London","SEO/HEO","160","[c]","36800","35620"
"Leaver Dept.","2023","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","EO","45","[c]","27010","26940"
"Leaver Dept.","2023","Project Delivery","Outside London","G6/G7","65","[c]","55050","54000"
"Leaver Dept.","2023","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Outside London","SEO/HEO","200","[c]","36680","36790"
"Leaver Dept.","2023","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","SEO/HEO","15","[c]","39560","41020"
"Leaver Dept.","2023","Property","Outside London","AA/AO","10","[c]","21060","21150"
"Leaver Dept.","2023","Property","Outside London","EO","25","[c]","26460","26020"
"Leaver Dept.","2023","Property","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Outside London","SEO/HEO","45","[c]","38190","38420"
"Leaver Dept.","2023","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","London","SEO/HEO","30","[c]","34350","32000"
"Leaver Dept.","2023","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","Outside London","EO","10","[c]","27450","27320"
"Leaver Dept.","2023","Science and Engineering","Outside London","G6/G7","25","[c]","52440","49260"
"Leaver Dept.","2023","Science and Engineering","Outside London","SEO/HEO","50","[c]","36350","34680"
"Leaver Dept.","2023","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","London","SEO/HEO","20","[c]","38760","37850"
"Leaver Dept.","2023","Security","Outside London","AA/AO","35","[c]","25070","24430"
"Leaver Dept.","2023","Security","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
