"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","AO","15","[c]","27830","27740"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","EO","20","[c]","30470","29940"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","G7","10","[c]","59820","58850"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","HEO","30","[c]","37070","36330"
"Leaver Dept.","2023","Scottish Government","Unknown","Scotland","SEO","20","[c]","46980","49370"
"Leaver Dept.","2023","The National Archives","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Communications","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Communications","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Communications","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","Wales","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","Wales","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Digital, Data and Technology","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Economics","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Finance","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Geography","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","AA","10","[c]","21750","21200"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","AO","20","[c]","21430","21200"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","HEO","10","[c]","31030","31060"
"Leaver Dept.","2023","UK Statistics Authority","Operational Delivery","Wales","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Operational Research","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Policy","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Property","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Security","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Security","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Security","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","Wales","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Social Research","Wales","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","Wales","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Communications","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Digital, Data and Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Knowledge and Information Management","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Policy","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Policy","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Science and Engineering","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Science and Engineering","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Communications","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Finance","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Human Resources","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Knowledge and Information Management","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Medicine","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Medicine","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Medicine","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Operational Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Other","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Other","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Planning","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Planning","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Planning","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Planning","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Policy","Wales","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Property","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Social Research","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Statistics","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Statistics","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Tax","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","Unknown","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Commercial","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Commercial","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Counter Fraud","London","EO","20","[c]","26650","26620"
"New entrant CS","2023","Attorney General's Departments","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","G7","10","[c]","63330","63030"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","East Midlands (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Human Resources","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","East Midlands (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","East of England","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","East of England","SEO","15","[c]","39780","39780"
"New entrant CS","2023","Attorney General's Departments","Legal","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","London","EO","60","[c]","28650","28200"
"New entrant CS","2023","Attorney General's Departments","Legal","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","London","G7","105","[c]","53520","52020"
"New entrant CS","2023","Attorney General's Departments","Legal","London","HEO","35","[c]","45160","45230"
"New entrant CS","2023","Attorney General's Departments","Legal","London","SEO","25","[c]","40800","40800"
"New entrant CS","2023","Attorney General's Departments","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","North East (England)","SEO","10","[c]","38760","38760"
"New entrant CS","2023","Attorney General's Departments","Legal","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","North West (England)","G7","20","[c]","49560","49050"
"New entrant CS","2023","Attorney General's Departments","Legal","North West (England)","SEO","25","[c]","38760","38760"
"New entrant CS","2023","Attorney General's Departments","Legal","South East (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","South East (England)","G7","10","[c]","54970","54100"
"New entrant CS","2023","Attorney General's Departments","Legal","South East (England)","SEO","10","[c]","40800","40800"
"New entrant CS","2023","Attorney General's Departments","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","South West (England)","G7","10","[c]","50860","50460"
"New entrant CS","2023","Attorney General's Departments","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","Wales","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","Wales","SEO","15","[c]","38760","38760"
"New entrant CS","2023","Attorney General's Departments","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","West Midlands (England)","G7","10","[c]","49050","49050"
"New entrant CS","2023","Attorney General's Departments","Legal","West Midlands (England)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","EO","10","[c]","27650","26900"
