"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2023","Commercial","Wales","West Wales and The Valleys","Swansea","210","190","34660","31660"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","20","20","38100","37300"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","5","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","125","120","33340","27170"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","50","50","50280","42510"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Birmingham","105","105","55970","46780"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Coventry","45","45","51510","51360"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Solihull","15","15","66280","65500"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands (England)","West Midlands","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","25","25","46980","41800"
"In post","2023","Commercial","Yorkshire and The Humber","North Yorkshire","York","80","80","48030","50350"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","South Yorkshire","Sheffield","135","130","48520","41880"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Leeds","265","260","49330","41090"
"In post","2023","Commercial","Yorkshire and The Humber","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","85","85","42000","41740"
"In post","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Lincolnshire","Lincolnshire CC","20","15","33240","34300"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","20","20","41450","44250"
"In post","2023","Communications","East of England","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Communications","East of England","East Anglia","Peterborough","10","10","35180","31700"
"In post","2023","Communications","East of England","East Anglia","Suffolk CC","15","15","34640","33200"
"In post","2023","Communications","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","Hackney and Newham","25","25","50850","45560"
"In post","2023","Communications","London","Inner London - East","Lambeth","20","20","48310","50980"
"In post","2023","Communications","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - East","Tower Hamlets","165","160","48530","42060"
"In post","2023","Communications","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Inner London - West","Westminster","1910","1875","49590","45200"
"In post","2023","Communications","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - South","Croydon","30","30","45170","42050"
"In post","2023","Communications","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Barnet","10","10","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Outer London - West and North West","Hounslow and Richmond upon Thames","20","20","36630","35000"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","Northumberland","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","Tyneside","80","75","40180","37650"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Darlington","35","35","31010","30510"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Durham","10","10","38030","34330"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire","Warrington","15","15","37430","37300"
"In post","2023","Communications","North West (England)","Cumbria","East Cumbria","15","10","35790","32240"
"In post","2023","Communications","North West (England)","Cumbria","West Cumbria","15","10","30260","30320"
"In post","2023","Communications","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester","Greater Manchester South West","25","25","47530","42680"
"In post","2023","Communications","North West (England)","Greater Manchester","Manchester","85","80","37000","33950"
"In post","2023","Communications","North West (England)","Lancashire","Blackpool","10","10","40990","39100"
"In post","2023","Communications","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancashire","Lancaster and Wyre","15","15","35050","33990"
"In post","2023","Communications","North West (England)","Lancashire","Mid Lancashire","10","10","41530","37710"
"In post","2023","Communications","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Merseyside","Liverpool","20","20","45040","41020"
"In post","2023","Communications","North West (England)","Merseyside","Sefton","60","55","39710","36630"
"In post","2023","Communications","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Belfast","20","20","41160","38670"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Eastern Scotland","City of Edinburgh","45","45","44330","39590"
"In post","2023","Communications","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","West Central Scotland","Glasgow City","40","35","36900","33170"
"In post","2023","Communications","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","30","30","35310","30800"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","40","40","37990","35990"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","36810","31140"
"In post","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","20","20","31270","29570"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","Central Hampshire","60","55","34300","33990"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","North Hampshire","10","10","37350","34300"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","Portsmouth","45","45","36340","34300"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","South Hampshire","30","30","36090","31060"
"In post","2023","Communications","South East (England)","Hampshire and Isle of Wight","Southampton","20","15","35880","31660"
"In post","2023","Communications","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
