"Status","Year","Age","Disability","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Highlands and Islands","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - East","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - East","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - West","Heterosexual / straight","60","[c]","54120","53030"
"Leaver CS","2023","50-59","Declared disabled","Inner London - West","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - West","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Inner London - West","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Kent","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lancashire","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lancashire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lincolnshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Merseyside","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Merseyside","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Yorkshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northumberland, and Tyne and Wear","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northumberland, and Tyne and Wear","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - East and North East","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - South","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - South","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - West and North West","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - West and North West","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Shropshire and Staffordshire","Heterosexual / straight","35","[c]","29340","28120"
"Leaver CS","2023","50-59","Declared disabled","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","South Yorkshire","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Surrey, East and West Sussex","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Surrey, East and West Sussex","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Tees Valley and Durham","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Tees Valley and Durham","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Central Scotland","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Central Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Midlands","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Midlands","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Wales and The Valleys","Heterosexual / straight","30","[c]","30890","26940"
"Leaver CS","2023","50-59","Declared disabled","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Wales and The Valleys","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Yorkshire","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","West Yorkshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Bedfordshire and Hertfordshire","Heterosexual / straight","60","[c]","34260","29290"
"Leaver CS","2023","50-59","Declared non-disabled","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","100","[c]","38250","31280"
"Leaver CS","2023","50-59","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cheshire","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cheshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cornwall and Isles of Scilly","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cumbria","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cumbria","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Derbyshire and Nottinghamshire","Heterosexual / straight","95","[c]","35390","28080"
"Leaver CS","2023","50-59","Declared non-disabled","Derbyshire and Nottinghamshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Derbyshire and Nottinghamshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Derbyshire and Nottinghamshire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Devon","Heterosexual / straight","95","[c]","36390","33050"
"Leaver CS","2023","50-59","Declared non-disabled","Devon","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Devon","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Devon","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Dorset and Somerset","Heterosexual / straight","60","[c]","33220","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Dorset and Somerset","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Dorset and Somerset","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Anglia","Heterosexual / straight","125","[c]","37080","28120"
"Leaver CS","2023","50-59","Declared non-disabled","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Anglia","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Anglia","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Wales","Heterosexual / straight","100","[c]","37750","32130"
"Leaver CS","2023","50-59","Declared non-disabled","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Wales","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Wales","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","45","[c]","30650","28100"
"Leaver CS","2023","50-59","Declared non-disabled","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Eastern Scotland","Heterosexual / straight","90","[c]","38810","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Eastern Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Eastern Scotland","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Essex","Heterosexual / straight","55","[c]","31400","29290"
"Leaver CS","2023","50-59","Declared non-disabled","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Essex","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","240","[c]","41370","40000"
"Leaver CS","2023","50-59","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Greater Manchester","Heterosexual / straight","115","[c]","33570","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Greater Manchester","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Greater Manchester","Unknown","90","[c]","25800","21500"
"Leaver CS","2023","50-59","Declared non-disabled","Hampshire and Isle of Wight","Heterosexual / straight","170","[c]","31020","27050"
"Leaver CS","2023","50-59","Declared non-disabled","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Hampshire and Isle of Wight","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Hampshire and Isle of Wight","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Highlands and Islands","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Highlands and Islands","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - East","Heterosexual / straight","90","[c]","49760","45590"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - East","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - East","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - East","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - West","Heterosexual / straight","280","[c]","58270","53600"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - West","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - West","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Inner London - West","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Kent","Heterosexual / straight","65","[c]","32400","29290"
"Leaver CS","2023","50-59","Declared non-disabled","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Kent","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Kent","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lancashire","Heterosexual / straight","110","[c]","34530","28120"
"Leaver CS","2023","50-59","Declared non-disabled","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lancashire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lancashire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","80","[c]","30200","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lincolnshire","Heterosexual / straight","40","[c]","32180","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Merseyside","Heterosexual / straight","90","[c]","34300","28100"
"Leaver CS","2023","50-59","Declared non-disabled","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Merseyside","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Merseyside","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Eastern Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Yorkshire","Heterosexual / straight","50","[c]","40190","33990"
"Leaver CS","2023","50-59","Declared non-disabled","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northern Ireland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northumberland, and Tyne and Wear","Heterosexual / straight","65","[c]","35930","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northumberland, and Tyne and Wear","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - East and North East","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - South","Heterosexual / straight","55","[c]","39290","32520"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - South","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - South","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - West and North West","Heterosexual / straight","60","[c]","38500","32610"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - West and North West","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outer London - West and North West","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Shropshire and Staffordshire","Heterosexual / straight","105","[c]","30050","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Shropshire and Staffordshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Shropshire and Staffordshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","South Yorkshire","Heterosexual / straight","60","[c]","36450","34170"
"Leaver CS","2023","50-59","Declared non-disabled","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","South Yorkshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","South Yorkshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Southern Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Southern Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Surrey, East and West Sussex","Heterosexual / straight","80","[c]","29480","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Surrey, East and West Sussex","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Surrey, East and West Sussex","Undeclared","10","[c]","[c]","[c]"
