"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Asian","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Operational Delivery","70","[c]","30070","28120"
"Leaver CS","2023","60-64","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Operational Delivery","75","[c]","29660","29750"
"Leaver CS","2023","60-64","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Human Resources","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Operational Delivery","155","[c]","29710","27650"
"Leaver CS","2023","60-64","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Tax","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","375","[c]","29610","25830"
"Leaver CS","2023","60-64","Unknown","Other","45","[c]","40690","36750"
"Leaver CS","2023","60-64","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Tax","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","110","[c]","44550","38490"
"Leaver CS","2023","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Commercial","45","[c]","41920","38130"
"Leaver CS","2023","60-64","White","Communications","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Counter Fraud","70","[c]","28000","28120"
"Leaver CS","2023","60-64","White","Digital, Data and Technology","125","[c]","44690","41800"
"Leaver CS","2023","60-64","White","Finance","110","[c]","44150","39780"
"Leaver CS","2023","60-64","White","Human Resources","195","[c]","33410","28930"
"Leaver CS","2023","60-64","White","Inspector of Education and Training","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Intelligence Analysis","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Internal Audit","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Legal","85","[c]","59460","56450"
"Leaver CS","2023","60-64","White","Medicine","45","[c]","70150","66850"
"Leaver CS","2023","60-64","White","Operational Delivery","2520","[c]","30130","27570"
"Leaver CS","2023","60-64","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Other","190","[c]","33020","23950"
"Leaver CS","2023","60-64","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Policy","125","[c]","56740","52590"
"Leaver CS","2023","60-64","White","Project Delivery","140","[c]","50940","45890"
"Leaver CS","2023","60-64","White","Property","80","[c]","38370","38180"
"Leaver CS","2023","60-64","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Science and Engineering","115","[c]","43750","42620"
"Leaver CS","2023","60-64","White","Security","100","[c]","37290","40880"
"Leaver CS","2023","60-64","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Tax","155","[c]","[c]","[c]"
"Leaver CS","2023","60-64","White","Unknown","280","[c]","50310","49370"
"Leaver CS","2023","60-64","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Operational Delivery","105","[c]","28610","26400"
"Leaver CS","2023","65+","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Operational Delivery","70","[c]","27270","26090"
"Leaver CS","2023","65+","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Operational Delivery","140","[c]","27820","25910"
"Leaver CS","2023","65+","Undeclared","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Legal","5","[c]","[c]","[c]"
